Time,CameraA Max
20221220_175025,139
20221220_175025,143
20221220_175025,153
20221220_175025,131
20221220_175025,144
20221220_175025,144
20221220_175025,147
20221220_175025,146
20221220_175025,140
20221220_175026,155
20221220_175026,141
20221220_175026,147
20221220_175026,149
20221220_175026,152
20221220_175026,145
20221220_175026,154
20221220_175026,138
20221220_175026,134
20221220_175026,130
20221220_175026,140
20221220_175026,136
20221220_175026,141
20221220_175026,130
20221220_175026,147
20221220_175026,146
20221220_175026,147
20221220_175027,149
20221220_175027,151
20221220_175027,145
20221220_175027,150
20221220_175027,144
20221220_175027,152
20221220_175027,147
20221220_175027,145
20221220_175027,148
20221220_175027,152
20221220_175027,141
20221220_175027,147
20221220_175027,155
20221220_175027,157
20221220_175027,146
20221220_175027,134
20221220_175027,150
20221220_175027,151
20221220_175028,145
20221220_175028,141
20221220_175028,154
20221220_175028,139
20221220_175028,157
20221220_175028,151
20221220_175028,145
20221220_175028,148
20221220_175028,153
20221220_175028,148
20221220_175028,152
20221220_175028,138
20221220_175028,150
20221220_175028,143
20221220_175028,156
20221220_175028,164
20221220_175028,150
20221220_175028,140
20221220_175029,143
20221220_175029,144
20221220_175029,143
20221220_175029,147
20221220_175029,145
20221220_175029,152
20221220_175029,148
20221220_175029,151
20221220_175029,143
20221220_175029,145
20221220_175029,154
20221220_175029,132
20221220_175029,145
20221220_175029,135
20221220_175029,149
20221220_175029,146
20221220_175029,135
20221220_175029,152
20221220_175030,148
20221220_175030,150
20221220_175030,141
20221220_175030,149
20221220_175030,135
20221220_175030,133
20221220_175030,141
20221220_175030,147
20221220_175030,153
20221220_175030,139
20221220_175030,145
20221220_175030,139
20221220_175030,155
20221220_175030,147
20221220_175030,149
20221220_175030,144
20221220_175030,131
20221220_175031,143
20221220_175031,152
20221220_175031,145
20221220_175031,144
20221220_175031,145
20221220_175031,150
20221220_175031,157
20221220_175031,147
20221220_175031,146
20221220_175031,143
20221220_175031,147
20221220_175031,139
20221220_175031,146
20221220_175031,146
20221220_175031,153
20221220_175031,137
20221220_175031,138
20221220_175031,132
20221220_175032,135
20221220_175032,132
20221220_175032,135
20221220_175032,147
20221220_175032,141
20221220_175032,153
20221220_175032,139
20221220_175032,151
20221220_175032,143
20221220_175032,139
20221220_175032,147
20221220_175032,139
20221220_175032,141
20221220_175032,136
20221220_175032,150
20221220_175032,147
20221220_175032,144
20221220_175032,145
20221220_175033,140
20221220_175033,127
20221220_175033,150
20221220_175033,146
20221220_175033,132
20221220_175033,147
20221220_175033,134
20221220_175033,143
