Time,CameraA Max
20221220_183824,146
20221220_183824,155
20221220_183824,149
20221220_183824,156
20221220_183824,157
20221220_183824,152
20221220_183824,151
20221220_183824,160
20221220_183824,152
20221220_183824,150
20221220_183824,144
20221220_183824,147
20221220_183824,157
20221220_183824,157
20221220_183824,158
20221220_183824,160
20221220_183824,157
20221220_183825,151
20221220_183825,151
20221220_183825,173
20221220_183825,158
20221220_183825,158
20221220_183825,156
20221220_183825,159
20221220_183825,170
20221220_183825,156
20221220_183825,153
20221220_183825,157
20221220_183825,155
20221220_183825,149
20221220_183825,147
20221220_183825,163
20221220_183825,158
20221220_183825,160
20221220_183825,147
20221220_183826,145
20221220_183826,164
20221220_183826,157
20221220_183826,165
20221220_183826,153
20221220_183826,156
20221220_183826,153
20221220_183826,150
20221220_183826,158
20221220_183826,161
20221220_183826,168
20221220_183826,145
20221220_183826,154
20221220_183826,147
20221220_183826,151
20221220_183826,149
20221220_183826,160
20221220_183826,169
20221220_183827,164
20221220_183827,161
20221220_183827,156
20221220_183827,156
20221220_183827,154
20221220_183827,157
20221220_183827,149
20221220_183827,159
20221220_183827,155
20221220_183827,159
20221220_183827,155
20221220_183827,165
20221220_183827,164
20221220_183827,154
20221220_183827,138
20221220_183827,145
20221220_183827,154
20221220_183828,158
20221220_183828,157
20221220_183828,155
20221220_183828,166
20221220_183828,161
20221220_183828,166
20221220_183828,153
20221220_183828,158
20221220_183828,153
20221220_183828,155
20221220_183828,165
20221220_183828,161
20221220_183828,151
20221220_183828,163
20221220_183828,153
20221220_183828,159
20221220_183828,161
20221220_183828,154
20221220_183829,157
20221220_183829,158
20221220_183829,165
20221220_183829,154
20221220_183829,151
20221220_183829,171
20221220_183829,161
20221220_183829,150
20221220_183829,151
20221220_183829,147
20221220_183829,158
20221220_183829,158
20221220_183829,158
20221220_183829,149
20221220_183829,167
20221220_183829,161
20221220_183829,163
20221220_183829,165
20221220_183830,163
