Time,CameraA Max
20221221_133057,184
20221221_133057,185
20221221_133057,181
20221221_133057,170
20221221_133057,175
20221221_133057,181
20221221_133057,178
20221221_133057,180
20221221_133057,179
20221221_133057,172
20221221_133057,188
20221221_133057,184
20221221_133057,176
20221221_133057,184
20221221_133057,169
20221221_133057,174
20221221_133058,172
20221221_133058,167
20221221_133058,163
20221221_133058,171
20221221_133058,181
20221221_133058,177
20221221_133058,177
20221221_133058,188
20221221_133058,189
20221221_133058,185
20221221_133058,179
20221221_133058,187
20221221_133058,170
20221221_133058,189
20221221_133058,180
20221221_133058,163
20221221_133058,179
20221221_133058,172
20221221_133059,193
20221221_133059,175
20221221_133059,183
20221221_133059,180
20221221_133059,185
20221221_133059,191
20221221_133059,172
20221221_133059,173
20221221_133059,178
20221221_133059,189
20221221_133059,167
20221221_133059,174
20221221_133059,172
20221221_133059,186
20221221_133059,166
20221221_133059,171
20221221_133059,175
20221221_133059,177
20221221_133100,187
20221221_133100,169
20221221_133100,180
20221221_133100,179
20221221_133100,170
20221221_133100,177
20221221_133100,174
20221221_133100,171
20221221_133100,188
20221221_133100,170
20221221_133100,186
20221221_133100,186
20221221_133100,183
20221221_133100,171
20221221_133100,170
20221221_133100,171
20221221_133100,189
20221221_133100,175
20221221_133101,179
20221221_133101,176
20221221_133101,168
20221221_133101,169
20221221_133101,175
20221221_133101,186
20221221_133101,173
20221221_133101,193
20221221_133101,189
20221221_133101,181
20221221_133101,178
20221221_133101,168
20221221_133101,174
20221221_133101,180
20221221_133101,173
20221221_133101,173
20221221_133101,164
20221221_133102,180
20221221_133102,166
20221221_133102,176
