Time,CameraA Max
20221221_133910,431
20221221_133910,433
20221221_133910,405
20221221_133910,437
20221221_133910,427
20221221_133910,433
20221221_133910,418
20221221_133910,418
20221221_133910,418
20221221_133910,414
20221221_133910,437
20221221_133910,432
20221221_133910,425
20221221_133910,433
20221221_133910,415
20221221_133910,435
20221221_133910,389
20221221_133911,412
20221221_133911,427
20221221_133911,410
20221221_133911,413
20221221_133911,430
20221221_133911,418
20221221_133911,427
20221221_133911,404
20221221_133911,434
20221221_133911,451
20221221_133911,427
20221221_133911,393
20221221_133911,417
20221221_133911,424
20221221_133911,421
20221221_133911,444
20221221_133911,440
20221221_133911,431
20221221_133912,461
20221221_133912,428
20221221_133912,454
20221221_133912,427
20221221_133912,423
20221221_133912,431
20221221_133912,425
20221221_133912,452
20221221_133912,423
20221221_133912,410
20221221_133912,395
20221221_133912,416
20221221_133912,397
20221221_133912,402
20221221_133912,410
20221221_133912,412
20221221_133912,436
20221221_133912,427
20221221_133913,421
20221221_133913,420
20221221_133913,402
20221221_133913,424
20221221_133913,432
20221221_133913,441
20221221_133913,411
20221221_133913,429
20221221_133913,432
20221221_133913,440
20221221_133913,425
20221221_133913,403
20221221_133913,430
20221221_133913,432
20221221_133913,425
20221221_133913,432
20221221_133913,414
20221221_133913,411
20221221_133914,417
20221221_133914,440
20221221_133914,427
20221221_133914,441
20221221_133914,432
20221221_133914,422
20221221_133914,434
20221221_133914,435
20221221_133914,442
20221221_133914,412
20221221_133914,440
20221221_133914,428
20221221_133914,452
20221221_133914,437
20221221_133914,423
20221221_133914,442
20221221_133914,421
20221221_133914,427
20221221_133915,404
20221221_133915,428
20221221_133915,431
20221221_133915,415
20221221_133915,412
20221221_133915,423
20221221_133915,405
20221221_133915,435
20221221_133915,403
20221221_133915,413
20221221_133915,402
20221221_133915,430
20221221_133915,413
20221221_133915,435
20221221_133915,418
20221221_133915,433
20221221_133915,436
20221221_133916,425
20221221_133916,410
20221221_133916,421
20221221_133916,452
20221221_133916,434
20221221_133916,437
20221221_133916,429
20221221_133916,421
20221221_133916,433
20221221_133916,428
20221221_133916,432
20221221_133916,415
20221221_133916,408
20221221_133916,424
20221221_133916,433
20221221_133916,423
20221221_133916,416
20221221_133916,425
20221221_133917,425
20221221_133917,431
