Time,CameraA Max
20221220_183747,83
20221220_183747,76
20221220_183747,79
20221220_183747,84
20221220_183747,79
20221220_183747,79
20221220_183747,80
20221220_183747,72
20221220_183747,73
20221220_183747,86
20221220_183747,82
20221220_183747,77
20221220_183747,82
20221220_183747,77
20221220_183748,74
20221220_183748,70
20221220_183748,70
20221220_183748,74
20221220_183748,72
20221220_183748,74
20221220_183748,84
20221220_183748,71
20221220_183748,76
20221220_183748,78
20221220_183748,76
20221220_183748,74
20221220_183748,84
20221220_183748,84
20221220_183748,71
20221220_183748,80
20221220_183748,70
20221220_183749,85
20221220_183749,77
20221220_183749,80
20221220_183749,70
20221220_183749,76
20221220_183749,85
20221220_183749,80
20221220_183749,79
20221220_183749,84
20221220_183749,76
20221220_183749,74
20221220_183749,73
20221220_183749,73
20221220_183749,74
20221220_183749,76
20221220_183749,77
20221220_183749,74
20221220_183749,76
20221220_183750,74
20221220_183750,70
20221220_183750,74
20221220_183750,71
20221220_183750,77
20221220_183750,70
20221220_183750,86
20221220_183750,67
20221220_183750,71
20221220_183750,78
20221220_183750,75
20221220_183750,68
20221220_183750,78
20221220_183750,78
20221220_183750,77
20221220_183750,83
20221220_183750,72
20221220_183750,76
20221220_183751,72
20221220_183751,83
20221220_183751,74
20221220_183751,76
20221220_183751,77
20221220_183751,77
20221220_183751,73
20221220_183751,66
20221220_183751,72
20221220_183751,75
20221220_183751,79
20221220_183751,76
20221220_183751,71
20221220_183751,71
20221220_183751,69
20221220_183751,77
20221220_183751,76
20221220_183751,69
20221220_183752,83
20221220_183752,75
20221220_183752,82
20221220_183752,79
20221220_183752,79
20221220_183752,78
20221220_183752,75
20221220_183752,70
20221220_183752,76
20221220_183752,76
20221220_183752,73
20221220_183752,83
20221220_183752,78
20221220_183752,69
20221220_183752,74
20221220_183752,79
20221220_183752,69
20221220_183753,79
20221220_183753,58
20221220_183753,73
20221220_183753,69
20221220_183753,74
20221220_183753,77
