Time,CameraA Max
20221220_180429,312
20221220_180429,315
20221220_180429,326
20221220_180429,317
20221220_180430,317
20221220_180430,313
20221220_180430,322
20221220_180430,307
20221220_180430,319
20221220_180430,314
20221220_180430,303
20221220_180430,308
20221220_180430,305
20221220_180430,313
20221220_180430,299
20221220_180430,309
20221220_180430,330
20221220_180430,305
20221220_180430,338
20221220_180430,313
20221220_180430,301
20221220_180430,323
20221220_180431,314
20221220_180431,314
20221220_180431,306
20221220_180431,311
20221220_180431,315
20221220_180431,308
20221220_180431,302
20221220_180431,324
20221220_180431,317
20221220_180431,313
20221220_180431,313
20221220_180431,321
20221220_180431,295
20221220_180431,310
20221220_180431,330
20221220_180431,312
20221220_180431,302
20221220_180431,301
20221220_180432,293
20221220_180432,295
20221220_180432,294
20221220_180432,314
20221220_180432,310
20221220_180432,309
20221220_180432,318
20221220_180432,323
20221220_180432,321
20221220_180432,331
20221220_180432,327
20221220_180432,333
20221220_180432,314
20221220_180432,311
20221220_180432,296
20221220_180432,310
20221220_180432,320
20221220_180432,323
20221220_180433,326
20221220_180433,324
20221220_180433,326
20221220_180433,333
20221220_180433,331
20221220_180433,312
20221220_180433,318
20221220_180433,309
20221220_180433,329
20221220_180433,327
20221220_180433,316
20221220_180433,321
20221220_180433,309
20221220_180433,311
20221220_180433,311
20221220_180433,313
20221220_180433,332
20221220_180434,332
20221220_180434,319
20221220_180434,328
20221220_180434,333
20221220_180434,322
20221220_180434,327
20221220_180434,348
20221220_180434,319
20221220_180434,322
20221220_180434,342
20221220_180434,335
20221220_180434,333
20221220_180434,320
20221220_180434,321
20221220_180434,328
20221220_180434,323
20221220_180434,323
20221220_180434,313
20221220_180435,319
20221220_180435,315
20221220_180435,308
20221220_180435,306
20221220_180435,321
20221220_180435,333
20221220_180435,339
20221220_180435,334
20221220_180435,306
20221220_180435,332
20221220_180435,335
20221220_180435,332
20221220_180435,320
20221220_180435,323
20221220_180435,319
20221220_180435,320
20221220_180435,308
20221220_180435,315
20221220_180436,306
20221220_180436,323
20221220_180436,316
20221220_180436,303
20221220_180436,319
20221220_180436,328
20221220_180436,330
20221220_180436,333
20221220_180436,336
20221220_180436,323
20221220_180436,332
20221220_180436,322
20221220_180436,320
20221220_180436,322
20221220_180436,334
20221220_180436,342
20221220_180436,330
20221220_180436,335
20221220_180437,321
20221220_180437,326
20221220_180437,326
20221220_180437,323
20221220_180437,329
20221220_180437,316
20221220_180437,317
20221220_180437,315
20221220_180437,308
20221220_180437,320
20221220_180437,311
20221220_180437,327
20221220_180437,320
20221220_180437,314
20221220_180437,330
20221220_180437,309
20221220_180437,322
20221220_180438,322
20221220_180438,316
20221220_180438,321
20221220_180438,348
20221220_180438,316
20221220_180438,323
20221220_180438,323
20221220_180438,319
20221220_180438,318
20221220_180438,318
20221220_180438,330
20221220_180438,309
20221220_180438,313
20221220_180438,315
20221220_180438,311
20221220_180438,320
20221220_180438,313
20221220_180438,319
