Time,CameraA Max
20221219_115159,504
20221219_115159,499
20221219_115159,483
20221219_115159,488
20221219_115200,482
20221219_115200,474
20221219_115200,492
20221219_115200,488
20221219_115200,517
20221219_115200,484
20221219_115200,497
20221219_115200,510
20221219_115200,505
20221219_115200,483
20221219_115200,502
20221219_115200,507
20221219_115200,484
20221219_115200,488
20221219_115200,476
20221219_115200,512
20221219_115200,490
20221219_115200,474
20221219_115201,486
20221219_115201,498
20221219_115201,482
20221219_115201,491
20221219_115201,514
20221219_115201,489
20221219_115201,490
20221219_115201,476
20221219_115201,519
20221219_115201,489
20221219_115201,495
20221219_115201,479
20221219_115201,498
20221219_115201,501
20221219_115201,478
20221219_115201,485
20221219_115201,483
20221219_115201,510
20221219_115202,505
20221219_115202,494
20221219_115202,491
20221219_115202,486
20221219_115202,491
20221219_115202,488
20221219_115202,519
20221219_115202,481
20221219_115202,516
20221219_115202,494
20221219_115202,498
20221219_115202,516
20221219_115202,493
20221219_115202,481
20221219_115202,484
20221219_115202,491
20221219_115202,504
20221219_115202,482
20221219_115203,485
20221219_115203,499
20221219_115203,492
20221219_115203,507
20221219_115203,504
20221219_115203,474
20221219_115203,483
20221219_115203,485
20221219_115203,490
20221219_115203,481
20221219_115203,502
20221219_115203,479
20221219_115203,498
20221219_115203,495
20221219_115203,483
20221219_115203,486
20221219_115203,512
20221219_115203,480
20221219_115204,502
20221219_115204,485
20221219_115204,486
20221219_115204,509
20221219_115204,500
20221219_115204,512
20221219_115204,498
20221219_115204,519
20221219_115204,475
20221219_115204,488
20221219_115204,493
20221219_115204,477
20221219_115204,506
20221219_115204,493
20221219_115204,489
20221219_115204,510
20221219_115204,480
20221219_115205,513
20221219_115205,475
20221219_115205,505
20221219_115205,483
20221219_115205,495
20221219_115205,495
20221219_115205,492
20221219_115205,499
20221219_115205,478
20221219_115205,492
20221219_115205,486
20221219_115205,497
20221219_115205,504
20221219_115205,499
20221219_115205,496
20221219_115205,492
20221219_115205,489
20221219_115205,489
20221219_115206,499
20221219_115206,499
20221219_115206,482
20221219_115206,481
20221219_115206,481
20221219_115206,504
20221219_115206,484
20221219_115206,493
20221219_115206,481
20221219_115206,478
20221219_115206,482
20221219_115206,485
20221219_115206,479
20221219_115206,477
20221219_115206,500
20221219_115206,506
20221219_115206,495
20221219_115206,469
20221219_115207,493
20221219_115207,486
20221219_115207,483
20221219_115207,478
20221219_115207,493
20221219_115207,498
20221219_115207,501
20221219_115207,491
20221219_115207,479
20221219_115207,510
20221219_115207,485
20221219_115207,503
20221219_115207,483
20221219_115207,490
20221219_115207,497
20221219_115207,488
20221219_115207,475
20221219_115207,511
20221219_115208,493
20221219_115208,497
20221219_115208,485
20221219_115208,493
20221219_115208,471
20221219_115208,470
20221219_115208,489
20221219_115208,490
20221219_115208,470
20221219_115208,485
20221219_115208,512
20221219_115208,515
20221219_115208,486
20221219_115208,501
20221219_115208,498
20221219_115208,488
20221219_115208,503
20221219_115209,470
20221219_115209,492
20221219_115209,500
20221219_115209,478
