Time,CameraA Max
20221219_112844,34
20221219_112844,34
20221219_112844,38
20221219_112844,43
20221219_112844,36
20221219_112844,42
20221219_112844,45
20221219_112844,34
20221219_112844,37
20221219_112844,36
20221219_112844,36
20221219_112844,36
20221219_112844,36
20221219_112844,38
20221219_112844,38
20221219_112844,37
20221219_112844,36
20221219_112844,32
20221219_112844,42
20221219_112845,35
20221219_112845,37
20221219_112845,38
20221219_112845,34
20221219_112845,35
20221219_112845,30
20221219_112845,42
20221219_112845,37
20221219_112845,38
20221219_112845,36
20221219_112845,34
20221219_112845,42
20221219_112845,35
20221219_112845,38
20221219_112845,39
20221219_112845,42
20221219_112845,45
20221219_112846,45
20221219_112846,36
20221219_112846,48
20221219_112846,37
20221219_112846,31
20221219_112846,31
20221219_112846,37
20221219_112846,37
20221219_112846,37
20221219_112846,38
20221219_112846,35
20221219_112846,36
20221219_112846,37
20221219_112846,38
20221219_112846,37
20221219_112846,39
20221219_112846,41
20221219_112846,34
20221219_112847,35
20221219_112847,44
20221219_112847,41
20221219_112847,29
20221219_112847,35
20221219_112847,39
20221219_112847,38
20221219_112847,35
20221219_112847,35
20221219_112847,39
20221219_112847,37
20221219_112847,43
20221219_112847,35
20221219_112847,36
20221219_112847,38
20221219_112847,41
20221219_112847,43
20221219_112847,35
20221219_112848,39
20221219_112848,28
20221219_112848,34
20221219_112848,35
20221219_112848,34
20221219_112848,33
20221219_112848,41
20221219_112848,37
20221219_112848,36
20221219_112848,42
20221219_112848,36
20221219_112848,41
20221219_112848,34
20221219_112848,37
20221219_112848,30
20221219_112848,35
20221219_112848,41
20221219_112848,45
20221219_112849,37
20221219_112849,41
20221219_112849,35
20221219_112849,35
20221219_112849,31
20221219_112849,37
20221219_112849,35
20221219_112849,36
20221219_112849,36
20221219_112849,39
20221219_112849,38
20221219_112849,44
20221219_112849,37
20221219_112849,38
20221219_112849,38
20221219_112849,37
20221219_112849,46
20221219_112850,36
20221219_112850,39
20221219_112850,43
20221219_112850,44
20221219_112850,37
20221219_112850,37
20221219_112850,45
20221219_112850,39
20221219_112850,35
20221219_112850,42
20221219_112850,38
20221219_112850,38
20221219_112850,37
20221219_112850,43
20221219_112850,43
20221219_112850,38
20221219_112850,37
20221219_112850,34
20221219_112851,34
20221219_112851,28
20221219_112851,33
20221219_112851,34
20221219_112851,35
20221219_112851,42
20221219_112851,37
20221219_112851,38
20221219_112851,39
20221219_112851,41
20221219_112851,42
20221219_112851,41
20221219_112851,39
20221219_112851,43
20221219_112851,36
20221219_112851,39
20221219_112851,41
20221219_112851,33
20221219_112852,35
20221219_112852,42
20221219_112852,38
20221219_112852,36
20221219_112852,41
20221219_112852,43
20221219_112852,35
20221219_112852,42
20221219_112852,42
20221219_112852,39
20221219_112852,37
20221219_112852,39
20221219_112852,41
20221219_112852,38
20221219_112852,41
20221219_112852,33
20221219_112852,39
20221219_112852,41
20221219_112853,41
20221219_112853,44
20221219_112853,43
20221219_112853,37
20221219_112853,37
20221219_112853,41
20221219_112853,39
20221219_112853,39
20221219_112853,42
20221219_112853,38
20221219_112853,42
20221219_112853,42
20221219_112853,51
20221219_112853,38
20221219_112853,45
20221219_112853,38
20221219_112853,35
20221219_112853,30
20221219_112854,36
20221219_112854,39
20221219_112854,46
20221219_112854,39
20221219_112854,35
20221219_112854,38
20221219_112854,42
20221219_112854,37
20221219_112854,34
20221219_112854,44
20221219_112854,43
20221219_112854,33
20221219_112854,41
20221219_112854,39
20221219_112854,43
20221219_112854,34
20221219_112854,34
20221219_112855,37
20221219_112855,38
20221219_112855,39
20221219_112855,41
20221219_112855,39
20221219_112855,39
20221219_112855,39
20221219_112855,37
20221219_112855,38
20221219_112855,44
20221219_112855,35
20221219_112855,32
20221219_112855,42
20221219_112855,38
20221219_112855,36
20221219_112855,37
20221219_112855,39
20221219_112855,35
20221219_112856,31
20221219_112856,37
20221219_112856,37
20221219_112856,42
20221219_112856,36
20221219_112856,33
20221219_112856,43
20221219_112856,38
20221219_112856,36
20221219_112856,43
20221219_112856,39
20221219_112856,45
20221219_112856,38
20221219_112856,45
20221219_112856,39
20221219_112856,36
20221219_112856,36
20221219_112856,39
20221219_112857,45
20221219_112857,37
20221219_112857,44
20221219_112857,34
20221219_112857,32
20221219_112857,39
20221219_112857,36
20221219_112857,44
20221219_112857,37
20221219_112857,42
20221219_112857,34
20221219_112857,42
20221219_112857,37
20221219_112857,41
20221219_112857,47
20221219_112857,44
20221219_112857,36
20221219_112857,43
20221219_112858,37
20221219_112858,42
20221219_112858,37
20221219_112858,36
20221219_112858,38
20221219_112858,39
20221219_112858,38
20221219_112858,44
20221219_112858,38
20221219_112858,39
20221219_112858,35
20221219_112858,45
20221219_112858,41
20221219_112858,34
20221219_112858,45
20221219_112858,43
20221219_112858,45
