Time,CameraA Max
20221219_130906,578
20221219_130907,535
20221219_130907,553
20221219_130907,536
20221219_130907,547
20221219_130907,562
20221219_130907,574
20221219_130907,544
20221219_130907,575
20221219_130907,549
20221219_130907,565
20221219_130907,554
20221219_130907,590
20221219_130907,566
20221219_130907,573
20221219_130907,560
20221219_130907,546
20221219_130907,576
20221219_130907,577
20221219_130907,567
20221219_130908,558
20221219_130908,560
20221219_130908,560
20221219_130908,537
20221219_130908,575
20221219_130908,555
20221219_130908,584
20221219_130908,534
20221219_130908,579
20221219_130908,563
20221219_130908,574
20221219_130908,575
20221219_130908,538
20221219_130908,571
20221219_130908,571
20221219_130908,567
20221219_130908,577
20221219_130909,564
20221219_130909,556
20221219_130909,550
20221219_130909,579
20221219_130909,573
20221219_130909,563
20221219_130909,559
20221219_130909,567
20221219_130909,590
20221219_130909,564
20221219_130909,559
20221219_130909,560
20221219_130909,571
20221219_130909,558
20221219_130909,566
20221219_130909,573
20221219_130909,582
20221219_130909,590
20221219_130910,574
20221219_130910,558
20221219_130910,560
20221219_130910,564
20221219_130910,552
20221219_130910,577
20221219_130910,551
20221219_130910,559
20221219_130910,567
20221219_130910,570
20221219_130910,573
20221219_130910,562
20221219_130910,559
20221219_130910,564
20221219_130910,564
20221219_130910,563
20221219_130910,552
20221219_130910,564
20221219_130911,553
20221219_130911,601
20221219_130911,541
20221219_130911,555
20221219_130911,577
20221219_130911,560
20221219_130911,590
20221219_130911,580
20221219_130911,559
20221219_130911,558
20221219_130911,577
20221219_130911,583
20221219_130911,558
20221219_130911,572
20221219_130911,566
20221219_130911,567
20221219_130911,564
20221219_130911,570
20221219_130912,567
20221219_130912,578
20221219_130912,562
20221219_130912,569
20221219_130912,577
20221219_130912,585
20221219_130912,563
20221219_130912,577
20221219_130912,586
20221219_130912,573
20221219_130912,553
20221219_130912,577
20221219_130912,565
20221219_130912,551
20221219_130912,576
20221219_130912,569
20221219_130912,561
20221219_130913,573
20221219_130913,574
20221219_130913,550
20221219_130913,576
20221219_130913,569
20221219_130913,554
20221219_130913,567
20221219_130913,556
20221219_130913,573
20221219_130913,570
20221219_130913,558
20221219_130913,556
20221219_130913,572
20221219_130913,544
20221219_130913,550
20221219_130913,552
20221219_130913,572
20221219_130913,570
20221219_130914,562
20221219_130914,573
20221219_130914,571
20221219_130914,556
20221219_130914,553
20221219_130914,573
20221219_130914,585
20221219_130914,546
20221219_130914,545
20221219_130914,580
20221219_130914,567
20221219_130914,569
20221219_130914,578
20221219_130914,597
20221219_130914,578
20221219_130914,567
20221219_130914,572
20221219_130914,579
20221219_130915,579
20221219_130915,560
20221219_130915,578
20221219_130915,563
20221219_130915,565
20221219_130915,563
20221219_130915,541
20221219_130915,569
20221219_130915,552
20221219_130915,569
20221219_130915,566
20221219_130915,550
20221219_130915,566
20221219_130915,563
