Time,CameraA Max
20221221_133022,77
20221221_133022,77
20221221_133022,72
20221221_133022,85
20221221_133023,84
20221221_133023,86
20221221_133023,85
20221221_133023,84
20221221_133023,96
20221221_133023,90
20221221_133023,86
20221221_133023,84
20221221_133023,88
20221221_133023,92
20221221_133023,83
20221221_133023,90
20221221_133023,85
20221221_133023,93
20221221_133023,82
20221221_133023,82
20221221_133023,72
20221221_133024,79
20221221_133024,83
20221221_133024,79
20221221_133024,94
20221221_133024,82
20221221_133024,88
20221221_133024,90
20221221_133024,83
20221221_133024,95
20221221_133024,84
20221221_133024,87
20221221_133024,77
20221221_133024,85
20221221_133024,76
20221221_133024,91
20221221_133024,84
20221221_133024,89
20221221_133024,91
20221221_133025,78
20221221_133025,91
20221221_133025,85
20221221_133025,79
20221221_133025,82
20221221_133025,86
20221221_133025,89
20221221_133025,88
20221221_133025,79
20221221_133025,86
20221221_133025,84
20221221_133025,90
20221221_133025,87
20221221_133025,86
20221221_133025,91
20221221_133025,91
20221221_133025,92
20221221_133025,86
20221221_133026,79
20221221_133026,87
20221221_133026,91
20221221_133026,82
20221221_133026,88
20221221_133026,89
20221221_133026,76
20221221_133026,87
20221221_133026,79
20221221_133026,88
20221221_133026,86
20221221_133026,90
20221221_133026,87
20221221_133026,92
20221221_133026,84
20221221_133026,79
20221221_133026,93
20221221_133026,84
20221221_133027,89
20221221_133027,88
20221221_133027,88
20221221_133027,78
20221221_133027,80
20221221_133027,84
20221221_133027,77
20221221_133027,80
