Time,CameraA Max
20221219_114119,111
20221219_114119,116
20221219_114119,122
20221219_114119,104
20221219_114119,119
20221219_114119,123
20221219_114119,116
20221219_114119,113
20221219_114119,106
20221219_114119,120
20221219_114119,112
20221219_114119,132
20221219_114119,109
20221219_114119,124
20221219_114119,114
20221219_114120,114
20221219_114120,123
20221219_114120,116
20221219_114120,123
20221219_114120,122
20221219_114120,123
20221219_114120,111
20221219_114120,125
20221219_114120,124
20221219_114120,122
20221219_114120,116
20221219_114120,119
20221219_114120,120
20221219_114120,117
20221219_114120,129
20221219_114120,122
20221219_114120,108
20221219_114120,129
20221219_114121,104
20221219_114121,123
20221219_114121,129
20221219_114121,109
20221219_114121,127
20221219_114121,116
20221219_114121,113
20221219_114121,115
20221219_114121,124
20221219_114121,116
20221219_114121,123
20221219_114121,111
20221219_114121,123
20221219_114121,115
20221219_114121,123
20221219_114121,123
20221219_114121,108
20221219_114122,116
20221219_114122,118
20221219_114122,127
20221219_114122,111
20221219_114122,122
20221219_114122,131
20221219_114122,126
20221219_114122,119
20221219_114122,117
20221219_114122,125
20221219_114122,112
20221219_114122,133
20221219_114122,120
20221219_114122,113
20221219_114122,118
20221219_114122,117
20221219_114122,112
20221219_114122,132
20221219_114123,118
20221219_114123,117
20221219_114123,124
20221219_114123,115
20221219_114123,117
20221219_114123,117
20221219_114123,118
20221219_114123,112
20221219_114123,118
20221219_114123,120
20221219_114123,109
20221219_114123,116
20221219_114123,107
20221219_114123,123
20221219_114123,124
20221219_114123,131
20221219_114123,135
20221219_114123,117
20221219_114124,117
20221219_114124,126
20221219_114124,122
20221219_114124,126
20221219_114124,122
20221219_114124,129
20221219_114124,119
20221219_114124,130
20221219_114124,123
20221219_114124,112
20221219_114124,115
20221219_114124,115
20221219_114124,124
20221219_114124,127
20221219_114124,125
20221219_114124,125
20221219_114124,114
20221219_114124,114
20221219_114125,115
20221219_114125,126
20221219_114125,115
20221219_114125,122
20221219_114125,110
20221219_114125,119
20221219_114125,118
20221219_114125,110
20221219_114125,109
20221219_114125,116
20221219_114125,120
20221219_114125,112
20221219_114125,122
20221219_114125,123
20221219_114125,116
20221219_114125,114
20221219_114125,113
20221219_114126,115
20221219_114126,130
20221219_114126,122
20221219_114126,119
20221219_114126,119
20221219_114126,131
20221219_114126,123
20221219_114126,115
20221219_114126,119
20221219_114126,120
20221219_114126,117
20221219_114126,119
20221219_114126,111
20221219_114126,127
20221219_114126,126
20221219_114126,117
20221219_114126,118
20221219_114126,117
20221219_114127,120
20221219_114127,114
20221219_114127,123
20221219_114127,118
20221219_114127,106
20221219_114127,113
20221219_114127,120
20221219_114127,118
20221219_114127,131
20221219_114127,112
20221219_114127,122
20221219_114127,127
20221219_114127,118
20221219_114127,117
20221219_114127,126
20221219_114127,119
20221219_114127,123
20221219_114127,131
20221219_114128,116
20221219_114128,131
20221219_114128,120
20221219_114128,126
20221219_114128,124
20221219_114128,138
20221219_114128,123
20221219_114128,126
20221219_114128,118
20221219_114128,129
