Time,CameraA Max
20221219_113952,29
20221219_113952,29
20221219_113952,26
20221219_113952,27
20221219_113952,31
20221219_113952,31
20221219_113953,26
20221219_113953,28
20221219_113953,25
20221219_113953,25
20221219_113953,27
20221219_113953,28
20221219_113953,29
20221219_113953,31
20221219_113953,26
20221219_113953,27
20221219_113953,28
20221219_113953,33
20221219_113953,33
20221219_113953,26
20221219_113953,30
20221219_113953,24
20221219_113953,29
20221219_113953,29
20221219_113954,29
20221219_113954,29
20221219_113954,29
20221219_113954,34
20221219_113954,31
20221219_113954,31
20221219_113954,32
20221219_113954,29
20221219_113954,31
20221219_113954,29
20221219_113954,26
20221219_113954,32
20221219_113954,29
20221219_113954,28
20221219_113954,28
20221219_113954,29
20221219_113954,30
20221219_113954,31
20221219_113955,28
20221219_113955,26
20221219_113955,29
20221219_113955,32
20221219_113955,27
20221219_113955,27
20221219_113955,35
20221219_113955,31
20221219_113955,31
20221219_113955,29
20221219_113955,27
20221219_113955,34
20221219_113955,27
20221219_113955,25
20221219_113955,35
20221219_113955,30
20221219_113955,31
20221219_113955,27
20221219_113956,26
20221219_113956,30
20221219_113956,26
20221219_113956,25
20221219_113956,36
20221219_113956,24
20221219_113956,31
20221219_113956,28
20221219_113956,32
20221219_113956,34
20221219_113956,19
20221219_113956,29
20221219_113956,28
20221219_113956,32
20221219_113956,28
20221219_113956,24
20221219_113956,26
20221219_113957,27
20221219_113957,26
20221219_113957,30
20221219_113957,33
20221219_113957,29
20221219_113957,34
20221219_113957,25
20221219_113957,28
20221219_113957,35
20221219_113957,29
20221219_113957,25
20221219_113957,26
20221219_113957,27
20221219_113957,32
20221219_113957,31
20221219_113957,30
20221219_113957,30
20221219_113957,26
20221219_113958,24
20221219_113958,27
20221219_113958,30
20221219_113958,31
20221219_113958,27
20221219_113958,29
20221219_113958,28
20221219_113958,29
20221219_113958,26
20221219_113958,28
20221219_113958,31
20221219_113958,29
20221219_113958,29
20221219_113958,27
20221219_113958,27
20221219_113958,29
20221219_113958,32
20221219_113958,31
20221219_113959,30
20221219_113959,31
20221219_113959,22
20221219_113959,31
20221219_113959,29
20221219_113959,28
20221219_113959,30
20221219_113959,30
20221219_113959,30
20221219_113959,33
20221219_113959,24
20221219_113959,24
20221219_113959,25
20221219_113959,29
20221219_113959,25
20221219_113959,26
20221219_113959,31
20221219_113959,30
20221219_114000,34
20221219_114000,29
20221219_114000,30
20221219_114000,28
20221219_114000,30
20221219_114000,32
20221219_114000,31
20221219_114000,30
20221219_114000,27
20221219_114000,27
20221219_114000,31
20221219_114000,31
20221219_114000,28
20221219_114000,27
20221219_114000,34
20221219_114000,30
20221219_114000,33
20221219_114001,28
20221219_114001,26
20221219_114001,28
20221219_114001,32
20221219_114001,31
20221219_114001,28
20221219_114001,33
20221219_114001,30
20221219_114001,26
20221219_114001,24
20221219_114001,25
20221219_114001,27
20221219_114001,33
20221219_114001,30
20221219_114001,29
20221219_114001,31
20221219_114001,33
