Time,CameraA Max
20221221_133932,545
20221221_133932,546
20221221_133932,554
20221221_133932,557
20221221_133932,559
20221221_133932,566
20221221_133932,531
20221221_133932,567
20221221_133932,560
20221221_133932,564
20221221_133932,573
20221221_133932,567
20221221_133932,576
20221221_133932,591
20221221_133932,581
20221221_133932,571
20221221_133932,564
20221221_133932,573
20221221_133933,546
20221221_133933,553
20221221_133933,566
20221221_133933,566
20221221_133933,587
20221221_133933,570
20221221_133933,582
20221221_133933,563
20221221_133933,559
20221221_133933,564
20221221_133933,575
20221221_133933,561
20221221_133933,564
20221221_133933,570
20221221_133933,550
20221221_133933,586
20221221_133933,542
20221221_133933,580
20221221_133934,561
20221221_133934,555
20221221_133934,554
20221221_133934,557
20221221_133934,560
20221221_133934,550
20221221_133934,570
20221221_133934,550
20221221_133934,577
20221221_133934,571
20221221_133934,573
20221221_133934,580
20221221_133934,569
20221221_133934,571
20221221_133934,567
20221221_133934,575
20221221_133934,578
20221221_133935,576
20221221_133935,576
20221221_133935,611
20221221_133935,581
20221221_133935,570
20221221_133935,554
20221221_133935,566
20221221_133935,552
20221221_133935,565
20221221_133935,570
20221221_133935,560
20221221_133935,567
20221221_133935,545
20221221_133935,567
20221221_133935,549
20221221_133935,575
20221221_133935,539
20221221_133935,555
20221221_133936,571
20221221_133936,564
20221221_133936,541
20221221_133936,572
20221221_133936,555
20221221_133936,551
20221221_133936,584
20221221_133936,571
20221221_133936,558
20221221_133936,582
20221221_133936,544
20221221_133936,556
20221221_133936,567
20221221_133936,591
20221221_133936,582
20221221_133936,569
20221221_133936,563
20221221_133936,547
20221221_133937,580
20221221_133937,578
20221221_133937,572
20221221_133937,551
20221221_133937,571
20221221_133937,580
20221221_133937,569
20221221_133937,583
20221221_133937,576
20221221_133937,565
20221221_133937,593
20221221_133937,546
20221221_133937,586
20221221_133937,591
20221221_133937,566
20221221_133937,554
20221221_133937,556
20221221_133937,549
20221221_133938,573
20221221_133938,558
20221221_133938,584
20221221_133938,570
20221221_133938,558
20221221_133938,592
20221221_133938,575
20221221_133938,574
20221221_133938,545
