Time,CameraA Max
20221219_111755,2
20221219_111755,2
20221219_111755,2
20221219_111755,4
20221219_111755,3
20221219_111755,2
20221219_111755,3
20221219_111755,1
20221219_111755,3
20221219_111755,2
20221219_111755,3
20221219_111755,2
20221219_111755,1
20221219_111755,3
20221219_111755,2
20221219_111755,3
20221219_111755,3
20221219_111756,1
20221219_111756,2
20221219_111756,3
20221219_111756,3
20221219_111756,4
20221219_111756,3
20221219_111756,1
20221219_111756,2
20221219_111756,2
20221219_111756,3
20221219_111756,3
20221219_111756,3
20221219_111756,2
20221219_111756,2
20221219_111756,2
20221219_111756,2
20221219_111756,3
20221219_111756,1
20221219_111757,3
20221219_111757,1
20221219_111757,2
20221219_111757,5
20221219_111757,1
20221219_111757,3
20221219_111757,1
20221219_111757,3
20221219_111757,3
20221219_111757,3
20221219_111757,3
20221219_111757,4
20221219_111757,3
20221219_111757,0
20221219_111757,1
20221219_111757,2
20221219_111757,2
20221219_111757,1
20221219_111758,2
20221219_111758,2
20221219_111758,3
20221219_111758,4
20221219_111758,1
20221219_111758,2
20221219_111758,2
20221219_111758,1
20221219_111758,1
20221219_111758,3
20221219_111758,0
20221219_111758,2
20221219_111758,2
20221219_111758,2
20221219_111758,5
20221219_111758,3
20221219_111758,1
20221219_111758,2
20221219_111759,1
20221219_111759,2
20221219_111759,3
20221219_111759,1
20221219_111759,3
20221219_111759,2
20221219_111759,3
20221219_111759,3
20221219_111759,1
20221219_111759,2
20221219_111759,2
20221219_111759,4
20221219_111759,1
20221219_111759,3
20221219_111759,1
20221219_111759,3
20221219_111759,2
20221219_111800,2
20221219_111800,3
20221219_111800,2
20221219_111800,2
20221219_111800,3
20221219_111800,2
20221219_111800,2
20221219_111800,2
20221219_111800,0
20221219_111800,2
20221219_111800,3
20221219_111800,2
20221219_111800,0
20221219_111800,1
20221219_111800,4
20221219_111800,1
20221219_111800,2
20221219_111800,2
20221219_111801,0
20221219_111801,2
20221219_111801,2
20221219_111801,2
20221219_111801,1
20221219_111801,3
20221219_111801,2
20221219_111801,1
20221219_111801,2
20221219_111801,0
20221219_111801,4
20221219_111801,4
20221219_111801,2
20221219_111801,1
20221219_111801,2
20221219_111801,1
20221219_111801,2
20221219_111801,1
20221219_111802,1
20221219_111802,3
20221219_111802,3
20221219_111802,3
20221219_111802,3
20221219_111802,3
20221219_111802,2
20221219_111802,1
20221219_111802,1
20221219_111802,1
20221219_111802,1
20221219_111802,2
20221219_111802,1
20221219_111802,3
20221219_111802,2
20221219_111802,1
20221219_111802,2
20221219_111802,3
20221219_111803,2
20221219_111803,1
20221219_111803,0
20221219_111803,1
20221219_111803,2
20221219_111803,2
20221219_111803,3
20221219_111803,4
20221219_111803,2
20221219_111803,2
20221219_111803,1
20221219_111803,2
20221219_111803,2
20221219_111803,2
20221219_111803,3
20221219_111803,3
20221219_111803,3
20221219_111803,3
20221219_111804,3
20221219_111804,3
20221219_111804,2
20221219_111804,3
20221219_111804,2
20221219_111804,3
20221219_111804,4
20221219_111804,2
20221219_111804,3
20221219_111804,1
20221219_111804,3
20221219_111804,2
20221219_111804,3
20221219_111804,1
20221219_111804,2
20221219_111804,2
20221219_111804,3
20221219_111805,3
20221219_111805,2
20221219_111805,2
20221219_111805,1
20221219_111805,4
20221219_111805,1
20221219_111805,1
20221219_111805,1
20221219_111805,3
20221219_111805,1
20221219_111805,1
20221219_111805,2
20221219_111805,3
20221219_111805,1
20221219_111805,4
20221219_111805,0
20221219_111805,1
20221219_111805,1
