Time,CameraA Max
20221220_180529,1069
20221220_180529,1061
20221220_180529,1047
20221220_180529,1069
20221220_180529,1069
20221220_180529,1047
20221220_180529,1039
20221220_180529,1050
20221220_180529,1064
20221220_180529,1053
20221220_180529,1059
20221220_180529,1037
20221220_180529,1052
20221220_180529,1038
20221220_180529,1054
20221220_180529,1043
20221220_180529,1031
20221220_180530,1035
20221220_180530,1062
20221220_180530,1048
20221220_180530,1054
20221220_180530,1077
20221220_180530,1071
20221220_180530,1063
20221220_180530,1078
20221220_180530,1059
20221220_180530,1073
20221220_180530,1111
20221220_180530,1093
20221220_180530,1068
20221220_180530,1055
20221220_180530,1079
20221220_180530,1103
20221220_180530,1091
20221220_180530,1087
20221220_180531,1080
20221220_180531,1088
20221220_180531,1100
20221220_180531,1038
20221220_180531,1047
20221220_180531,1062
20221220_180531,1066
20221220_180531,1058
20221220_180531,1038
20221220_180531,1058
20221220_180531,1050
20221220_180531,1028
20221220_180531,1067
20221220_180531,1041
20221220_180531,998
20221220_180531,1035
20221220_180531,1009
20221220_180531,1024
20221220_180532,1006
20221220_180532,1050
20221220_180532,1039
20221220_180532,1025
20221220_180532,1039
20221220_180532,1040
20221220_180532,1066
20221220_180532,1055
20221220_180532,1055
20221220_180532,1054
20221220_180532,1050
20221220_180532,1028
20221220_180532,1020
20221220_180532,1047
20221220_180532,989
20221220_180532,1031
20221220_180532,1037
20221220_180532,1000
20221220_180533,1017
20221220_180533,1070
20221220_180533,1037
20221220_180533,1067
20221220_180533,1003
20221220_180533,1007
20221220_180533,1058
20221220_180533,1050
20221220_180533,1077
20221220_180533,1051
20221220_180533,1062
20221220_180533,1078
20221220_180533,1047
20221220_180533,1074
20221220_180533,1071
20221220_180533,1080
20221220_180533,1033
20221220_180534,1039
20221220_180534,1047
20221220_180534,1072
20221220_180534,1045
20221220_180534,1042
20221220_180534,1030
20221220_180534,1085
20221220_180534,1060
20221220_180534,1052
20221220_180534,1031
20221220_180534,1047
20221220_180534,1038
20221220_180534,1062
20221220_180534,1015
20221220_180534,1045
20221220_180534,1068
20221220_180534,1028
20221220_180534,1030
20221220_180535,1071
20221220_180535,1093
20221220_180535,1065
20221220_180535,1079
20221220_180535,1047
20221220_180535,1083
20221220_180535,1046
20221220_180535,1053
20221220_180535,1031
20221220_180535,1064
20221220_180535,1015
20221220_180535,1033
20221220_180535,1054
20221220_180535,1046
20221220_180535,1039
20221220_180535,1039
20221220_180535,1043
20221220_180535,1033
20221220_180536,1061
20221220_180536,1050
20221220_180536,1035
20221220_180536,1035
20221220_180536,1050
20221220_180536,1066
20221220_180536,999
20221220_180536,1023
20221220_180536,1048
20221220_180536,1000
20221220_180536,1068
20221220_180536,1014
20221220_180536,1081
20221220_180536,1064
20221220_180536,1058
20221220_180536,1059
20221220_180536,1069
20221220_180536,1068
20221220_180537,1066
20221220_180537,1030
20221220_180537,1081
20221220_180537,1072
20221220_180537,1023
20221220_180537,1082
20221220_180537,1078
20221220_180537,1086
20221220_180537,1080
20221220_180537,1087
20221220_180537,1079
20221220_180537,1050
20221220_180537,1054
20221220_180537,1057
20221220_180537,1073
20221220_180537,1074
20221220_180537,1070
20221220_180538,1042
20221220_180538,1067
20221220_180538,1052
20221220_180538,1030
20221220_180538,1057
20221220_180538,1081
20221220_180538,1035
20221220_180538,1069
20221220_180538,1052
20221220_180538,1080
20221220_180538,1070
20221220_180538,1029
20221220_180538,1073
20221220_180538,1070
