Time,CameraA Max
20221220_174840,126
20221220_174840,124
20221220_174840,113
20221220_174840,131
20221220_174840,133
20221220_174840,134
20221220_174840,127
20221220_174840,126
20221220_174840,133
20221220_174840,126
20221220_174840,132
20221220_174841,114
20221220_174841,120
20221220_174841,132
20221220_174841,125
20221220_174841,119
20221220_174841,136
20221220_174841,123
20221220_174841,125
20221220_174841,132
20221220_174841,119
20221220_174841,122
20221220_174841,127
20221220_174841,115
20221220_174841,113
20221220_174841,125
20221220_174841,128
20221220_174841,131
20221220_174841,117
20221220_174842,127
20221220_174842,132
20221220_174842,134
20221220_174842,122
20221220_174842,135
20221220_174842,125
20221220_174842,112
20221220_174842,122
20221220_174842,128
20221220_174842,125
20221220_174842,124
20221220_174842,133
20221220_174842,110
20221220_174842,123
20221220_174842,136
20221220_174842,124
20221220_174842,127
20221220_174842,108
20221220_174843,120
20221220_174843,114
20221220_174843,114
20221220_174843,115
20221220_174843,125
20221220_174843,125
20221220_174843,128
20221220_174843,127
20221220_174843,124
20221220_174843,114
20221220_174843,129
20221220_174843,117
20221220_174843,119
20221220_174843,131
20221220_174843,125
20221220_174843,137
20221220_174843,124
20221220_174843,113
20221220_174844,128
20221220_174844,125
20221220_174844,126
20221220_174844,129
20221220_174844,122
20221220_174844,126
20221220_174844,124
20221220_174844,135
20221220_174844,122
20221220_174844,126
20221220_174844,116
20221220_174844,119
20221220_174844,129
20221220_174844,114
20221220_174844,128
20221220_174844,117
20221220_174844,124
20221220_174845,132
20221220_174845,135
20221220_174845,124
20221220_174845,129
20221220_174845,123
20221220_174845,126
20221220_174845,128
20221220_174845,125
20221220_174845,116
20221220_174845,143
20221220_174845,136
20221220_174845,130
20221220_174845,129
20221220_174845,123
20221220_174845,126
20221220_174845,128
20221220_174845,127
20221220_174845,130
20221220_174846,128
20221220_174846,136
20221220_174846,136
20221220_174846,125
20221220_174846,125
20221220_174846,120
20221220_174846,137
20221220_174846,113
20221220_174846,122
20221220_174846,133
20221220_174846,133
20221220_174846,134
20221220_174846,137
20221220_174846,124
20221220_174846,117
20221220_174846,118
20221220_174846,131
20221220_174846,117
20221220_174847,126
20221220_174847,119
20221220_174847,137
20221220_174847,129
20221220_174847,128
20221220_174847,124
20221220_174847,135
20221220_174847,115
20221220_174847,128
20221220_174847,124
20221220_174847,131
20221220_174847,118
20221220_174847,129
20221220_174847,115
20221220_174847,128
20221220_174847,126
20221220_174847,130
20221220_174847,127
20221220_174848,128
20221220_174848,122
20221220_174848,122
20221220_174848,123
20221220_174848,123
20221220_174848,132
20221220_174848,130
20221220_174848,127
20221220_174848,136
20221220_174848,123
20221220_174848,116
20221220_174848,127
20221220_174848,126
20221220_174848,124
20221220_174848,113
20221220_174848,116
20221220_174848,112
20221220_174849,110
20221220_174849,129
20221220_174849,130
20221220_174849,133
20221220_174849,118
20221220_174849,129
20221220_174849,135
20221220_174849,126
20221220_174849,127
20221220_174849,130
20221220_174849,138
20221220_174849,133
20221220_174849,135
20221220_174849,127
20221220_174849,118
20221220_174849,119
20221220_174849,127
20221220_174849,116
20221220_174850,123
20221220_174850,119
20221220_174850,130
20221220_174850,130
20221220_174850,134
20221220_174850,112
20221220_174850,125
20221220_174850,126
20221220_174850,131
20221220_174850,132
20221220_174850,124
20221220_174850,126
20221220_174850,125
20221220_174850,128
20221220_174850,138
20221220_174850,140
20221220_174850,131
20221220_174850,122
20221220_174851,127
20221220_174851,127
20221220_174851,122
20221220_174851,120
20221220_174851,122
20221220_174851,116
20221220_174851,132
20221220_174851,128
20221220_174851,129
20221220_174851,127
20221220_174851,130
20221220_174851,123
20221220_174851,133
20221220_174851,127
20221220_174851,134
20221220_174851,133
20221220_174851,129
20221220_174851,118
20221220_174852,119
20221220_174852,123
20221220_174852,129
20221220_174852,112
20221220_174852,132
20221220_174852,132
20221220_174852,129
20221220_174852,124
20221220_174852,125
20221220_174852,124
20221220_174852,118
20221220_174852,115
20221220_174852,120
20221220_174852,118
20221220_174852,126
20221220_174852,116
20221220_174852,130
20221220_174853,133
20221220_174853,123
20221220_174853,136
20221220_174853,115
20221220_174853,119
20221220_174853,118
20221220_174853,122
20221220_174853,128
20221220_174853,126
20221220_174853,133
20221220_174853,130
20221220_174853,134
20221220_174853,123
20221220_174853,122
20221220_174853,124
20221220_174853,133
20221220_174853,120
20221220_174853,129
20221220_174854,116
20221220_174854,138
20221220_174854,116
20221220_174854,127
20221220_174854,123
20221220_174854,116
20221220_174854,132
20221220_174854,116
20221220_174854,139
20221220_174854,133
20221220_174854,130
20221220_174854,118
20221220_174854,119
20221220_174854,115
20221220_174854,122
20221220_174854,138
20221220_174854,131
20221220_174854,127
20221220_174855,122
20221220_174855,129
20221220_174855,126
20221220_174855,125
20221220_174855,116
20221220_174855,123
20221220_174855,115
20221220_174855,128
20221220_174855,129
20221220_174855,128
20221220_174855,135
20221220_174855,126
20221220_174855,139
20221220_174855,127
20221220_174855,120
20221220_174855,124
20221220_174855,131
20221220_174855,130
20221220_174856,131
20221220_174856,127
20221220_174856,123
20221220_174856,119
20221220_174856,116
20221220_174856,119
20221220_174856,131
20221220_174856,131
20221220_174856,135
