Time,CameraA Max
20221221_133038,138
20221221_133038,128
20221221_133038,134
20221221_133038,110
20221221_133038,117
20221221_133038,123
20221221_133038,132
20221221_133038,123
20221221_133038,126
20221221_133039,128
20221221_133039,120
20221221_133039,136
20221221_133039,125
20221221_133039,138
20221221_133039,127
20221221_133039,122
20221221_133039,127
20221221_133039,129
20221221_133039,119
20221221_133039,130
20221221_133039,117
20221221_133039,128
20221221_133039,131
20221221_133039,131
20221221_133039,127
20221221_133039,131
20221221_133040,131
20221221_133040,136
20221221_133040,137
20221221_133040,134
20221221_133040,130
20221221_133040,146
20221221_133040,125
20221221_133040,132
20221221_133040,139
20221221_133040,140
20221221_133040,130
20221221_133040,130
20221221_133040,127
20221221_133040,139
20221221_133040,132
20221221_133040,145
20221221_133040,131
20221221_133040,128
20221221_133041,137
20221221_133041,130
20221221_133041,132
20221221_133041,139
20221221_133041,135
20221221_133041,139
20221221_133041,130
20221221_133041,129
20221221_133041,132
20221221_133041,131
20221221_133041,133
20221221_133041,152
20221221_133041,126
20221221_133041,126
20221221_133041,129
20221221_133041,132
20221221_133041,134
20221221_133041,141
20221221_133042,127
20221221_133042,130
20221221_133042,140
20221221_133042,126
20221221_133042,135
20221221_133042,141
20221221_133042,130
20221221_133042,138
20221221_133042,132
20221221_133042,120
20221221_133042,131
20221221_133042,140
20221221_133042,146
20221221_133042,124
20221221_133042,128
20221221_133042,126
20221221_133042,128
20221221_133042,125
20221221_133043,129
20221221_133043,134
20221221_133043,120
20221221_133043,131
20221221_133043,132
20221221_133043,128
20221221_133043,125
20221221_133043,128
20221221_133043,123
20221221_133043,144
20221221_133043,127
20221221_133043,123
20221221_133043,146
20221221_133043,127
20221221_133043,131
20221221_133043,123
20221221_133043,130
20221221_133044,126
20221221_133044,133
20221221_133044,127
20221221_133044,128
20221221_133044,143
20221221_133044,127
20221221_133044,136
20221221_133044,146
20221221_133044,140
20221221_133044,133
20221221_133044,136
20221221_133044,137
20221221_133044,122
20221221_133044,125
20221221_133044,137
20221221_133044,131
20221221_133044,145
20221221_133044,138
20221221_133045,139
