Time,CameraA Max,,mean,std,SE,,,,,,,,,
20221215_174326,439,,,,,,,,,,,,,
20221215_174326,532,,,,,,,,,,,,,
20221215_174326,638,,,,,,,,,,,,,
20221215_174326,504,,,,,,,,,,,,,
20221215_174326,610,,,,,,,,,,,,,
20221215_174326,532,,,,,,,,,,,,,
20221215_174326,577,,,,,,,,,,,,,
20221215_174326,565,,,,,,,,,,,,,
20221215_174326,600,,,,,,,,,,,,,
20221215_174326,541,,,,,,,,,,,,,
20221215_174327,535,,,,,,,,,,,,,
20221215_174327,523,,,,,,,,,,,,,
20221215_174327,538,,,,,,,,,,,,,
20221215_174327,561,,,,,,,,,,,,,
20221215_174327,552,,,,,,,,,,,,,
20221215_174327,546,,,,,,,,,,,,,
20221215_174327,492,,,,,,,,,,,,,
20221215_174327,509,,,,,,,,,,,,,
20221215_174327,529,,,,,,,,,,,,,
20221215_174327,483,,,,,,,,,,,,,
20221215_174327,545,,,,,,,,,,,,,
20221215_174327,473,,,,,,,,,,,,,
20221215_174327,539,,,,,,,,,,,,,
20221215_174327,591,,,,,,,,,,,,,
20221215_174327,497,,,,,,,,,,,,,
20221215_174327,506,,,,,,,,,,,,,
20221215_174327,559,,,,,,,,,,,,,
20221215_174327,576,,,,,,,,,,,,,
20221215_174328,479,,,,,,,,,,,,,
20221215_174328,500,,,,,,,,,,,,,
20221215_174328,533,,,,,,,,,,,,,
20221215_174328,542,,,,,,,,,,,,,
20221215_174328,505,,,,,,,,,,,,,
20221215_174328,546,,,,,,,,,,,,,
20221215_174328,527,,,,,,,,,,,,,
20221215_174328,553,,,,,,,,,,,,,
20221215_174328,534,,,,,,,,,,,,,
20221215_174328,505,,,,,,,,,,,,,
20221215_174328,563,,,,,,,,,,,,,
20221215_174328,540,,,,,,,,,,,,,
20221215_174328,519,,,,,,,,,,,,,
20221215_174328,505,,,,,,,,,,,,,
20221215_174328,521,,,,,,,,,,,,,
20221215_174328,551,,,,,,,,,,,,,
20221215_174328,473,,,,,,,,,,,,,
20221215_174328,446,,,,,,,,,,,,,
20221215_174329,552,,,,,,,,,,,,,
20221215_174329,533,,,,,,,,,,,,,
20221215_174329,543,,,,,,,,,,,,,
20221215_174329,518,,,,,,,,,,,,,
20221215_174329,513,,,,,,,,,,,,,
20221215_174329,626,,,,,,,,,,,,,
20221215_174329,525,,,,,,,,,,,,,
20221215_174329,506,,,,,,,,,,,,,
20221215_174329,534,,,,,,,,,,,,,
20221215_174329,552,,,,,,,,,,,,,
20221215_174329,536,,,,,,,,,,,,,
20221215_174329,472,,,,,,,,,,,,,
20221215_174329,446,,,,,,,,,,,,,
20221215_174329,556,,,,,,,,,,,,,
20221215_174329,518,,,,,,,,,,,,,
20221215_174329,562,,,,,,,,,,,,,
20221215_174329,565,,,,,,,,,,,,,
20221215_174329,518,,,,,,,,,,,,,
20221215_174330,523,,,,,,,,,,,,,
20221215_174330,554,,,,,,,,,,,,,
20221215_174330,531,,,,,,,,,,,,,
20221215_174330,605,,,,,,,,,,,,,
20221215_174330,601,,,,,,,,,,,,,
20221215_174330,523,,,,,,,,,,,,,
20221215_174330,576,,,,,,,,,,,,,
20221215_174330,580,,,,,,,,,,,,,
20221215_174330,519,,,,,,,,,,,,,
20221215_174330,516,,,,,,,,,,,,,
20221215_174330,531,,,,,,,,,,,,,
20221215_174330,519,,,,,,,,,,,,,
20221215_174330,612,,,,,,,,,,,,,
20221215_174330,529,,,,,,,,,,,,,
20221215_174330,486,,,,,,,,,,,,,
20221215_174330,539,,,,,,,,,,,,,
20221215_174330,495,,,,,,,,,,,,,
20221215_174331,590,,,,,,,,,,,,,
20221215_174331,567,,,,,,,,,,,,,
20221215_174331,567,,,,,,,,,,,,,
20221215_174331,536,,,,,,,,,,,,,
20221215_174331,545,,,,,,,,,,,,,
20221215_174331,540,,,,,,,,,,,,,
20221215_174331,592,,,,,,,,,,,,,
20221215_174331,662,,,,,,,,,,,,,
20221215_174331,606,,,,,,,,,,,,,
20221215_174331,567,,,,,,,,,,,,,
20221215_174331,596,,,,,,,,,,,,,
20221215_174331,573,,,,,,,,,,,,,
20221215_174331,558,,,,,,,,,,,,,
20221215_174331,520,,,,,,,,,,,,,
20221215_174331,507,,,,,,,,,,,,,
20221215_174331,482,,,,,,,,,,,,,
20221215_174331,504,,,,,,,,,,,,,
20221215_174331,583,,,,,,,,,,,,,
20221215_174332,527,,,,,,,,,,,,,
20221215_174332,594,,,,,,,,,,,,,
20221215_174332,580,,,,,,,,,,,,,
20221215_174332,533,,,,,,,,,,,,,
20221215_174332,554,,,,,,,,,,,,,
20221215_174332,436,,,,,,,,,,,,,
20221215_174332,558,,,,,,,,,,,,,
20221215_174332,496,,,,,,,,,,,,,
20221215_174332,567,,,,,,,,,,,,,
20221215_174332,489,,,,,,,,,,,,,
20221215_174332,489,,,,,,,,,,,,,
20221215_174332,551,,,,,,,,,,,,,
20221215_174332,586,,,,,,,,,,,,,
20221215_174332,500,,,,,,,,,,,,,
20221215_174332,569,,,,,,,,,,,,,
20221215_174332,540,,,,,,,,,,,,,
20221215_174332,527,,,,,,,,,,,,,
20221215_174332,524,,,,,,,,,,,,,
20221215_174333,564,,,,,,,,,,,,,
20221215_174333,567,,,,,,,,,,,,,
20221215_174333,489,,,,,,,,,,,,,
20221215_174333,512,,,,,,,,,,,,,
20221215_174333,497,,,,,,,,,,,,,
20221215_174333,507,,,,,,,,,,,,,
20221215_174333,519,,,,,,,,,,,,,
20221215_174333,566,,,,,,,,,,,,,
20221215_174333,471,,,,,,,,,,,,,
20221215_174333,470,,,,,,,,,,,,,
20221215_174333,492,,,,,,,,,,,,,
20221215_174333,482,,,,,,,,,,,,,
20221215_174333,583,,,,,,,,,,,,,
20221215_174333,482,,,,,,,,,,,,,
20221215_174333,509,,,,,,,,,,,,,
20221215_174333,529,,,,,,,,,,,,,
20221215_174333,547,,,,,,,,,,,,,
20221215_174333,619,,,,,,,,,,,,,
20221215_174334,531,,,,,,,,,,,,,
20221215_174334,547,,,,,,,,,,,,,
20221215_174334,557,,,,,,,,,,,,,
20221215_174334,555,,,,,,,,,,,,,
20221215_174334,527,,,,,,,,,,,,,
20221215_174334,511,,,,,,,,,,,,,
20221215_174334,540,,,,,,,,,,,,,
20221215_174334,545,,,,,,,,,,,,,
20221215_174334,571,,,,,,,,,,,,,
20221215_174334,570,,,,,,,,,,,,,
20221215_174334,561,,,,,,,,,,,,,
20221215_174334,460,,,,,,,,,,,,,
20221215_174334,530,,,,,,,,,,,,,
20221215_174334,574,,,,,,,,,,,,,
20221215_174334,525,,,,,,,,,,,,,
20221215_174334,532,,,,,,,,,,,,,
20221215_174334,539,,,,,,,,,,,,,
20221215_174335,556,,,,,,,,,,,,,
20221215_174335,542,,,,,,,,,,,,,
20221215_174335,537,,,,,,,,,,,,,
20221215_174335,486,,,,,,,,,,,,,
20221215_174335,564,,,,,,,,,,,,,
20221215_174335,490,,,,,,,,,,,,,
20221215_174335,575,,,,,,,,,,,,,
20221215_174335,532,,,,,,,,,,,,,
20221215_174335,551,,,,,,,,,,,,,
20221215_174335,554,,,,,,,,,,,,,
20221215_174335,571,,,,,,,,,,,,,
20221215_174335,547,,,,,,,,,,,,,
20221215_174335,510,,,,,,,,,,,,,
20221215_174335,517,,,,,,,,,,,,,
20221215_174335,557,,,,,,,,,,,,,
20221215_174335,539,,,,,,,,,,,,,
20221215_174335,464,,,,,,,,,,,,,
20221215_174335,507,,,,,,,,,,,,,
20221215_174336,565,,,,,,,,,,,,,
20221215_174336,464,,,,,,,,,,,,,
20221215_174336,637,,,,,,,,,,,,,
20221215_174336,540,,,,,,,,,,,,,
20221215_174336,555,,,,,,,,,,,,,
20221215_174336,540,,,,,,,,,,,,,
20221215_174336,529,,,,,,,,,,,,,
20221215_174336,545,,,,,,,,,,,,,
20221215_174336,522,,,,,,,,,,,,,
20221215_174336,552,,,,,,,,,,,,,
20221215_174336,574,,,,,,,,,,,,,
20221215_174336,462,,,,,,,,,,,,,
20221215_174336,542,,,,,,,,,,,,,
20221215_174336,594,,,,,,,,,,,,,
20221215_174336,523,,,,,,,,,,,,,
20221215_174336,494,,,,,,,,,,,,,
20221215_174336,502,,,,,,,,,,,,,
20221215_174336,539,,,,,,,,,,,,,
20221215_174337,542,,,,,,,,,,,,,
20221215_174337,513,,,,,,,,,,,,,
20221215_174337,591,,,,,,,,,,,,,
20221215_174337,500,,,,,,,,,,,,,
20221215_174337,506,,,,,,,,,,,,,
20221215_174337,634,,,,,,,,,,,,,
20221215_174337,488,,,,,,,,,,,,,
20221215_174337,466,,,,,,,,,,,,,
20221215_174337,560,,,,,,,,,,,,,
20221215_174337,498,,,,,,,,,,,,,
20221215_174337,562,,,,,,,,,,,,,
20221215_174337,497,,,,,,,,,,,,,
20221215_174337,582,,,,,,,,,,,,,
20221215_174337,507,,,,,,,,,,,,,
20221215_174337,636,,,,,,,,,,,,,
20221215_174337,494,,,,,,,,,,,,,
20221215_174337,564,,,,,,,,,,,,,
20221215_174337,466,,,,,,,,,,,,,
20221215_174338,585,,,,,,,,,,,,,
20221215_174338,512,,,,,,,,,,,,,
20221215_174338,614,,,,,,,,,,,,,
20221215_174338,492,,,,,,,,,,,,,
20221215_174338,578,,,,,,,,,,,,,
20221215_174338,542,,,,,,,,,,,,,
20221215_174338,593,,,,,,,,,,,,,
20221215_174338,565,,,,,,,,,,,,,
20221215_174338,491,,,,,,,,,,,,,
20221215_174338,493,,,,,,,,,,,,,
20221215_174338,498,,,,,,,,,,,,,
20221215_174338,562,,,,,,,,,,,,,
20221215_174338,554,,,,,,,,,,,,,
20221215_174338,523,,,,,,,,,,,,,
20221215_174338,579,,,,,,,,,,,,,
20221215_174338,501,,,,,,,,,,,,,
20221215_174338,527,,,,,,,,,,,,,
20221215_174338,523,,,,,,,,,,,,,
20221215_174339,544,,,,,,,,,,,,,
20221215_174339,526,,,,,,,,,,,,,
20221215_174339,621,,,,,,,,,,,,,
20221215_174339,584,,,,,,,,,,,,,
20221215_174339,512,,,,,,,,,,,,,
20221215_174339,446,,,,,,,,,,,,,
20221215_174339,527,,,,,,,,,,,,,
20221215_174339,526,,,,,,,,,,,,,
20221215_174339,443,,,,,,,,,,,,,
20221215_174339,616,,,,,,,,,,,,,
20221215_174339,546,,,,,,,,,,,,,
20221215_174339,473,,,,,,,,,,,,,
20221215_174339,546,,,,,,,,,,,,,
20221215_174339,481,,,,,,,,,,,,,
20221215_174339,518,,,,,,,,,,,,,
20221215_174339,601,,,,,,,,,,,,,
20221215_174339,582,,,,,,,,,,,,,
20221215_174340,507,,,,,,,,,,,,,
20221215_174340,533,,,,,,,,,,,,,
20221215_174340,506,,,,,,,,,,,,,
20221215_174340,493,,,,,,,,,,,,,
20221215_174340,511,,,,,,,,,,,,,
20221215_174340,577,,,,,,,,,,,,,
20221215_174340,557,,,,,,,,,,,,,
20221215_174340,570,,,,,,,,,,,,,
20221215_174340,533,,,,,,,,,,,,,
20221215_174340,503,,,,,,,,,,,,,
20221215_174340,560,,,,,,,,,,,,,
20221215_174340,531,,,,,,,,,,,,,
20221215_174340,543,,,,,,,,,,,,,
20221215_174340,534,,,,,,,,,,,,,
20221215_174340,512,,,,,,,,,,,,,
20221215_174340,527,,,,,,,,,,,,,
20221215_174340,547,,,,,,,,,,,,,
20221215_174340,495,,,,,,,,,,,,,
20221215_174341,573,,,,,,,,,,,,,
20221215_174341,530,,,,,,,,,,,,,
20221215_174341,645,,,,,,,,,,,,,
20221215_174341,552,,,,,,,,,,,,,
20221215_174341,566,,,,,,,,,,,,,
20221215_174341,483,,,,,,,,,,,,,
20221215_174341,515,,,,,,,,,,,,,
20221215_174341,505,,,,,,,,,,,,,
20221215_174341,540,,,,,,,,,,,,,
20221215_174341,567,,,,,,,,,,,,,
20221215_174341,537,,,,,,,,,,,,,
20221215_174341,503,,,,,,,,,,,,,
20221215_174341,483,,,,,,,,,,,,,
20221215_174341,538,,,,,,,,,,,,,
20221215_174341,521,,,,,,,,,,,,,
20221215_174341,515,,,,,,,,,,,,,
20221215_174341,570,,,,,,,,,,,,,
20221215_174341,472,,,,,,,,,,,,,
20221215_174342,565,,,,,,,,,,,,,
20221215_174342,603,,,,,,,,,,,,,
20221215_174342,506,,,,,,,,,,,,,
20221215_174342,522,,,,,,,,,,,,,
20221215_174342,527,,,,,,,,,,,,,
20221215_174342,621,,,,,,,,,,,,,
20221215_174342,586,,,,,,,,,,,,,
20221215_174342,512,,,,,,,,,,,,,
20221215_174342,557,,,,,,,,,,,,,
20221215_174342,551,,,,,,,,,,,,,
20221215_174342,617,,,,,,,,,,,,,
20221215_174342,558,,,,,,,,,,,,,
20221215_174342,519,,,,,,,,,,,,,
20221215_174342,466,,,,,,,,,,,,,
20221215_174342,522,,,,,,,,,,,,,
20221215_174342,554,,,,,,,,,,,,,
20221215_174342,549,,,,,,,,,,,,,
20221215_174343,494,,,,,,,,,,,,,
20221215_174343,544,,,,,,,,,,,,,
20221215_174343,526,,,,,,,,,,,,,
20221215_174343,518,,,,,,,,,,,,,
20221215_174343,607,,,,,,,,,,,,,
20221215_174343,571,,,,,,,,,,,,,
20221215_174343,489,,,,,,,,,,,,,
20221215_174343,502,,,,,,,,,,,,,
20221215_174343,544,,,,,,,,,,,,,
20221215_174343,518,,,,,,,,,,,,,
20221215_174343,600,,,,,,,,,,,,,
20221215_174343,472,,,,,,,,,,,,,
20221215_174343,542,,,,,,,,,,,,,
20221215_174343,545,,,,,,,,,,,,,
20221215_174343,571,,,,,,,,,,,,,
20221215_174343,436,,,,,,,,,,,,,
20221215_174343,561,,,,,,,,,,,,,
20221215_174343,553,,,,,,,,,,,,,
20221215_174344,547,,,,,,,,,,,,,
20221215_174344,579,,,,,,,,,,,,,
20221215_174344,485,,,,,,,,,,,,,
20221215_174344,500,,,,,,,,,,,,,
20221215_174344,495,,,,,,,,,,,,,
20221215_174344,521,,,,,,,,,,,,,
20221215_174344,603,,,,,,,,,,,,,
20221215_174344,532,,,,,,,,,,,,,
20221215_174344,500,,,,,,,,,,,,,
20221215_174344,545,,,,,,,,,,,,,
20221215_174344,499,,,,,,,,,,,,,
20221215_174344,537,,,,,,,,,,,,,
20221215_174344,479,,,,,,,,,,,,,
20221215_174344,532,,,,,,,,,,,,,
20221215_174344,532,,,,,,,,,,,,,
20221215_174344,559,,,,,,,,,,,,,
20221215_174344,510,,,,,,,,,,,,,
20221215_174344,669,,,,,,,,,,,,,
20221215_174345,634,,,,,,,,,,,,,
20221215_174345,586,,,,,,,,,,,,,
20221215_174345,534,,,,,,,,,,,,,
20221215_174345,591,,,,,,,,,,,,,
20221215_174345,579,,,,,,,,,,,,,
20221215_174345,555,,,,,,,,,,,,,
20221215_174345,563,,,,,,,,,,,,,
20221215_174345,647,,,,,,,,,,,,,
20221215_174345,517,,,,,,,,,,,,,
20221215_174345,480,,,,,,,,,,,,,
20221215_174345,541,,,,,,,,,,,,,
20221215_174345,595,,,,,,,,,,,,,
20221215_174345,547,,,,,,,,,,,,,
20221215_174345,559,,,,,,,,,,,,,
20221215_174345,501,,,,,,,,,,,,,
20221215_174345,513,,,,,,,,,,,,,
20221215_174345,523,,,,,,,,,,,,,
20221215_174345,602,,,,,,,,,,,,,
20221215_174346,584,,,,,,,,,,,,,
20221215_174346,575,,,,,,,,,,,,,
20221215_174346,524,,,,,,,,,,,,,
20221215_174346,553,,,,,,,,,,,,,
20221215_174346,532,,,,,,,,,,,,,
20221215_174346,595,,,,,,,,,,,,,
20221215_174346,566,,,,,,,,,,,,,
20221215_174346,515,,,,,,,,,,,,,
20221215_174346,581,,,,,,,,,,,,,
20221215_174346,493,,,,,,,,,,,,,
20221215_174346,511,,,,,,,,,,,,,
20221215_174346,531,,,,,,,,,,,,,
20221215_174346,524,,,,,,,,,,,,,
20221215_174346,552,,,,,,,,,,,,,
20221215_174346,559,,,,,,,,,,,,,
20221215_174346,581,,,,,,,,,,,,,
20221215_174346,525,,,,,,,,,,,,,
20221215_174346,603,,,,,,,,,,,,,
20221215_174347,507,,,,,,,,,,,,,
20221215_174347,510,,,,,,,,,,,,,
20221215_174347,539,,,,,,,,,,,,,
20221215_174347,551,,,,,,,,,,,,,
20221215_174347,601,,,,,,,,,,,,,
20221215_174347,531,,,,,,,,,,,,,
20221215_174347,503,,,,,,,,,,,,,
20221215_174347,534,,,,,,,,,,,,,
20221215_174347,570,,,,,,,,,,,,,
20221215_174347,542,,,,,,,,,,,,,
20221215_174347,547,,,,,,,,,,,,,
20221215_174347,590,,,,,,,,,,,,,
20221215_174347,545,,,,,,,,,,,,,
20221215_174347,605,,,,,,,,,,,,,
20221215_174347,506,,,,,,,,,,,,,
20221215_174347,496,,,,,,,,,,,,,
20221215_174347,536,,,,,,,,,,,,,
20221215_174348,585,,,,,,,,,,,,,
20221215_174348,489,,,,,,,,,,,,,
20221215_174348,518,,,,,,,,,,,,,
20221215_174348,537,,,,,,,,,,,,,
20221215_174348,504,,,,,,,,,,,,,
20221215_174348,520,,,,,,,,,,,,,
20221215_174348,558,,,,,,,,,,,,,
20221215_174348,516,,,,,,,,,,,,,
20221215_174348,517,,,,,,,,,,,,,
20221215_174348,479,,,,,,,,,,,,,
20221215_174348,585,,,,,,,,,,,,,
20221215_174348,588,,,,,,,,,,,,,
20221215_174348,561,,,,,,,,,,,,,
20221215_174348,540,,,,,,,,,,,,,
20221215_174348,520,,,,,,,,,,,,,
20221215_174348,516,,,,,,,,,,,,,
20221215_174348,562,,,,,,,,,,,,,
20221215_174348,565,,,,,,,,,,,,,
20221215_174349,518,,,,,,,,,,,,,
20221215_174349,567,,,,,,,,,,,,,
20221215_174349,533,,,,,,,,,,,,,
20221215_174349,540,,,,,,,,,,,,,
20221215_174349,572,,,,,,,,,,,,,
20221215_174349,458,,,,,,,,,,,,,
20221215_174349,607,,,,,,,,,,,,,
20221215_174349,546,,,,,,,,,,,,,
20221215_174349,558,,,,,,,,,,,,,
20221215_174349,517,,,,,,,,,,,,,
20221215_174349,485,,,,,,,,,,,,,
20221215_174349,527,,,,,,,,,,,,,
20221215_174349,555,,,,,,,,,,,,,
20221215_174349,530,,,,,,,,,,,,,
20221215_174349,498,,,,,,,,,,,,,
20221215_174349,544,,,,,,,,,,,,,
20221215_174349,533,,,,,,,,,,,,,
20221215_174349,499,,,,,,,,,,,,,
20221215_174350,561,,,,,,,,,,,,,
20221215_174350,573,,,,,,,,,,,,,
20221215_174350,530,,,,,,,,,,,,,
20221215_174350,579,,,,,,,,,,,,,
20221215_174350,532,,,,,,,,,,,,,
20221215_174350,499,,,,,,,,,,,,,
20221215_174350,559,,,,,,,,,,,,,
20221215_174350,525,,,,,,,,,,,,,
20221215_174350,526,,,,,,,,,,,,,
20221215_174350,520,,,,,,,,,,,,,
20221215_174350,504,,,,,,,,,,,,,
20221215_174350,598,,,,,,,,,,,,,
20221215_174350,538,,,,,,,,,,,,,
20221215_174350,553,,,,,,,,,,,,,
20221215_174350,512,,,,,,,,,,,,,
20221215_174350,576,,,,,,,,,,,,,
20221215_174350,546,,,,,,,,,,,,,
20221215_174350,557,,,,,,,,,,,,,
20221215_174351,616,,,,,,,,,,,,,
20221215_174351,553,,,,,,,,,,,,,
20221215_174351,512,,,,,,,,,,,,,
20221215_174351,538,,,,,,,,,,,,,
20221215_174351,514,,,,,,,,,,,,,
20221215_174351,575,,,,,,,,,,,,,
20221215_174351,561,,,,,,,,,,,,,
20221215_174351,580,,,,,,,,,,,,,
20221215_174351,466,,,,,,,,,,,,,
20221215_174351,625,,,,,,,,,,,,,
20221215_174351,512,,,,,,,,,,,,,
20221215_174351,572,,,,,,,,,,,,,
20221215_174351,575,,,,,,,,,,,,,
20221215_174351,542,,,,,,,,,,,,,
20221215_174351,530,,,,,,,,,,,,,
20221215_174351,555,,,,,,,,,,,,,
20221215_174351,551,,,,,,,,,,,,,
20221215_174351,544,,,,,,,,,,,,,
20221215_174352,576,,,,,,,,,,,,,
20221215_174352,537,,,,,,,,,,,,,
20221215_174352,581,,,,,,,,,,,,,
20221215_174352,582,,,,,,,,,,,,,
20221215_174352,581,,,,,,,,,,,,,
20221215_174352,561,,,,,,,,,,,,,
20221215_174352,532,,,,,,,,,,,,,
20221215_174352,540,,,,,,,,,,,,,
20221215_174352,510,,,,,,,,,,,,,
20221215_174352,562,,,,,,,,,,,,,
20221215_174352,518,,,,,,,,,,,,,
20221215_174352,506,,,,,,,,,,,,,
20221215_174352,536,,,,,,,,,,,,,
20221215_174352,516,,,,,,,,,,,,,
20221215_174352,601,,,,,,,,,,,,,
20221215_174352,560,,,,,,,,,,,,,
20221215_174352,590,,,,,,,,,,,,,
20221215_174353,490,,,,,,,,,,,,,
20221215_174353,486,,,,,,,,,,,,,
20221215_174353,536,,,,,,,,,,,,,
20221215_174353,537,,,,,,,,,,,,,
20221215_174353,510,,,,,,,,,,,,,
20221215_174353,565,,,,,,,,,,,,,
20221215_174353,503,,,,,,,,,,,,,
20221215_174353,477,,,,,,,,,,,,,
20221215_174353,554,,,,,,,,,,,,,
20221215_174353,501,,,,,,,,,,,,,
20221215_174353,551,,,,,,,,,,,,,
20221215_174353,597,,,,,,,,,,,,,
20221215_174353,544,,,,,,,,,,,,,
20221215_174353,538,,,,,,,,,,,,,
20221215_174353,537,,,,,,,,,,,,,
20221215_174353,602,,,,,,,,,,,,,
20221215_174353,525,,,,,,,,,,,,,
20221215_174353,498,,,,,,,,,,,,,
20221215_174354,532,,,,,,,,,,,,,
20221215_174354,511,,,,,,,,,,,,,
20221215_174354,571,,,,,,,,,,,,,
20221215_174354,527,,,,,,,,,,,,,
20221215_174354,502,,,,,,,,,,,,,
20221215_174354,547,,,,,,,,,,,,,
20221215_174354,541,,,,,,,,,,,,,
20221215_174354,524,,,,,,,,,,,,,
20221215_174354,544,,,,,,,,,,,,,
20221215_174354,541,,,,,,,,,,,,,
20221215_174354,549,,,,,,,,,,,,,
20221215_174354,529,,,,,,,,,,,,,
20221215_174354,464,,,,,,,,,,,,,
20221215_174354,509,,,,,,,,,,,,,
20221215_174354,504,,,,,,,,,,,,,
20221215_174354,562,,,,,,,,,,,,,
20221215_174354,542,,,,,,,,,,,,,
20221215_174354,530,,,,,,,,,,,,,
20221215_174355,569,,,,,,,,,,,,,
20221215_174355,564,,,,,,,,,,,,,
20221215_174355,491,,,,,,,,,,,,,
20221215_174355,495,,,,,,,,,,,,,
20221215_174355,480,,,,,,,,,,,,,
20221215_174355,491,,,,,,,,,,,,,
20221215_174355,553,,,,,,,,,,,,,
20221215_174355,434,,,,,,,,,,,,,
20221215_174355,516,,,,,,,,,,,,,
20221215_174355,631,,,,,,,,,,,,,
20221215_174355,525,,,,,,,,,,,,,
20221215_174355,547,,,,,,,,,,,,,
20221215_174355,475,,,,,,,,,,,,,
20221215_174355,506,,,,,,,,,,,,,
20221215_174355,558,,,,,,,,,,,,,
20221215_174355,535,,,,,,,,,,,,,
20221215_174355,561,,,,,,,,,,,,,
20221215_174356,536,,,,,,,,,,,,,
20221215_174356,583,,,,,,,,,,,,,
20221215_174356,570,,,,,,,,,,,,,
20221215_174356,583,,,,,,,,,,,,,
20221215_174356,504,,,,,,,,,,,,,
20221215_174356,581,,,,,,,,,,,,,
20221215_174356,490,,,,,,,,,,,,,
20221215_174356,478,,,,,,,,,,,,,
20221215_174356,530,,,,,,,,,,,,,
20221215_174356,468,,,,,,,,,,,,,
20221215_174356,542,,,,,,,,,,,,,
20221215_174356,592,,,,,,,,,,,,,
20221215_174356,550,,,,,,,,,,,,,
20221215_174356,525,,,,,,,,,,,,,
20221215_174356,621,,,,,,,,,,,,,
20221215_174356,495,,,,,,,,,,,,,
20221215_174356,513,,,,,,,,,,,,,
20221215_174356,585,,,,,,,,,,,,,
20221215_174357,538,,,,,,,,,,,,,
20221215_174357,536,,,,,,,,,,,,,
20221215_174357,597,,,,,,,,,,,,,
20221215_174357,566,,,,,,,,,,,,,
20221215_174357,475,,,,,,,,,,,,,
20221215_174357,475,,,,,,,,,,,,,
20221215_174357,486,,,,,,,,,,,,,
20221215_174357,543,,,,,,,,,,,,,
20221215_174357,565,,,,,,,,,,,,,
20221215_174357,561,,,,,,,,,,,,,
20221215_174357,535,,,,,,,,,,,,,
20221215_174357,531,,,,,,,,,,,,,
20221215_174357,526,,,,,,,,,,,,,
20221215_174357,551,,,,,,,,,,,,,
20221215_174357,463,,,,,,,,,,,,,
20221215_174357,529,,,,,,,,,,,,,
20221215_174357,527,,,,,,,,,,,,,
20221215_174357,601,,,,,,,,,,,,,
20221215_174358,575,,,,,,,,,,,,,
20221215_174358,530,,,,,,,,,,,,,
20221215_174358,542,,,,,,,,,,,,,
20221215_174358,576,,,,,,,,,,,,,
20221215_174358,503,,,,,,,,,,,,,
20221215_174358,511,,,,,,,,,,,,,
20221215_174358,554,,,,,,,,,,,,,
20221215_174358,526,,,,,,,,,,,,,
20221215_174358,461,,,,,,,,,,,,,
20221215_174358,560,,,,,,,,,,,,,
20221215_174358,563,,,,,,,,,,,,,
20221215_174358,586,,,,,,,,,,,,,
20221215_174358,580,,,,,,,,,,,,,
20221215_174358,517,,,,,,,,,,,,,
20221215_174358,511,,,,,,,,,,,,,
20221215_174358,576,,,,,,,,,,,,,
20221215_174358,504,,,,,,,,,,,,,
20221215_174358,496,,,,,,,,,,,,,
20221215_174359,545,,,,,,,,,,,,,
20221215_174359,530,,,,,,,,,,,,,
20221215_174359,567,,,,,,,,,,,,,
20221215_174359,513,,,,,,,,,,,,,
20221215_174359,521,,,,,,,,,,,,,
20221215_174359,478,,,,,,,,,,,,,
20221215_174359,552,,,,,,,,,,,,,
20221215_174359,570,,,,,,,,,,,,,
20221215_174359,533,,,,,,,,,,,,,
20221215_174359,507,,,,,,,,,,,,,
20221215_174359,554,,,,,,,,,,,,,
20221215_174359,518,,,,,,,,,,,,,
20221215_174359,550,,,,,,,,,,,,,
20221215_174359,553,,,,,,,,,,,,,
20221215_174359,520,,,,,,,,,,,,,
20221215_174359,600,,,,,,,,,,,,,
20221215_174359,523,,,,,,,,,,,,,
20221215_174359,501,,,,,,,,,,,,,
20221215_174400,567,,,,,,,,,,,,,
20221215_174400,550,,,,,,,,,,,,,
20221215_174400,557,,,,,,,,,,,,,
20221215_174400,560,,,,,,,,,,,,,
20221215_174400,503,,,,,,,,,,,,,
20221215_174400,543,,,,,,,,,,,,,
20221215_174400,449,,,,,,,,,,,,,
20221215_174400,488,,,,,,,,,,,,,
20221215_174400,554,,,,,,,,,,,,,
20221215_174400,558,,,,,,,,,,,,,
20221215_174400,644,,,,,,,,,,,,,
20221215_174400,552,,,,,,,,,,,,,
20221215_174400,463,,,,,,,,,,,,,
20221215_174400,547,,,,,,,,,,,,,
20221215_174400,574,,,,,,,,,,,,,
20221215_174400,553,,,,,,,,,,,,,
20221215_174400,512,,,,,,,,,,,,,
20221215_174401,571,,,,,,,,,,,,,
20221215_174401,536,,,,,,,,,,,,,
20221215_174401,667,,,,,,,,,,,,,
20221215_174401,567,,,,,,,,,,,,,
20221215_174401,537,,,,,,,,,,,,,
20221215_174401,601,,,,,,,,,,,,,
20221215_174401,604,,,,,,,,,,,,,
20221215_174401,524,,,,,,,,,,,,,
20221215_174401,547,,,,,,,,,,,,,
20221215_174401,486,,,,,,,,,,,,,
20221215_174401,565,,,,,,,,,,,,,
20221215_174401,532,,,,,,,,,,,,,
20221215_174401,519,,,,,,,,,,,,,
20221215_174401,570,,,,,,,,,,,,,
20221215_174401,495,,,,,,,,,,,,,
20221215_174401,526,,,,,,,,,,,,,
20221215_174401,541,,,,,,,,,,,,,
20221215_174401,530,,,,,,,,,,,,,
20221215_174402,516,,,,,,,,,,,,,
20221215_174402,465,,,,,,,,,,,,,
20221215_174402,526,,,,,,,,,,,,,
