Time,CameraA Max,,mean,std,SE,,,,,,,,,
20221215_174250,478,,,,,,,,,,,,,
20221215_174250,569,,,,,,,,,,,,,
20221215_174250,574,,,,,,,,,,,,,
20221215_174250,597,,,,,,,,,,,,,
20221215_174250,560,,,,,,,,,,,,,
20221215_174250,569,,,,,,,,,,,,,
20221215_174251,484,,,,,,,,,,,,,
20221215_174251,495,,,,,,,,,,,,,
20221215_174251,537,,,,,,,,,,,,,
20221215_174251,498,,,,,,,,,,,,,
20221215_174251,549,,,,,,,,,,,,,
20221215_174251,515,,,,,,,,,,,,,
20221215_174251,620,,,,,,,,,,,,,
20221215_174251,546,,,,,,,,,,,,,
20221215_174251,478,,,,,,,,,,,,,
20221215_174251,536,,,,,,,,,,,,,
20221215_174251,547,,,,,,,,,,,,,
20221215_174251,457,,,,,,,,,,,,,
20221215_174251,532,,,,,,,,,,,,,
20221215_174251,599,,,,,,,,,,,,,
20221215_174251,562,,,,,,,,,,,,,
20221215_174251,444,,,,,,,,,,,,,
20221215_174251,507,,,,,,,,,,,,,
20221215_174251,529,,,,,,,,,,,,,
20221215_174252,577,,,,,,,,,,,,,
20221215_174252,541,,,,,,,,,,,,,
20221215_174252,616,,,,,,,,,,,,,
20221215_174252,488,,,,,,,,,,,,,
20221215_174252,523,,,,,,,,,,,,,
20221215_174252,559,,,,,,,,,,,,,
20221215_174252,546,,,,,,,,,,,,,
20221215_174252,519,,,,,,,,,,,,,
20221215_174252,542,,,,,,,,,,,,,
20221215_174252,524,,,,,,,,,,,,,
20221215_174252,559,,,,,,,,,,,,,
20221215_174252,519,,,,,,,,,,,,,
20221215_174252,509,,,,,,,,,,,,,
20221215_174252,479,,,,,,,,,,,,,
20221215_174252,549,,,,,,,,,,,,,
20221215_174252,557,,,,,,,,,,,,,
20221215_174252,473,,,,,,,,,,,,,
20221215_174253,531,,,,,,,,,,,,,
20221215_174253,504,,,,,,,,,,,,,
20221215_174253,514,,,,,,,,,,,,,
20221215_174253,557,,,,,,,,,,,,,
20221215_174253,536,,,,,,,,,,,,,
20221215_174253,517,,,,,,,,,,,,,
20221215_174253,554,,,,,,,,,,,,,
20221215_174253,577,,,,,,,,,,,,,
20221215_174253,529,,,,,,,,,,,,,
20221215_174253,566,,,,,,,,,,,,,
20221215_174253,497,,,,,,,,,,,,,
20221215_174253,543,,,,,,,,,,,,,
20221215_174253,483,,,,,,,,,,,,,
20221215_174253,565,,,,,,,,,,,,,
20221215_174253,582,,,,,,,,,,,,,
20221215_174253,533,,,,,,,,,,,,,
20221215_174253,579,,,,,,,,,,,,,
20221215_174253,506,,,,,,,,,,,,,
20221215_174254,538,,,,,,,,,,,,,
20221215_174254,547,,,,,,,,,,,,,
20221215_174254,512,,,,,,,,,,,,,
20221215_174254,559,,,,,,,,,,,,,
20221215_174254,607,,,,,,,,,,,,,
20221215_174254,540,,,,,,,,,,,,,
20221215_174254,558,,,,,,,,,,,,,
20221215_174254,535,,,,,,,,,,,,,
20221215_174254,512,,,,,,,,,,,,,
20221215_174254,556,,,,,,,,,,,,,
20221215_174254,490,,,,,,,,,,,,,
20221215_174254,469,,,,,,,,,,,,,
20221215_174254,569,,,,,,,,,,,,,
20221215_174254,524,,,,,,,,,,,,,
20221215_174254,569,,,,,,,,,,,,,
20221215_174254,518,,,,,,,,,,,,,
20221215_174254,490,,,,,,,,,,,,,
20221215_174254,526,,,,,,,,,,,,,
20221215_174255,527,,,,,,,,,,,,,
20221215_174255,624,,,,,,,,,,,,,
20221215_174255,484,,,,,,,,,,,,,
20221215_174255,579,,,,,,,,,,,,,
20221215_174255,560,,,,,,,,,,,,,
20221215_174255,515,,,,,,,,,,,,,
20221215_174255,526,,,,,,,,,,,,,
20221215_174255,535,,,,,,,,,,,,,
20221215_174255,613,,,,,,,,,,,,,
20221215_174255,473,,,,,,,,,,,,,
20221215_174255,560,,,,,,,,,,,,,
20221215_174255,522,,,,,,,,,,,,,
20221215_174255,569,,,,,,,,,,,,,
20221215_174255,569,,,,,,,,,,,,,
20221215_174255,559,,,,,,,,,,,,,
20221215_174255,530,,,,,,,,,,,,,
20221215_174255,542,,,,,,,,,,,,,
20221215_174255,573,,,,,,,,,,,,,
20221215_174256,491,,,,,,,,,,,,,
20221215_174256,579,,,,,,,,,,,,,
20221215_174256,470,,,,,,,,,,,,,
20221215_174256,567,,,,,,,,,,,,,
20221215_174256,541,,,,,,,,,,,,,
20221215_174256,551,,,,,,,,,,,,,
20221215_174256,494,,,,,,,,,,,,,
20221215_174256,563,,,,,,,,,,,,,
20221215_174256,580,,,,,,,,,,,,,
20221215_174256,479,,,,,,,,,,,,,
20221215_174256,535,,,,,,,,,,,,,
20221215_174256,577,,,,,,,,,,,,,
20221215_174256,489,,,,,,,,,,,,,
20221215_174256,592,,,,,,,,,,,,,
20221215_174256,549,,,,,,,,,,,,,
20221215_174256,527,,,,,,,,,,,,,
20221215_174256,573,,,,,,,,,,,,,
20221215_174257,480,,,,,,,,,,,,,
20221215_174257,543,,,,,,,,,,,,,
20221215_174257,489,,,,,,,,,,,,,
20221215_174257,531,,,,,,,,,,,,,
20221215_174257,517,,,,,,,,,,,,,
20221215_174257,492,,,,,,,,,,,,,
20221215_174257,496,,,,,,,,,,,,,
20221215_174257,527,,,,,,,,,,,,,
20221215_174257,544,,,,,,,,,,,,,
20221215_174257,475,,,,,,,,,,,,,
20221215_174257,562,,,,,,,,,,,,,
20221215_174257,635,,,,,,,,,,,,,
20221215_174257,539,,,,,,,,,,,,,
20221215_174257,566,,,,,,,,,,,,,
20221215_174257,552,,,,,,,,,,,,,
20221215_174257,544,,,,,,,,,,,,,
20221215_174257,518,,,,,,,,,,,,,
20221215_174257,541,,,,,,,,,,,,,
20221215_174258,510,,,,,,,,,,,,,
20221215_174258,562,,,,,,,,,,,,,
20221215_174258,558,,,,,,,,,,,,,
20221215_174258,526,,,,,,,,,,,,,
20221215_174258,484,,,,,,,,,,,,,
20221215_174258,547,,,,,,,,,,,,,
20221215_174258,535,,,,,,,,,,,,,
20221215_174258,523,,,,,,,,,,,,,
20221215_174258,523,,,,,,,,,,,,,
20221215_174258,622,,,,,,,,,,,,,
20221215_174258,529,,,,,,,,,,,,,
20221215_174258,531,,,,,,,,,,,,,
20221215_174258,509,,,,,,,,,,,,,
20221215_174258,469,,,,,,,,,,,,,
20221215_174258,517,,,,,,,,,,,,,
20221215_174258,546,,,,,,,,,,,,,
20221215_174258,502,,,,,,,,,,,,,
20221215_174258,536,,,,,,,,,,,,,
20221215_174259,588,,,,,,,,,,,,,
20221215_174259,580,,,,,,,,,,,,,
20221215_174259,622,,,,,,,,,,,,,
20221215_174259,620,,,,,,,,,,,,,
20221215_174259,565,,,,,,,,,,,,,
20221215_174259,562,,,,,,,,,,,,,
20221215_174259,555,,,,,,,,,,,,,
20221215_174259,522,,,,,,,,,,,,,
20221215_174259,575,,,,,,,,,,,,,
20221215_174259,504,,,,,,,,,,,,,
20221215_174259,539,,,,,,,,,,,,,
20221215_174259,486,,,,,,,,,,,,,
20221215_174259,494,,,,,,,,,,,,,
20221215_174259,465,,,,,,,,,,,,,
20221215_174259,565,,,,,,,,,,,,,
20221215_174259,541,,,,,,,,,,,,,
20221215_174259,497,,,,,,,,,,,,,
20221215_174259,499,,,,,,,,,,,,,
20221215_174300,608,,,,,,,,,,,,,
20221215_174300,569,,,,,,,,,,,,,
20221215_174300,553,,,,,,,,,,,,,
20221215_174300,531,,,,,,,,,,,,,
20221215_174300,520,,,,,,,,,,,,,
20221215_174300,498,,,,,,,,,,,,,
20221215_174300,573,,,,,,,,,,,,,
20221215_174300,496,,,,,,,,,,,,,
20221215_174300,510,,,,,,,,,,,,,
20221215_174300,523,,,,,,,,,,,,,
20221215_174300,543,,,,,,,,,,,,,
20221215_174300,496,,,,,,,,,,,,,
20221215_174300,517,,,,,,,,,,,,,
20221215_174300,540,,,,,,,,,,,,,
20221215_174300,522,,,,,,,,,,,,,
20221215_174300,527,,,,,,,,,,,,,
20221215_174300,526,,,,,,,,,,,,,
20221215_174301,523,,,,,,,,,,,,,
20221215_174301,512,,,,,,,,,,,,,
20221215_174301,494,,,,,,,,,,,,,
20221215_174301,475,,,,,,,,,,,,,
20221215_174301,542,,,,,,,,,,,,,
20221215_174301,577,,,,,,,,,,,,,
20221215_174301,483,,,,,,,,,,,,,
20221215_174301,576,,,,,,,,,,,,,
20221215_174301,543,,,,,,,,,,,,,
20221215_174301,563,,,,,,,,,,,,,
20221215_174301,469,,,,,,,,,,,,,
20221215_174301,469,,,,,,,,,,,,,
20221215_174301,484,,,,,,,,,,,,,
20221215_174301,556,,,,,,,,,,,,,
20221215_174301,518,,,,,,,,,,,,,
20221215_174301,522,,,,,,,,,,,,,
20221215_174301,574,,,,,,,,,,,,,
20221215_174301,544,,,,,,,,,,,,,
20221215_174302,482,,,,,,,,,,,,,
20221215_174302,480,,,,,,,,,,,,,
20221215_174302,469,,,,,,,,,,,,,
20221215_174302,480,,,,,,,,,,,,,
20221215_174302,527,,,,,,,,,,,,,
20221215_174302,620,,,,,,,,,,,,,
20221215_174302,583,,,,,,,,,,,,,
20221215_174302,490,,,,,,,,,,,,,
20221215_174302,529,,,,,,,,,,,,,
20221215_174302,534,,,,,,,,,,,,,
20221215_174302,473,,,,,,,,,,,,,
20221215_174302,581,,,,,,,,,,,,,
20221215_174302,617,,,,,,,,,,,,,
20221215_174302,590,,,,,,,,,,,,,
20221215_174302,557,,,,,,,,,,,,,
20221215_174302,500,,,,,,,,,,,,,
20221215_174302,489,,,,,,,,,,,,,
20221215_174302,588,,,,,,,,,,,,,
20221215_174303,463,,,,,,,,,,,,,
20221215_174303,501,,,,,,,,,,,,,
20221215_174303,570,,,,,,,,,,,,,
20221215_174303,539,,,,,,,,,,,,,
20221215_174303,539,,,,,,,,,,,,,
20221215_174303,620,,,,,,,,,,,,,
20221215_174303,536,,,,,,,,,,,,,
20221215_174303,569,,,,,,,,,,,,,
20221215_174303,481,,,,,,,,,,,,,
20221215_174303,502,,,,,,,,,,,,,
20221215_174303,515,,,,,,,,,,,,,
20221215_174303,505,,,,,,,,,,,,,
20221215_174303,510,,,,,,,,,,,,,
20221215_174303,520,,,,,,,,,,,,,
20221215_174303,543,,,,,,,,,,,,,
20221215_174303,536,,,,,,,,,,,,,
20221215_174303,529,,,,,,,,,,,,,
20221215_174303,561,,,,,,,,,,,,,
20221215_174304,590,,,,,,,,,,,,,
20221215_174304,552,,,,,,,,,,,,,
20221215_174304,532,,,,,,,,,,,,,
20221215_174304,510,,,,,,,,,,,,,
20221215_174304,577,,,,,,,,,,,,,
20221215_174304,543,,,,,,,,,,,,,
20221215_174304,580,,,,,,,,,,,,,
20221215_174304,566,,,,,,,,,,,,,
20221215_174304,474,,,,,,,,,,,,,
20221215_174304,464,,,,,,,,,,,,,
20221215_174304,561,,,,,,,,,,,,,
20221215_174304,556,,,,,,,,,,,,,
20221215_174304,502,,,,,,,,,,,,,
20221215_174304,537,,,,,,,,,,,,,
20221215_174304,506,,,,,,,,,,,,,
20221215_174304,507,,,,,,,,,,,,,
20221215_174304,494,,,,,,,,,,,,,
20221215_174305,489,,,,,,,,,,,,,
20221215_174305,488,,,,,,,,,,,,,
20221215_174305,591,,,,,,,,,,,,,
20221215_174305,553,,,,,,,,,,,,,
20221215_174305,583,,,,,,,,,,,,,
20221215_174305,586,,,,,,,,,,,,,
20221215_174305,458,,,,,,,,,,,,,
20221215_174305,494,,,,,,,,,,,,,
20221215_174305,544,,,,,,,,,,,,,
20221215_174305,488,,,,,,,,,,,,,
20221215_174305,539,,,,,,,,,,,,,
20221215_174305,547,,,,,,,,,,,,,
20221215_174305,522,,,,,,,,,,,,,
20221215_174305,545,,,,,,,,,,,,,
20221215_174305,542,,,,,,,,,,,,,
20221215_174305,554,,,,,,,,,,,,,
20221215_174305,549,,,,,,,,,,,,,
20221215_174305,555,,,,,,,,,,,,,
20221215_174306,566,,,,,,,,,,,,,
20221215_174306,470,,,,,,,,,,,,,
20221215_174306,466,,,,,,,,,,,,,
20221215_174306,543,,,,,,,,,,,,,
20221215_174306,542,,,,,,,,,,,,,
20221215_174306,602,,,,,,,,,,,,,
20221215_174306,543,,,,,,,,,,,,,
20221215_174306,456,,,,,,,,,,,,,
20221215_174306,601,,,,,,,,,,,,,
20221215_174306,615,,,,,,,,,,,,,
20221215_174306,496,,,,,,,,,,,,,
20221215_174306,596,,,,,,,,,,,,,
20221215_174306,574,,,,,,,,,,,,,
20221215_174306,474,,,,,,,,,,,,,
20221215_174306,536,,,,,,,,,,,,,
20221215_174306,494,,,,,,,,,,,,,
20221215_174306,480,,,,,,,,,,,,,
20221215_174306,513,,,,,,,,,,,,,
20221215_174307,539,,,,,,,,,,,,,
20221215_174307,606,,,,,,,,,,,,,
20221215_174307,564,,,,,,,,,,,,,
20221215_174307,613,,,,,,,,,,,,,
20221215_174307,625,,,,,,,,,,,,,
20221215_174307,566,,,,,,,,,,,,,
20221215_174307,596,,,,,,,,,,,,,
20221215_174307,601,,,,,,,,,,,,,
20221215_174307,578,,,,,,,,,,,,,
20221215_174307,640,,,,,,,,,,,,,
20221215_174307,522,,,,,,,,,,,,,
20221215_174307,540,,,,,,,,,,,,,
20221215_174307,580,,,,,,,,,,,,,
20221215_174307,592,,,,,,,,,,,,,
20221215_174307,516,,,,,,,,,,,,,
20221215_174307,518,,,,,,,,,,,,,
20221215_174307,571,,,,,,,,,,,,,
20221215_174307,512,,,,,,,,,,,,,
20221215_174308,557,,,,,,,,,,,,,
20221215_174308,457,,,,,,,,,,,,,
20221215_174308,566,,,,,,,,,,,,,
20221215_174308,565,,,,,,,,,,,,,
20221215_174308,512,,,,,,,,,,,,,
20221215_174308,566,,,,,,,,,,,,,
20221215_174308,501,,,,,,,,,,,,,
20221215_174308,521,,,,,,,,,,,,,
20221215_174308,583,,,,,,,,,,,,,
20221215_174308,557,,,,,,,,,,,,,
20221215_174308,559,,,,,,,,,,,,,
20221215_174308,499,,,,,,,,,,,,,
20221215_174308,552,,,,,,,,,,,,,
20221215_174308,505,,,,,,,,,,,,,
20221215_174308,504,,,,,,,,,,,,,
20221215_174308,550,,,,,,,,,,,,,
20221215_174308,530,,,,,,,,,,,,,
20221215_174308,557,,,,,,,,,,,,,
20221215_174309,525,,,,,,,,,,,,,
20221215_174309,554,,,,,,,,,,,,,
20221215_174309,520,,,,,,,,,,,,,
20221215_174309,604,,,,,,,,,,,,,
20221215_174309,553,,,,,,,,,,,,,
20221215_174309,506,,,,,,,,,,,,,
20221215_174309,521,,,,,,,,,,,,,
20221215_174309,526,,,,,,,,,,,,,
20221215_174309,563,,,,,,,,,,,,,
20221215_174309,494,,,,,,,,,,,,,
20221215_174309,533,,,,,,,,,,,,,
20221215_174309,530,,,,,,,,,,,,,
20221215_174309,553,,,,,,,,,,,,,
20221215_174309,531,,,,,,,,,,,,,
20221215_174309,484,,,,,,,,,,,,,
20221215_174309,537,,,,,,,,,,,,,
20221215_174309,545,,,,,,,,,,,,,
20221215_174310,556,,,,,,,,,,,,,
20221215_174310,583,,,,,,,,,,,,,
20221215_174310,499,,,,,,,,,,,,,
20221215_174310,627,,,,,,,,,,,,,
20221215_174310,525,,,,,,,,,,,,,
20221215_174310,573,,,,,,,,,,,,,
20221215_174310,505,,,,,,,,,,,,,
20221215_174310,486,,,,,,,,,,,,,
20221215_174310,558,,,,,,,,,,,,,
20221215_174310,532,,,,,,,,,,,,,
20221215_174310,521,,,,,,,,,,,,,
20221215_174310,534,,,,,,,,,,,,,
20221215_174310,553,,,,,,,,,,,,,
20221215_174310,535,,,,,,,,,,,,,
20221215_174310,591,,,,,,,,,,,,,
20221215_174310,495,,,,,,,,,,,,,
20221215_174310,545,,,,,,,,,,,,,
20221215_174310,595,,,,,,,,,,,,,
20221215_174311,514,,,,,,,,,,,,,
20221215_174311,534,,,,,,,,,,,,,
20221215_174311,510,,,,,,,,,,,,,
20221215_174311,541,,,,,,,,,,,,,
20221215_174311,605,,,,,,,,,,,,,
20221215_174311,536,,,,,,,,,,,,,
20221215_174311,497,,,,,,,,,,,,,
20221215_174311,554,,,,,,,,,,,,,
20221215_174311,489,,,,,,,,,,,,,
20221215_174311,534,,,,,,,,,,,,,
20221215_174311,496,,,,,,,,,,,,,
20221215_174311,478,,,,,,,,,,,,,
20221215_174311,583,,,,,,,,,,,,,
20221215_174311,583,,,,,,,,,,,,,
20221215_174311,530,,,,,,,,,,,,,
20221215_174311,539,,,,,,,,,,,,,
20221215_174311,517,,,,,,,,,,,,,
20221215_174311,503,,,,,,,,,,,,,
20221215_174312,515,,,,,,,,,,,,,
20221215_174312,531,,,,,,,,,,,,,
20221215_174312,549,,,,,,,,,,,,,
20221215_174312,565,,,,,,,,,,,,,
20221215_174312,517,,,,,,,,,,,,,
20221215_174312,580,,,,,,,,,,,,,
20221215_174312,526,,,,,,,,,,,,,
20221215_174312,549,,,,,,,,,,,,,
20221215_174312,521,,,,,,,,,,,,,
20221215_174312,583,,,,,,,,,,,,,
20221215_174312,559,,,,,,,,,,,,,
20221215_174312,539,,,,,,,,,,,,,
20221215_174312,608,,,,,,,,,,,,,
20221215_174312,524,,,,,,,,,,,,,
20221215_174312,552,,,,,,,,,,,,,
20221215_174312,518,,,,,,,,,,,,,
20221215_174312,492,,,,,,,,,,,,,
20221215_174312,574,,,,,,,,,,,,,
20221215_174313,502,,,,,,,,,,,,,
20221215_174313,536,,,,,,,,,,,,,
20221215_174313,560,,,,,,,,,,,,,
20221215_174313,565,,,,,,,,,,,,,
20221215_174313,499,,,,,,,,,,,,,
20221215_174313,536,,,,,,,,,,,,,
20221215_174313,509,,,,,,,,,,,,,
20221215_174313,541,,,,,,,,,,,,,
20221215_174313,499,,,,,,,,,,,,,
20221215_174313,574,,,,,,,,,,,,,
20221215_174313,480,,,,,,,,,,,,,
20221215_174313,638,,,,,,,,,,,,,
20221215_174313,553,,,,,,,,,,,,,
20221215_174313,503,,,,,,,,,,,,,
20221215_174313,565,,,,,,,,,,,,,
20221215_174313,534,,,,,,,,,,,,,
20221215_174313,525,,,,,,,,,,,,,
20221215_174314,450,,,,,,,,,,,,,
20221215_174314,471,,,,,,,,,,,,,
20221215_174314,573,,,,,,,,,,,,,
20221215_174314,524,,,,,,,,,,,,,
20221215_174314,577,,,,,,,,,,,,,
20221215_174314,563,,,,,,,,,,,,,
20221215_174314,575,,,,,,,,,,,,,
20221215_174314,488,,,,,,,,,,,,,
20221215_174314,553,,,,,,,,,,,,,
20221215_174314,537,,,,,,,,,,,,,
20221215_174314,554,,,,,,,,,,,,,
20221215_174314,578,,,,,,,,,,,,,
20221215_174314,556,,,,,,,,,,,,,
20221215_174314,537,,,,,,,,,,,,,
20221215_174314,499,,,,,,,,,,,,,
20221215_174314,530,,,,,,,,,,,,,
20221215_174314,539,,,,,,,,,,,,,
20221215_174314,555,,,,,,,,,,,,,
20221215_174315,482,,,,,,,,,,,,,
20221215_174315,489,,,,,,,,,,,,,
20221215_174315,576,,,,,,,,,,,,,
20221215_174315,512,,,,,,,,,,,,,
20221215_174315,518,,,,,,,,,,,,,
20221215_174315,545,,,,,,,,,,,,,
20221215_174315,550,,,,,,,,,,,,,
20221215_174315,612,,,,,,,,,,,,,
20221215_174315,503,,,,,,,,,,,,,
20221215_174315,570,,,,,,,,,,,,,
20221215_174315,494,,,,,,,,,,,,,
20221215_174315,576,,,,,,,,,,,,,
20221215_174315,584,,,,,,,,,,,,,
20221215_174315,539,,,,,,,,,,,,,
20221215_174315,484,,,,,,,,,,,,,
20221215_174315,493,,,,,,,,,,,,,
20221215_174315,649,,,,,,,,,,,,,
20221215_174315,488,,,,,,,,,,,,,
20221215_174316,582,,,,,,,,,,,,,
20221215_174316,550,,,,,,,,,,,,,
20221215_174316,519,,,,,,,,,,,,,
20221215_174316,582,,,,,,,,,,,,,
20221215_174316,532,,,,,,,,,,,,,
20221215_174316,555,,,,,,,,,,,,,
20221215_174316,470,,,,,,,,,,,,,
20221215_174316,492,,,,,,,,,,,,,
20221215_174316,470,,,,,,,,,,,,,
20221215_174316,516,,,,,,,,,,,,,
20221215_174316,494,,,,,,,,,,,,,
20221215_174316,516,,,,,,,,,,,,,
20221215_174316,534,,,,,,,,,,,,,
20221215_174316,515,,,,,,,,,,,,,
20221215_174316,531,,,,,,,,,,,,,
20221215_174316,518,,,,,,,,,,,,,
20221215_174316,506,,,,,,,,,,,,,
20221215_174316,525,,,,,,,,,,,,,
20221215_174317,519,,,,,,,,,,,,,
20221215_174317,563,,,,,,,,,,,,,
20221215_174317,525,,,,,,,,,,,,,
20221215_174317,466,,,,,,,,,,,,,
20221215_174317,484,,,,,,,,,,,,,
20221215_174317,529,,,,,,,,,,,,,
20221215_174317,561,,,,,,,,,,,,,
20221215_174317,485,,,,,,,,,,,,,
20221215_174317,464,,,,,,,,,,,,,
20221215_174317,519,,,,,,,,,,,,,
20221215_174317,529,,,,,,,,,,,,,
20221215_174317,504,,,,,,,,,,,,,
20221215_174317,563,,,,,,,,,,,,,
20221215_174317,561,,,,,,,,,,,,,
20221215_174317,561,,,,,,,,,,,,,
20221215_174317,569,,,,,,,,,,,,,
20221215_174317,561,,,,,,,,,,,,,
20221215_174318,550,,,,,,,,,,,,,
20221215_174318,628,,,,,,,,,,,,,
20221215_174318,551,,,,,,,,,,,,,
20221215_174318,555,,,,,,,,,,,,,
20221215_174318,525,,,,,,,,,,,,,
20221215_174318,491,,,,,,,,,,,,,
20221215_174318,606,,,,,,,,,,,,,
20221215_174318,540,,,,,,,,,,,,,
20221215_174318,495,,,,,,,,,,,,,
20221215_174318,492,,,,,,,,,,,,,
20221215_174318,510,,,,,,,,,,,,,
20221215_174318,594,,,,,,,,,,,,,
20221215_174318,542,,,,,,,,,,,,,
20221215_174318,569,,,,,,,,,,,,,
20221215_174318,558,,,,,,,,,,,,,
20221215_174318,539,,,,,,,,,,,,,
20221215_174318,529,,,,,,,,,,,,,
20221215_174318,647,,,,,,,,,,,,,
20221215_174319,543,,,,,,,,,,,,,
20221215_174319,591,,,,,,,,,,,,,
20221215_174319,529,,,,,,,,,,,,,
20221215_174319,536,,,,,,,,,,,,,
20221215_174319,583,,,,,,,,,,,,,
20221215_174319,526,,,,,,,,,,,,,
20221215_174319,496,,,,,,,,,,,,,
20221215_174319,627,,,,,,,,,,,,,
20221215_174319,634,,,,,,,,,,,,,
20221215_174319,552,,,,,,,,,,,,,
20221215_174319,520,,,,,,,,,,,,,
20221215_174319,523,,,,,,,,,,,,,
20221215_174319,547,,,,,,,,,,,,,
20221215_174319,507,,,,,,,,,,,,,
20221215_174319,492,,,,,,,,,,,,,
20221215_174319,571,,,,,,,,,,,,,
20221215_174319,484,,,,,,,,,,,,,
20221215_174319,499,,,,,,,,,,,,,
20221215_174320,564,,,,,,,,,,,,,
20221215_174320,603,,,,,,,,,,,,,
20221215_174320,546,,,,,,,,,,,,,
20221215_174320,522,,,,,,,,,,,,,
20221215_174320,527,,,,,,,,,,,,,
20221215_174320,586,,,,,,,,,,,,,
20221215_174320,479,,,,,,,,,,,,,
20221215_174320,611,,,,,,,,,,,,,
20221215_174320,594,,,,,,,,,,,,,
20221215_174320,483,,,,,,,,,,,,,
20221215_174320,565,,,,,,,,,,,,,
20221215_174320,571,,,,,,,,,,,,,
20221215_174320,573,,,,,,,,,,,,,
20221215_174320,577,,,,,,,,,,,,,
20221215_174320,533,,,,,,,,,,,,,
20221215_174320,524,,,,,,,,,,,,,
20221215_174320,520,,,,,,,,,,,,,
20221215_174320,517,,,,,,,,,,,,,
20221215_174321,536,,,,,,,,,,,,,
20221215_174321,543,,,,,,,,,,,,,
20221215_174321,540,,,,,,,,,,,,,
20221215_174321,542,,,,,,,,,,,,,
20221215_174321,566,,,,,,,,,,,,,
20221215_174321,577,,,,,,,,,,,,,
20221215_174321,530,,,,,,,,,,,,,
20221215_174321,503,,,,,,,,,,,,,
20221215_174321,515,,,,,,,,,,,,,
20221215_174321,571,,,,,,,,,,,,,
20221215_174321,549,,,,,,,,,,,,,
20221215_174321,491,,,,,,,,,,,,,
20221215_174321,526,,,,,,,,,,,,,
20221215_174321,564,,,,,,,,,,,,,
20221215_174321,678,,,,,,,,,,,,,
20221215_174321,549,,,,,,,,,,,,,
20221215_174321,536,,,,,,,,,,,,,
20221215_174321,565,,,,,,,,,,,,,
20221215_174322,546,,,,,,,,,,,,,
20221215_174322,584,,,,,,,,,,,,,
20221215_174322,502,,,,,,,,,,,,,
20221215_174322,597,,,,,,,,,,,,,
20221215_174322,517,,,,,,,,,,,,,
20221215_174322,457,,,,,,,,,,,,,
20221215_174322,466,,,,,,,,,,,,,
20221215_174322,496,,,,,,,,,,,,,
20221215_174322,574,,,,,,,,,,,,,
20221215_174322,530,,,,,,,,,,,,,
20221215_174322,514,,,,,,,,,,,,,
20221215_174322,566,,,,,,,,,,,,,
20221215_174322,494,,,,,,,,,,,,,
20221215_174322,578,,,,,,,,,,,,,
20221215_174322,542,,,,,,,,,,,,,
20221215_174322,579,,,,,,,,,,,,,
20221215_174322,495,,,,,,,,,,,,,
20221215_174323,552,,,,,,,,,,,,,
20221215_174323,588,,,,,,,,,,,,,
20221215_174323,532,,,,,,,,,,,,,
20221215_174323,556,,,,,,,,,,,,,
20221215_174323,587,,,,,,,,,,,,,
20221215_174323,537,,,,,,,,,,,,,
20221215_174323,564,,,,,,,,,,,,,
20221215_174323,594,,,,,,,,,,,,,
20221215_174323,524,,,,,,,,,,,,,
20221215_174323,579,,,,,,,,,,,,,
20221215_174323,575,,,,,,,,,,,,,
20221215_174323,549,,,,,,,,,,,,,
20221215_174323,574,,,,,,,,,,,,,
20221215_174323,618,,,,,,,,,,,,,
20221215_174323,590,,,,,,,,,,,,,
20221215_174323,521,,,,,,,,,,,,,
20221215_174323,521,,,,,,,,,,,,,
20221215_174323,558,,,,,,,,,,,,,
20221215_174324,582,,,,,,,,,,,,,
20221215_174324,521,,,,,,,,,,,,,
20221215_174324,461,,,,,,,,,,,,,
20221215_174324,504,,,,,,,,,,,,,
20221215_174324,562,,,,,,,,,,,,,
20221215_174324,504,,,,,,,,,,,,,
20221215_174324,482,,,,,,,,,,,,,
20221215_174324,504,,,,,,,,,,,,,
20221215_174324,556,,,,,,,,,,,,,
20221215_174324,540,,,,,,,,,,,,,
20221215_174324,633,,,,,,,,,,,,,
20221215_174324,534,,,,,,,,,,,,,
20221215_174324,552,,,,,,,,,,,,,
20221215_174324,507,,,,,,,,,,,,,
20221215_174324,457,,,,,,,,,,,,,
20221215_174324,557,,,,,,,,,,,,,
20221215_174324,546,,,,,,,,,,,,,
20221215_174324,552,,,,,,,,,,,,,
20221215_174325,537,,,,,,,,,,,,,
20221215_174325,572,,,,,,,,,,,,,
20221215_174325,531,,,,,,,,,,,,,
20221215_174325,533,,,,,,,,,,,,,
20221215_174325,499,,,,,,,,,,,,,
20221215_174325,536,,,,,,,,,,,,,
20221215_174325,452,,,,,,,,,,,,,
20221215_174325,505,,,,,,,,,,,,,
20221215_174325,611,,,,,,,,,,,,,
20221215_174325,501,,,,,,,,,,,,,
20221215_174325,587,,,,,,,,,,,,,
20221215_174325,532,,,,,,,,,,,,,
20221215_174325,583,,,,,,,,,,,,,
20221215_174325,483,,,,,,,,,,,,,
20221215_174325,489,,,,,,,,,,,,,
20221215_174325,526,,,,,,,,,,,,,
20221215_174325,531,,,,,,,,,,,,,
20221215_174325,621,,,,,,,,,,,,,
20221215_174326,519,,,,,,,,,,,,,
20221215_174326,511,,,,,,,,,,,,,
20221215_174326,552,,,,,,,,,,,,,
20221215_174326,514,,,,,,,,,,,,,
20221215_174326,563,,,,,,,,,,,,,
20221215_174326,571,,,,,,,,,,,,,
20221215_174326,519,,,,,,,,,,,,,
