700,2500,5000,7500,10000,15000,20000,,,,,,,,,
20221219_175808,7,12,21,28,49,68,,,mean,2500,5000,7500,10000,15000,20000
20221219_175808,8,11,26,31,48,65,,,700,6.695906433,14.71348315,24.74074074,33.21794872,51.17647059,68.18120805
20221219_175808,6,11,25,31,42,64,,,800,37.68543689,81.34797297,125.5226481,144.7163121,210.8275862,289.5987261
20221219_175808,5,15,28,33,58,71,,,900,150.6741573,319.0365854,501.9577465,687.9193548,1052.924855,1407.808917
20221219_175808,4,13,31,31,49,73,,,1000,563.3453608,1147.158537,1719.728261,2294.561538,3383.053846,
20221219_175808,7,13,24,32,47,70,,,,,,,,,
20221219_175808,6,13,26,38,54,61,,,std,2500,5000,7500,10000,15000,20000
20221219_175808,4,17,22,36,53,68,,,700,1.522743527,2.204755569,2.545006709,2.967120624,3.837545468,4.473727648
20221219_175808,6,15,27,36,49,69,,,800,3.677950066,4.773925927,6.756401468,6.79424782,8.522268547,9.194382254
20221219_175808,6,14,28,37,48,70,,,900,6.886705376,10.58352131,13.58549145,18.2403095,22.66695463,28.7072165
20221219_175808,6,14,23,32,50,69,,,1000,16.54133789,22.52576957,26.61161577,37.86512249,44.07926467,
20221219_175808,5,16,27,36,55,67,,,,,,,,,
20221219_175808,4,15,27,32,49,76,,,RSD,2500,5000,7500,10000,15000,20000
20221219_175809,8,14,27,36,48,72,,,700,0.227414099,0.14984593,0.102867038,0.089322813,0.074986521,0.065615259
20221219_175809,4,14,26,34,56,77,,,800,0.097596057,0.058685247,0.053826155,0.046948735,0.040422929,0.031748697
20221219_175809,3,16,23,35,52,66,,,900,0.045705949,0.033173378,0.02706501,0.026515186,0.021527609,0.020391415
20221219_175809,7,13,26,36,49,70,,,1000,0.029362695,0.019636143,0.015474314,0.016502117,0.01302943,
20221219_175809,9,13,23,31,45,69,,,,,,,,,
20221219_175809,8,15,28,34,47,71,,,,,,,,,
20221219_175809,7,14,30,35,57,68,,,,,,,,,
20221219_175809,6,14,25,27,44,65,,,,,,,,,
20221219_175809,7,18,24,25,48,68,,,,,,,,,
20221219_175809,6,13,26,38,52,72,,,,,,,,,
20221219_175809,7,14,27,31,53,70,,,,,,,,,
20221219_175809,7,17,23,33,54,66,,,,,,,,,
20221219_175809,7,14,25,34,55,66,,,,,,,,,
20221219_175809,7,12,22,34,50,68,,,,,,,,,
20221219_175809,7,15,23,33,50,72,,,,,,,,,
20221219_175809,4,13,23,32,49,68,,,,,,,,,
20221219_175809,9,13,26,29,50,68,,,,,,,,,
20221219_175809,5,14,24,32,49,77,,,,,,,,,
20221219_175810,9,16,21,30,57,70,,,,,,,,,
20221219_175810,5,13,28,32,49,69,,,,,,,,,
20221219_175810,5,12,22,36,53,65,,,,,,,,,
20221219_175810,12,16,21,28,63,64,,,,,,,,,
20221219_175810,7,19,24,35,49,65,,,,,,,,,
20221219_175810,9,16,27,37,57,69,,,,,,,,,
20221219_175810,8,16,27,33,55,69,,,,,,,,,
20221219_175810,8,11,23,37,50,59,,,,,,,,,
20221219_175810,5,19,21,33,50,72,,,,,,,,,
20221219_175810,7,14,29,36,54,70,,,,,,,,,
20221219_175810,8,15,27,30,49,68,,,,,,,,,
20221219_175810,8,15,26,29,46,67,,,,,,,,,
20221219_175810,7,16,24,37,49,63,,,,,,,,,
20221219_175810,6,16,25,32,47,68,,,,,,,,,
20221219_175810,8,13,25,30,46,73,,,,,,,,,
20221219_175810,8,17,25,35,50,66,,,,,,,,,
20221219_175810,6,13,28,31,54,72,,,,,,,,,
20221219_175810,7,13,24,35,45,71,,,,,,,,,
20221219_175811,7,15,22,31,51,67,,,,,,,,,
20221219_175811,7,15,24,30,53,70,,,,,,,,,
20221219_175811,6,16,26,33,58,77,,,,,,,,,
20221219_175811,5,13,23,36,53,69,,,,,,,,,
20221219_175811,5,21,23,29,49,62,,,,,,,,,
20221219_175811,8,18,23,32,44,68,,,,,,,,,
20221219_175811,6,15,22,31,50,71,,,,,,,,,
20221219_175811,6,13,26,39,52,70,,,,,,,,,
20221219_175811,9,13,22,35,49,57,,,,,,,,,
20221219_175811,8,15,24,39,54,67,,,,,,,,,
20221219_175811,6,15,28,34,56,68,,,,,,,,,
20221219_175811,6,17,24,32,47,69,,,,,,,,,
20221219_175811,9,11,28,36,50,61,,,,,,,,,
20221219_175811,7,14,26,32,53,73,,,,,,,,,
20221219_175811,6,15,23,31,58,66,,,,,,,,,
20221219_175811,6,13,25,32,56,72,,,,,,,,,
20221219_175811,4,14,18,35,51,67,,,,,,,,,
20221219_175812,7,13,27,29,56,72,,,,,,,,,
20221219_175812,8,17,28,38,45,59,,,,,,,,,
20221219_175812,8,14,25,35,54,58,,,,,,,,,
20221219_175812,9,11,26,33,52,72,,,,,,,,,
20221219_175812,7,13,26,33,52,73,,,,,,,,,
20221219_175812,4,17,24,36,52,71,,,,,,,,,
20221219_175812,8,14,25,31,48,64,,,,,,,,,
20221219_175812,8,16,24,33,51,71,,,,,,,,,
20221219_175812,5,17,24,37,44,68,,,,,,,,,
20221219_175812,6,15,28,39,55,73,,,,,,,,,
20221219_175812,8,16,19,35,54,66,,,,,,,,,
20221219_175812,5,12,25,35,51,71,,,,,,,,,
20221219_175812,7,14,25,30,55,66,,,,,,,,,
20221219_175812,7,14,30,33,53,55,,,,,,,,,
20221219_175812,6,21,24,33,54,62,,,,,,,,,
20221219_175812,7,16,27,29,47,66,,,,,,,,,
20221219_175812,4,13,27,29,57,69,,,,,,,,,
20221219_175812,6,21,28,31,55,76,,,,,,,,,
20221219_175813,9,17,27,33,56,72,,,,,,,,,
20221219_175813,7,14,17,36,47,70,,,,,,,,,
20221219_175813,3,17,30,36,47,70,,,,,,,,,
20221219_175813,9,15,22,35,50,69,,,,,,,,,
20221219_175813,5,16,27,35,55,63,,,,,,,,,
20221219_175813,7,17,25,36,50,66,,,,,,,,,
20221219_175813,5,17,21,33,55,83,,,,,,,,,
20221219_175813,7,7,25,34,45,68,,,,,,,,,
20221219_175813,7,18,24,28,51,72,,,,,,,,,
20221219_175813,5,15,24,31,50,65,,,,,,,,,
20221219_175813,6,15,23,38,51,67,,,,,,,,,
20221219_175813,7,16,23,31,52,71,,,,,,,,,
20221219_175813,7,15,21,34,59,66,,,,,,,,,
20221219_175813,8,14,23,34,46,72,,,,,,,,,
20221219_175813,7,13,25,31,49,68,,,,,,,,,
20221219_175813,7,16,21,33,48,68,,,,,,,,,
20221219_175813,8,13,22,33,49,66,,,,,,,,,
20221219_175813,9,14,26,41,49,69,,,,,,,,,
20221219_175814,7,12,21,32,52,69,,,,,,,,,
20221219_175814,5,16,26,34,49,67,,,,,,,,,
20221219_175814,6,14,23,35,52,75,,,,,,,,,
20221219_175814,7,14,23,33,54,69,,,,,,,,,
20221219_175814,6,14,22,36,57,70,,,,,,,,,
20221219_175814,5,14,28,37,52,72,,,,,,,,,
20221219_175814,11,16,25,36,51,67,,,,,,,,,
20221219_175814,6,15,24,30,47,69,,,,,,,,,
20221219_175814,6,17,26,33,52,76,,,,,,,,,
20221219_175814,8,15,22,33,48,69,,,,,,,,,
20221219_175814,6,16,27,39,47,70,,,,,,,,,
20221219_175814,6,14,24,29,47,61,,,,,,,,,
20221219_175814,8,16,23,33,50,72,,,,,,,,,
20221219_175814,7,13,29,34,47,72,,,,,,,,,
20221219_175814,7,17,23,32,53,70,,,,,,,,,
20221219_175814,5,14,25,31,52,72,,,,,,,,,
20221219_175814,5,10,25,31,52,67,,,,,,,,,
20221219_175814,8,14,27,28,50,64,,,,,,,,,
20221219_175815,7,14,21,31,51,65,,,,,,,,,
20221219_175815,5,19,25,34,56,61,,,,,,,,,
20221219_175815,7,13,18,32,61,68,,,,,,,,,
20221219_175815,5,14,25,31,45,67,,,,,,,,,
20221219_175815,7,13,25,32,51,63,,,,,,,,,
20221219_175815,5,16,23,35,44,72,,,,,,,,,
20221219_175815,5,18,24,33,48,75,,,,,,,,,
20221219_175815,8,15,25,34,50,73,,,,,,,,,
20221219_175815,8,16,27,32,53,68,,,,,,,,,
20221219_175815,5,18,24,34,54,65,,,,,,,,,
20221219_175815,7,14,27,34,56,74,,,,,,,,,
20221219_175815,8,14,27,30,56,65,,,,,,,,,
20221219_175815,9,16,23,28,53,63,,,,,,,,,
20221219_175815,6,12,26,35,43,75,,,,,,,,,
20221219_175815,7,18,29,33,52,70,,,,,,,,,
20221219_175815,9,16,,30,46,56,,,,,,,,,
20221219_175815,6,15,,34,53,67,,,,,,,,,
20221219_175816,6,15,,35,45,67,,,,,,,,,
20221219_175816,7,10,,33,49,65,,,,,,,,,
20221219_175816,7,14,,34,47,65,,,,,,,,,
20221219_175816,7,12,,31,50,75,,,,,,,,,
20221219_175816,7,17,,29,54,64,,,,,,,,,
20221219_175816,7,15,,34,57,73,,,,,,,,,
20221219_175816,7,15,,36,47,64,,,,,,,,,
20221219_175816,8,15,,34,47,65,,,,,,,,,
20221219_175816,7,14,,27,56,58,,,,,,,,,
20221219_175816,8,17,,34,58,67,,,,,,,,,
20221219_175816,6,11,,30,56,62,,,,,,,,,
20221219_175816,6,15,,35,50,61,,,,,,,,,
20221219_175816,11,15,,42,53,,,,,,,,,,
20221219_175816,9,15,,31,49,,,,,,,,,,
20221219_175816,8,13,,35,51,,,,,,,,,,
20221219_175816,5,22,,31,53,,,,,,,,,,
20221219_175816,8,15,,41,53,,,,,,,,,,
20221219_175816,6,16,,36,53,,,,,,,,,,
20221219_175817,3,12,,30,56,,,,,,,,,,
20221219_175817,7,11,,,55,,,,,,,,,,
20221219_175817,6,16,,,54,,,,,,,,,,
20221219_175817,6,15,,,49,,,,,,,,,,
20221219_175817,4,11,,,56,,,,,,,,,,
20221219_175817,5,14,,,48,,,,,,,,,,
20221219_175817,6,13,,,55,,,,,,,,,,
20221219_175817,5,17,,,52,,,,,,,,,,
20221219_175817,9,14,,,52,,,,,,,,,,
20221219_175817,7,21,,,51,,,,,,,,,,
20221219_175817,9,15,,,48,,,,,,,,,,
20221219_175817,8,13,,,46,,,,,,,,,,
20221219_175817,7,12,,,46,,,,,,,,,,
20221219_175817,7,14,,,53,,,,,,,,,,
20221219_175817,7,16,,,51,,,,,,,,,,
20221219_175817,7,16,,,54,,,,,,,,,,
20221219_175817,,16,,,49,,,,,,,,,,
20221219_175817,,16,,,48,,,,,,,,,,
20221219_175818,,14,,,52,,,,,,,,,,
20221219_175818,,15,,,49,,,,,,,,,,
20221219_175818,,15,,,61,,,,,,,,,,
20221219_175818,,13,,,51,,,,,,,,,,
20221219_175818,,11,,,49,,,,,,,,,,
,,,,,56,,,,,,,,,,
,,,,,53,,,,,,,,,,
,,,,,50,,,,,,,,,,
,,,,,54,,,,,,,,,,
,,,,,50,,,,,,,,,,
,,,,,55,,,,,,,,,,
,,,,,43,,,,,,,,,,
,,,,,53,,,,,,,,,,
,,,,,49,,,,,,,,,,
