Time,CameraA Max
20221219_113902,31
20221219_113903,35
20221219_113903,31
20221219_113903,33
20221219_113903,34
20221219_113903,26
20221219_113903,37
20221219_113903,32
20221219_113903,31
20221219_113903,28
20221219_113903,29
20221219_113903,35
20221219_113903,30
20221219_113903,30
20221219_113903,30
20221219_113903,25
20221219_113903,31
20221219_113903,32
20221219_113903,27
20221219_113904,31
20221219_113904,27
20221219_113904,35
20221219_113904,28
20221219_113904,26
20221219_113904,30
20221219_113904,27
20221219_113904,27
20221219_113904,29
20221219_113904,31
20221219_113904,29
20221219_113904,31
20221219_113904,30
20221219_113904,36
20221219_113904,29
20221219_113904,31
20221219_113904,29
20221219_113904,29
20221219_113905,30
20221219_113905,28
20221219_113905,34
20221219_113905,29
20221219_113905,30
20221219_113905,32
20221219_113905,31
20221219_113905,26
20221219_113905,26
20221219_113905,38
20221219_113905,32
20221219_113905,31
20221219_113905,32
20221219_113905,33
20221219_113905,25
20221219_113905,28
20221219_113905,34
20221219_113905,32
20221219_113906,36
20221219_113906,27
20221219_113906,28
20221219_113906,35
20221219_113906,31
20221219_113906,30
20221219_113906,33
20221219_113906,29
20221219_113906,37
20221219_113906,32
20221219_113906,30
20221219_113906,39
20221219_113906,32
20221219_113906,30
20221219_113906,29
20221219_113906,33
20221219_113906,27
20221219_113907,33
20221219_113907,29
20221219_113907,34
20221219_113907,32
20221219_113907,33
20221219_113907,28
20221219_113907,31
20221219_113907,36
20221219_113907,32
20221219_113907,30
20221219_113907,31
20221219_113907,33
20221219_113907,27
20221219_113907,34
20221219_113907,29
20221219_113907,34
20221219_113907,29
20221219_113907,32
20221219_113908,30
20221219_113908,29
20221219_113908,29
20221219_113908,33
20221219_113908,35
20221219_113908,31
20221219_113908,30
20221219_113908,34
20221219_113908,28
20221219_113908,35
20221219_113908,30
20221219_113908,30
20221219_113908,32
20221219_113908,32
20221219_113908,34
20221219_113908,31
20221219_113908,35
20221219_113908,34
20221219_113909,35
20221219_113909,28
20221219_113909,35
20221219_113909,29
20221219_113909,37
20221219_113909,31
20221219_113909,30
20221219_113909,29
20221219_113909,26
20221219_113909,34
20221219_113909,32
20221219_113909,32
20221219_113909,26
20221219_113909,30
20221219_113909,33
20221219_113909,29
20221219_113909,29
20221219_113909,29
20221219_113910,30
20221219_113910,29
20221219_113910,35
20221219_113910,29
20221219_113910,29
20221219_113910,28
20221219_113910,30
20221219_113910,37
20221219_113910,29
20221219_113910,32
20221219_113910,32
20221219_113910,29
20221219_113910,30
20221219_113910,36
20221219_113910,39
20221219_113910,36
20221219_113910,27
20221219_113911,34
20221219_113911,26
20221219_113911,25
