Time,CameraA Max
20221219_175833,21
20221219_175833,26
20221219_175833,25
20221219_175833,28
20221219_175833,31
20221219_175833,24
20221219_175833,26
20221219_175833,22
20221219_175833,27
20221219_175833,28
20221219_175833,23
20221219_175833,27
20221219_175833,27
20221219_175833,27
20221219_175833,26
20221219_175833,23
20221219_175833,26
20221219_175834,23
20221219_175834,28
20221219_175834,30
20221219_175834,25
20221219_175834,24
20221219_175834,26
20221219_175834,27
20221219_175834,23
20221219_175834,25
20221219_175834,22
20221219_175834,23
20221219_175834,23
20221219_175834,26
20221219_175834,24
20221219_175834,21
20221219_175834,28
20221219_175834,22
20221219_175835,21
20221219_175835,24
20221219_175835,27
20221219_175835,27
20221219_175835,23
20221219_175835,21
20221219_175835,29
20221219_175835,27
20221219_175835,26
20221219_175835,24
20221219_175835,25
20221219_175835,25
20221219_175835,25
20221219_175835,28
20221219_175835,24
20221219_175835,22
20221219_175835,24
20221219_175835,26
20221219_175836,23
20221219_175836,23
20221219_175836,23
20221219_175836,22
20221219_175836,26
20221219_175836,22
20221219_175836,24
20221219_175836,28
20221219_175836,24
20221219_175836,28
20221219_175836,26
20221219_175836,23
20221219_175836,25
20221219_175836,18
20221219_175836,27
20221219_175836,28
20221219_175836,25
20221219_175836,26
20221219_175837,26
20221219_175837,24
20221219_175837,25
20221219_175837,24
20221219_175837,24
20221219_175837,28
20221219_175837,19
20221219_175837,25
20221219_175837,25
20221219_175837,30
20221219_175837,24
20221219_175837,27
20221219_175837,27
20221219_175837,28
20221219_175837,27
20221219_175837,17
20221219_175837,30
20221219_175837,22
20221219_175838,27
20221219_175838,25
20221219_175838,21
20221219_175838,25
20221219_175838,24
20221219_175838,24
20221219_175838,23
20221219_175838,23
20221219_175838,21
20221219_175838,23
20221219_175838,25
20221219_175838,21
20221219_175838,22
20221219_175838,26
20221219_175838,21
20221219_175838,26
20221219_175838,23
20221219_175839,23
20221219_175839,22
20221219_175839,28
20221219_175839,25
20221219_175839,24
20221219_175839,26
20221219_175839,22
20221219_175839,27
20221219_175839,24
20221219_175839,23
20221219_175839,29
20221219_175839,23
20221219_175839,25
20221219_175839,25
20221219_175839,27
20221219_175839,21
20221219_175839,25
20221219_175839,18
20221219_175840,25
20221219_175840,25
20221219_175840,23
20221219_175840,24
20221219_175840,25
20221219_175840,27
20221219_175840,24
20221219_175840,27
20221219_175840,27
20221219_175840,23
20221219_175840,26
20221219_175840,29
