Time,CameraA Max
20221219_175917,49
20221219_175917,48
20221219_175917,42
20221219_175917,58
20221219_175917,49
20221219_175917,47
20221219_175917,54
20221219_175917,53
20221219_175917,49
20221219_175917,48
20221219_175917,50
20221219_175917,55
20221219_175917,49
20221219_175917,48
20221219_175917,56
20221219_175918,52
20221219_175918,49
20221219_175918,45
20221219_175918,47
20221219_175918,57
20221219_175918,44
20221219_175918,48
20221219_175918,52
20221219_175918,53
20221219_175918,54
20221219_175918,55
20221219_175918,50
20221219_175918,50
20221219_175918,49
20221219_175918,50
20221219_175918,49
20221219_175918,57
20221219_175918,49
20221219_175919,53
20221219_175919,63
20221219_175919,49
20221219_175919,57
20221219_175919,55
20221219_175919,50
20221219_175919,50
20221219_175919,54
20221219_175919,49
20221219_175919,46
20221219_175919,49
20221219_175919,47
20221219_175919,46
20221219_175919,50
20221219_175919,54
20221219_175919,45
20221219_175919,51
20221219_175919,53
20221219_175920,58
20221219_175920,53
20221219_175920,49
20221219_175920,44
20221219_175920,50
20221219_175920,52
20221219_175920,49
20221219_175920,54
20221219_175920,56
20221219_175920,47
20221219_175920,50
20221219_175920,53
20221219_175920,58
20221219_175920,56
20221219_175920,51
20221219_175920,56
20221219_175920,45
20221219_175920,54
20221219_175921,52
20221219_175921,52
20221219_175921,52
20221219_175921,48
20221219_175921,51
20221219_175921,44
20221219_175921,55
20221219_175921,54
20221219_175921,51
20221219_175921,55
20221219_175921,53
20221219_175921,54
20221219_175921,47
20221219_175921,57
20221219_175921,55
20221219_175921,56
20221219_175921,47
20221219_175922,47
20221219_175922,50
20221219_175922,55
20221219_175922,50
20221219_175922,55
20221219_175922,45
20221219_175922,51
20221219_175922,50
20221219_175922,51
20221219_175922,52
20221219_175922,59
20221219_175922,46
20221219_175922,49
20221219_175922,48
20221219_175922,49
20221219_175922,49
20221219_175922,52
20221219_175922,49
20221219_175923,52
20221219_175923,54
20221219_175923,57
20221219_175923,52
20221219_175923,51
20221219_175923,47
20221219_175923,52
20221219_175923,48
20221219_175923,47
20221219_175923,47
20221219_175923,50
20221219_175923,47
20221219_175923,53
20221219_175923,52
20221219_175923,52
20221219_175923,50
20221219_175923,51
20221219_175923,56
20221219_175924,61
20221219_175924,45
20221219_175924,51
20221219_175924,44
20221219_175924,48
20221219_175924,50
20221219_175924,53
20221219_175924,54
20221219_175924,56
20221219_175924,56
20221219_175924,53
20221219_175924,43
20221219_175924,52
20221219_175924,46
20221219_175924,53
20221219_175924,45
20221219_175924,49
20221219_175924,47
20221219_175925,50
20221219_175925,54
20221219_175925,57
20221219_175925,47
20221219_175925,47
20221219_175925,56
20221219_175925,58
20221219_175925,56
20221219_175925,50
20221219_175925,53
20221219_175925,49
20221219_175925,51
20221219_175925,53
20221219_175925,53
20221219_175925,53
20221219_175925,56
20221219_175925,55
20221219_175926,54
20221219_175926,49
20221219_175926,56
20221219_175926,48
20221219_175926,55
20221219_175926,52
20221219_175926,52
20221219_175926,51
20221219_175926,48
20221219_175926,46
20221219_175926,46
20221219_175926,53
20221219_175926,51
20221219_175926,54
20221219_175926,49
20221219_175926,48
20221219_175926,52
20221219_175926,49
20221219_175927,61
20221219_175927,51
20221219_175927,49
20221219_175927,56
20221219_175927,53
20221219_175927,50
20221219_175927,54
20221219_175927,50
20221219_175927,55
20221219_175927,43
20221219_175927,53
20221219_175927,49
