Time,CameraA Max
20221219_115220,651
20221219_115220,635
20221219_115220,643
20221219_115220,647
20221219_115220,652
20221219_115220,626
20221219_115220,618
20221219_115220,654
20221219_115220,649
20221219_115220,651
20221219_115220,639
20221219_115220,643
20221219_115220,649
20221219_115220,654
20221219_115220,641
20221219_115221,623
20221219_115221,646
20221219_115221,654
20221219_115221,641
20221219_115221,615
20221219_115221,637
20221219_115221,636
20221219_115221,640
20221219_115221,648
20221219_115221,662
20221219_115221,651
20221219_115221,640
20221219_115221,668
20221219_115221,649
20221219_115221,639
20221219_115221,662
20221219_115221,639
20221219_115221,644
20221219_115222,627
20221219_115222,647
20221219_115222,636
20221219_115222,639
20221219_115222,617
20221219_115222,647
20221219_115222,654
20221219_115222,641
20221219_115222,652
20221219_115222,639
20221219_115222,656
20221219_115222,646
20221219_115222,654
20221219_115222,634
20221219_115222,621
20221219_115222,665
20221219_115222,633
20221219_115222,644
20221219_115223,656
20221219_115223,631
20221219_115223,655
20221219_115223,639
20221219_115223,643
20221219_115223,617
20221219_115223,640
20221219_115223,638
20221219_115223,646
20221219_115223,624
20221219_115223,637
20221219_115223,643
20221219_115223,652
20221219_115223,632
20221219_115223,649
20221219_115223,635
20221219_115223,644
20221219_115223,632
20221219_115224,604
20221219_115224,618
20221219_115224,660
20221219_115224,631
20221219_115224,648
20221219_115224,627
20221219_115224,648
20221219_115224,643
20221219_115224,625
20221219_115224,656
20221219_115224,618
20221219_115224,626
20221219_115224,637
20221219_115224,624
20221219_115224,642
20221219_115224,630
20221219_115224,597
20221219_115225,608
20221219_115225,627
20221219_115225,642
20221219_115225,661
20221219_115225,645
20221219_115225,639
20221219_115225,654
20221219_115225,631
20221219_115225,636
20221219_115225,635
20221219_115225,623
20221219_115225,647
20221219_115225,633
20221219_115225,628
20221219_115225,641
20221219_115225,635
20221219_115225,649
20221219_115225,638
20221219_115226,624
20221219_115226,628
20221219_115226,618
20221219_115226,615
20221219_115226,634
20221219_115226,636
20221219_115226,630
20221219_115226,651
20221219_115226,630
20221219_115226,640
20221219_115226,621
20221219_115226,642
20221219_115226,628
20221219_115226,623
20221219_115226,610
20221219_115226,631
20221219_115226,632
20221219_115226,628
20221219_115227,628
20221219_115227,610
20221219_115227,623
20221219_115227,634
20221219_115227,635
20221219_115227,632
20221219_115227,632
20221219_115227,626
20221219_115227,617
20221219_115227,619
20221219_115227,619
20221219_115227,651
20221219_115227,636
20221219_115227,657
20221219_115227,651
20221219_115227,662
20221219_115227,654
20221219_115227,625
20221219_115228,649
20221219_115228,622
20221219_115228,620
20221219_115228,616
20221219_115228,632
20221219_115228,659
20221219_115228,641
20221219_115228,620
20221219_115228,631
20221219_115228,625
20221219_115228,654
