Time,CameraA Max,,,,,
20221221_134125,793,,,MEAN,STD,RSD
20221221_134153,766,,499,782.99,17.03501741,0.021756367
20221221_134153,770,,500,782.94,17.06897475,0.021801127
20221221_134153,799,,501,783.11,16.98299506,0.021686602
20221221_134153,784,,502,783.22,16.9327726,0.021619433
20221221_134153,765,,503,783.16,16.88686059,0.021562466
20221221_134153,770,,504,783.21,16.89677215,0.021573744
20221221_134153,775,,505,783.35,16.80210124,0.021449035
20221221_134153,790,,506,783.58,16.77490911,0.021408036
20221221_134153,791,,507,783.62,16.75900482,0.021386648
20221221_134153,770,,508,783.55,16.74670177,0.021372857
20221221_134153,777,,509,783.3,16.82080242,0.021474279
20221221_134153,781,,510,783.27,16.84741685,0.02150908
20221221_134153,818,,511,783.14,16.94615358,0.021638728
20221221_134153,782,,512,783.26,16.97331239,0.021670087
20221221_134153,805,,513,782.69,16.75051333,0.02140121
20221221_134153,787,,514,782.62,16.7680432,0.021425523
20221221_134153,801,,515,782.21,16.71646802,0.021370819
20221221_134154,803,,516,781.93,16.86922666,0.021573832
20221221_134154,802,,517,781.66,16.77673955,0.021462963
20221221_134154,804,,518,781.58,16.69281585,0.021357783
20221221_134154,752,,519,781.34,16.56832807,0.021205017
20221221_134154,781,,520,781.24,16.46000356,0.021069074
20221221_134154,788,,521,781.49,16.19919876,0.020728607
20221221_134154,789,,522,781.62,16.24731835,0.020786723
20221221_134154,790,,523,781.91,16.61695313,0.021251747
20221221_134154,789,,524,781.87,16.60452354,0.021236936
20221221_134154,789,,525,782.29,17.32767682,0.02214994
20221221_134154,790,,526,782.63,17.78812168,0.022728648
20221221_134154,777,,527,782.68,17.8132172,0.022759259
20221221_134154,825,,528,782.72,17.83429904,0.02278503
20221221_134154,820,,529,782.92,17.88158581,0.022839608
20221221_134154,828,,530,782.55,17.37778391,0.022206612
20221221_134154,808,,531,782.21,16.96538067,0.021689036
20221221_134154,795,,532,781.58,16.40841125,0.020993899
20221221_134154,803,,533,781.3,16.19046982,0.020722475
20221221_134155,793,,534,781.23,16.14570963,0.020667037
20221221_134155,801,,535,781.08,16.01052684,0.020497935
20221221_134155,760,,536,781.16,16.09047651,0.020598183
20221221_134155,774,,537,780.97,15.96552789,0.020443203
20221221_134155,780,,538,781.28,15.85482114,0.020293392
20221221_134155,778,,539,781.36,15.83789089,0.020269646
20221221_134155,775,,540,781.32,15.84640927,0.020281587
20221221_134155,784,,541,781.37,15.84371589,0.020276842
20221221_134155,789,,542,781.44,15.8307462,0.020258428
20221221_134155,786,,543,781.66,16.01843635,0.020492844
20221221_134155,779,,544,781.52,16.01481637,0.020491883
20221221_134155,769,,545,781.62,16.07418408,0.020565216
20221221_134155,759,,546,781.68,16.07550367,0.020565326
20221221_134155,760,,547,781.9,16.05074025,0.020527868
20221221_134155,798,,548,782.34,16.01969747,0.020476644
20221221_134155,750,,549,782.54,15.86204414,0.020269947
20221221_134155,764,,550,782.14,15.97221072,0.020421166
20221221_134155,765,,551,782.48,15.639551,0.019987158
20221221_134156,771,,552,782.72,15.53690946,0.019849895
20221221_134156,757,,553,782.73,15.52570693,0.019835329
20221221_134156,771,,554,782.65,15.60715648,0.019941425
20221221_134156,778,,555,782.96,15.3990161,0.019667692
20221221_134156,785,,556,782.81,15.58858362,0.019913624
20221221_134156,758,,557,782.77,15.6061727,0.019937111
20221221_134156,773,,558,782.59,15.6838043,0.020040895
20221221_134156,781,,559,783.02,15.59200779,0.019912656
20221221_134156,794,,560,783.14,15.56025759,0.019869062
20221221_134156,760,,561,783.09,15.57522962,0.01988945
20221221_134156,779,,562,782.79,15.6516982,0.01999476
20221221_134156,781,,563,782.71,15.78920165,0.02017248
20221221_134156,764,,564,783,15.9854732,0.020415675
20221221_134156,805,,565,783.01,15.98452219,0.020414199
20221221_134156,782,,566,783.34,15.92864138,0.020334263
20221221_134156,783,,567,783.27,15.84766815,0.020232702
20221221_134156,791,,568,783.73,16.46597655,0.021009757
20221221_134156,767,,569,783.88,16.52746719,0.02108418
20221221_134157,781,,570,784.11,16.78557281,0.021407166
20221221_134157,806,,571,784.59,16.97657031,0.021637505
20221221_134157,807,,572,784.73,17.00436961,0.02166907
20221221_134157,798,,573,784.56,16.87405515,0.021507667
20221221_134157,815,,574,784.33,16.72115638,0.021319032
20221221_134157,790,,575,784.36,16.74859861,0.021353203
20221221_134157,790,,576,784.47,16.98630167,0.02165322
20221221_134157,771,,577,784.51,17.00415576,0.021674874
20221221_134157,780,,578,784.61,17.06606,0.02175101
20221221_134157,780,,579,785.03,17.24362274,0.021965559
20221221_134157,801,,580,785.1,17.2372043,0.021955425
20221221_134157,774,,581,785.16,17.22971359,0.021944207
20221221_134157,766,,582,784.59,17.63839648,0.022481037
20221221_134157,785,,583,784.71,17.6064124,0.02243684
20221221_134157,770,,584,784.64,17.69524276,0.022552053
20221221_134157,766,,585,784.36,17.90971747,0.022833543
20221221_134157,786,,586,784.55,17.85654112,0.022760233
20221221_134158,760,,587,784.69,17.76427865,0.022638594
20221221_134158,807,,588,784.98,18.02074002,0.022956942
20221221_134158,775,,589,785.31,17.86011583,0.022742759
20221221_134158,785,,590,785.23,17.77971549,0.022642685
20221221_134158,779,,591,785.25,17.76921353,0.022628734
20221221_134158,753,,592,785.05,17.88423774,0.022781017
20221221_134158,793,,593,785.05,17.88423774,0.022781017
20221221_134158,767,,594,785.33,17.59422254,0.022403604
20221221_134158,804,,595,785.1,17.64320913,0.022472563
20221221_134158,784,,596,785.29,17.54837182,0.022346358
20221221_134158,744,,597,785.35,17.62308805,0.022439789
20221221_134158,769,,598,785.14,17.76389483,0.02262513
20221221_134158,783,,599,785.34,17.40499174,0.022162365
20221221_134158,781,,600,785.39,17.36471227,0.022109668
20221221_134158,793,,601,785.27,17.42276173,0.02218697
20221221_134158,789,,602,785,17.69665836,0.022543514
20221221_134158,779,,603,784.6,17.9640494,0.022895806
20221221_134158,793,,604,784.28,18.1687266,0.023166123
20221221_134159,779,,605,784.34,18.16101942,0.023154524
20221221_134159,783,,606,784.14,18.17480774,0.023178014
20221221_134159,766,,607,783.89,18.41655766,0.023493804
20221221_134159,767,,608,783.61,18.64170138,0.023789514
20221221_134159,764,,609,783.55,18.7084894,0.023876574
20221221_134159,793,,610,783.59,18.6769966,0.023835165
20221221_134159,761,,611,783.51,18.77861184,0.023967291
20221221_134159,775,,612,783.17,18.9123737,0.024148491
20221221_134159,764,,613,783.19,18.88973587,0.02411897
20221221_134159,759,,614,783.41,18.92147249,0.024152707
20221221_134159,774,,615,783.38,18.95490662,0.024196312
20221221_134159,795,,616,783.7,18.80871279,0.023999889
20221221_134159,778,,617,783.52,18.98775788,0.024233916
20221221_134159,794,,618,783.39,18.9528362,0.02419336
20221221_134159,777,,619,783.4,18.9502272,0.024189721
20221221_134159,794,,620,783.22,18.93400554,0.024174568
20221221_134159,817,,621,783.46,19.006336,0.024259485
20221221_134159,785,,622,783.37,18.97720855,0.02422509
20221221_134200,832,,623,782.99,18.67504952,0.023850943
20221221_134200,823,,624,782.85,18.71226843,0.023902751
20221221_134200,794,,625,782.15,18.15609923,0.023213066
20221221_134200,794,,626,781.73,17.68115758,0.022617985
20221221_134200,797,,627,781.32,17.86813653,0.022869166
20221221_134200,788,,628,780.86,18.12862015,0.023216223
20221221_134200,786,,629,780.62,18.07156369,0.02315027
20221221_134200,765,,630,780.45,18.08139565,0.02316791
20221221_134200,780,,631,780.01,18.47602596,0.023686909
20221221_134200,788,,632,780.09,18.42763351,0.023622445
20221221_134200,788,,633,779.96,18.47407137,0.023685922
20221221_134200,801,,634,779.66,18.58544016,0.023837878
20221221_134200,782,,635,779.17,19.00454757,0.024390759
20221221_134200,791,,636,778.99,18.88053618,0.0242372
20221221_134200,782,,637,778.84,18.91593311,0.024287316
20221221_134200,776,,638,778.9,18.9643472,0.024347602
20221221_134200,783,,639,778.76,18.99288543,0.024388625
20221221_134200,782,,640,778.71,19.00680102,0.024408061
20221221_134201,806,,641,778.64,19.00373169,0.024406313
20221221_134201,775,,642,778.42,19.09158152,0.024526068
20221221_134201,796,,643,777.92,19.01656906,0.024445404
20221221_134201,785,,644,777.87,19.03089195,0.024465389
20221221_134201,791,,645,777.97,19.15300172,0.024619203
20221221_134201,803,,646,778.16,19.31698368,0.024823923
20221221_134201,780,,647,778.25,19.39820621,0.024925418
20221221_134201,758,,648,778.46,19.77878672,0.025407583
20221221_134201,784,,649,778.62,19.85593568,0.025501446
20221221_134201,788,,650,779.12,19.96070888,0.025619557
20221221_134201,766,,651,778.96,19.98530773,0.025656398
20221221_134201,763,,652,778.7,20.03557442,0.025729516
20221221_134201,788,,653,778.66,20.06515649,0.025768829
20221221_134201,756,,654,778.96,20.05291989,0.025743196
20221221_134201,774,,655,778.9,20.03456609,0.025721615
20221221_134201,767,,656,779.36,20.03155087,0.025702565
20221221_134201,801,,657,779.5,20.04263133,0.025712163
20221221_134202,785,,658,779.81,20.08703034,0.025758878
20221221_134202,776,,659,779.86,20.14644365,0.025833411
20221221_134202,764,,660,780.31,20.75576834,0.026599388
20221221_134202,752,,661,780.76,21.14553706,0.027083274
20221221_134202,808,,662,780.88,21.08342257,0.026999568
20221221_134202,782,,663,781.31,20.92637165,0.026783699
20221221_134202,797,,664,780.75,20.95419487,0.026838546
20221221_134202,798,,665,780.92,21.03324929,0.026933936
20221221_134202,828,,666,781.03,21.14665243,0.02707534
20221221_134202,798,,667,780.72,21.12257637,0.027055252
20221221_134202,814,,668,780.38,20.62154409,0.026425003
20221221_134202,815,,669,780.03,20.616486,0.026430376
20221221_134202,795,,670,779.83,20.3792601,0.026132952
20221221_134202,789,,671,779.31,20.13474559,0.025836632
20221221_134202,784,,672,779.34,20.16057759,0.025868783
20221221_134202,801,,673,779.42,20.21509587,0.025936075
20221221_134202,826,,674,779.36,20.21026842,0.025931878
20221221_134202,794,,675,779.02,20.12836583,0.02583806
20221221_134203,800,,676,778.72,19.63869608,0.025219201
20221221_134203,813,,677,778.34,19.70756918,0.02532
20221221_134203,787,,678,778.16,19.58958701,0.025174241
20221221_134203,786,,679,778.02,19.38706223,0.024918463
20221221_134203,744,,680,777.89,19.36981667,0.024900457
20221221_134203,786,,681,778.08,19.54258753,0.025116424
20221221_134203,759,,682,778.39,19.24005449,0.024717757
20221221_134203,757,,683,778.26,19.23203346,0.024711579
20221221_134203,789,,684,778.33,19.1738748,0.024634634
20221221_134203,780,,685,778.63,19.07118775,0.024493261
20221221_134203,815,,686,778.42,19.07146581,0.024500226
20221221_134203,793,,687,778.84,19.56275579,0.025117811
20221221_134203,799,,688,778.54,19.22982742,0.024699858
20221221_134203,777,,689,778.86,19.73256551,0.025335189
20221221_134203,765,,690,779.3,20.65517765,0.026504783
20221221_134203,779,,691,779.58,20.8128651,0.026697536
20221221_134203,781,,692,779.51,20.87407894,0.026778462
20221221_134203,770,,693,779.72,20.97428922,0.026899771
20221221_134204,786,,694,779.69,20.97458539,0.026901186
20221221_134204,810,,695,779.8,20.95208579,0.026868538
20221221_134204,763,,696,779.7,20.94605867,0.026864254
20221221_134204,764,,697,779.24,20.77834926,0.02666489
20221221_134204,774,,698,779.15,20.86869726,0.026783928
20221221_134204,771,,699,779.56,20.97055174,0.026900497
20221221_134204,754,,700,779.48,21.00720415,0.02695028
20221221_134204,753,,701,779.45,21.02157381,0.026969753
20221221_134204,757,,702,779.91,20.96225323,0.026877785
20221221_134204,785,,703,780.15,20.78770761,0.026645783
20221221_134204,773,,704,780.53,20.70741584,0.026529942
20221221_134204,754,,705,780.76,20.8845407,0.026748989
20221221_134204,755,,706,781.06,20.98716298,0.026870103
20221221_134204,760,,707,781.39,20.8161238,0.026639865
20221221_134204,771,,708,781.33,20.90143052,0.026751092
20221221_134204,756,,709,781.49,20.79748188,0.026612601
20221221_134204,759,,710,781.54,20.77800897,0.026585983
20221221_134204,763,,711,781.92,20.65330947,0.026413584
20221221_134205,797,,712,782.04,20.55341403,0.026281794
20221221_134205,761,,713,782.14,20.48405145,0.02618975
20221221_134205,791,,714,781.91,20.44460117,0.026147001
20221221_134205,756,,715,782.27,20.38956705,0.026064616
20221221_134205,782,,716,781.98,20.47021981,0.026177421
20221221_134205,779,,717,781.66,21.12025214,0.027019743
20221221_134205,776,,718,780.26,25.32002043,0.032450748
20221221_134205,801,,719,779.13,27.77894523,0.0356538
20221221_134205,785,,720,778.76,28.06598286,0.036039323
20221221_134205,779,,721,778.41,28.00400224,0.035975902
20221221_134205,771,,722,778.77,28.31919612,0.036364005
20221221_134205,762,,723,779.07,28.48010293,0.036556539
20221221_134205,781,,724,779.35,28.53754394,0.036617109
20221221_134205,753,,725,779.94,28.78405142,0.036905469
20221221_134205,748,,726,780.02,28.79814107,0.036919747
20221221_134205,773,,727,780.56,28.79264777,0.036887168
20221221_134205,771,,728,780.77,28.62888807,0.036667505
20221221_134206,742,,729,781.25,28.89842014,0.036989978
20221221_134206,773,,730,781.45,28.8959733,0.03697738
20221221_134206,767,,731,782.08,28.71337984,0.036714121
20221221_134206,758,,732,782.13,28.7017597,0.036696917
20221221_134206,739,,733,782.39,28.68107284,0.036658281
20221221_134206,783,,734,782.79,28.61633884,0.036556853
20221221_134206,767,,735,783.29,28.27830485,0.036101961
20221221_134206,797,,736,783.5,28.35400316,0.0361889
20221221_134206,768,,737,783.85,28.3642879,0.036185862
20221221_134206,771,,738,783.7,28.33368984,0.036153745
20221221_134206,776,,739,783.89,28.29101831,0.036090546
20221221_134206,760,,740,783.94,28.27241937,0.036064519
20221221_134206,756,,741,783.98,28.26390067,0.036051813
20221221_134206,770,,742,784.05,28.21253214,0.035983078
20221221_134206,806,,743,784.3,28.07187744,0.03579227
20221221_134206,804,,744,784.26,28.09529958,0.035823961
20221221_134206,800,,745,783.5,28.52590529,0.036408303
20221221_134206,824,,746,782.92,28.694025,0.036650009
20221221_134207,796,,747,782.81,28.64893567,0.03659756
20221221_134207,808,,748,782.95,28.88548445,0.036893141
20221221_134207,768,,749,783.34,29.32342119,0.037433836
20221221_134207,762,,750,783.51,29.51647203,0.037672106
20221221_134207,762,,751,783.87,29.54491701,0.037691093
20221221_134207,793,,752,784.18,29.47568078,0.037587902
20221221_134207,782,,753,784.47,29.39781308,0.037474745
20221221_134207,802,,754,784.48,29.40091389,0.03747822
20221221_134207,788,,755,784.57,29.40702005,0.037481703
20221221_134207,798,,756,784.51,29.37720376,0.037446564
20221221_134207,806,,757,784.83,29.58912406,0.037701316
20221221_134207,830,,758,785.11,29.84637264,0.03801553
20221221_134207,821,,759,785.48,30.33332667,0.038617567
20221221_134207,776,,760,785.39,30.21301312,0.038468803
20221221_134207,795,,761,785.24,30.07133606,0.038295726
20221221_134207,752,,762,785.65,30.22320167,0.038469041
20221221_134207,799,,763,785.85,30.35160123,0.038622639
20221221_134207,808,,764,786.35,30.19979764,0.038405033
20221221_134208,767,,765,786.14,30.18395453,0.038395139
20221221_134208,794,,766,786.02,30.11995546,0.038319579
20221221_134208,763,,767,786.2,30.05886481,0.038233102
20221221_134208,794,,768,786.12,30.04853986,0.038223859
20221221_134208,763,,769,786.29,29.96438795,0.038108571
20221221_134208,798,,770,786.29,29.96438795,0.038108571
20221221_134208,797,,771,786.82,30.01695817,0.038149714
20221221_134208,778,,772,787,30.13840129,0.0382953
20221221_134208,767,,773,787.35,30.45724773,0.038683238
20221221_134208,796,,774,787.52,30.45197577,0.038668194
20221221_134208,756,,775,788.1,30.60913576,0.038839152
20221221_134208,782,,776,788.3,30.72639112,0.038978043
20221221_134208,799,,777,789.03,30.81828625,0.039058447
20221221_134208,774,,778,789.02,30.82075255,0.039062068
20221221_134208,805,,779,788.88,30.80675513,0.039051256
20221221_134208,775,,780,789.24,30.84143874,0.039077389
20221221_134208,773,,781,788.95,30.82809128,0.039074835
20221221_134208,766,,782,788.91,30.84896246,0.039103272
20221221_134209,787,,783,788.71,31.01752356,0.039326905
20221221_134209,768,,784,788.75,30.99050849,0.039290661
20221221_134209,822,,785,788.52,31.0888203,0.0394268
20221221_134209,785,,786,788.78,31.02412877,0.039331789
20221221_134209,825,,787,788.62,30.89205056,0.039172289
20221221_134209,843,,788,788.58,30.89937399,0.039183563
20221221_134209,805,,789,788.33,30.70223728,0.03894592
20221221_134209,758,,790,787.93,30.23986766,0.038378876
20221221_134209,800,,791,787.93,30.23986766,0.038378876
20221221_134209,778,,792,788.33,30.10421461,0.038187326
20221221_134209,781,,793,788.11,30.09845628,0.038190679
20221221_134209,776,,794,788.04,30.1303297,0.038234518
20221221_134209,764,,795,788.1,30.12214193,0.038221218
20221221_134209,754,,796,788.12,30.11468986,0.038210793
20221221_134209,805,,797,788.32,30.01914541,0.038079898
20221221_134209,766,,798,788.49,29.87059464,0.037883289
20221221_134209,768,,799,787.94,30.06921981,0.038161814
20221221_134210,800,,800,788.37,30.05975698,0.038128997
20221221_134210,777,,801,788.62,29.99251759,0.038031647
20221221_134210,795,,802,788.32,30.02755637,0.038090568
20221221_134210,808,,803,788.42,30.00612059,0.038058548
20221221_134210,803,,804,788.08,30.12320827,0.038223541
20221221_134210,787,,805,787.63,30.15872321,0.03829047
20221221_134210,749,,806,787.59,30.14077911,0.038269632
20221221_134210,776,,807,787.46,30.17136913,0.038314796
20221221_134210,776,,808,788,29.95855723,0.038018474
20221221_134210,794,,809,788.04,29.94504057,0.037999392
20221221_134210,771,,810,788.14,29.92111514,0.037964213
