Time,CameraA Max
20221219_114027,57
20221219_114027,58
20221219_114028,61
20221219_114028,49
20221219_114028,52
20221219_114028,53
20221219_114028,54
20221219_114028,59
20221219_114028,58
20221219_114028,54
20221219_114028,59
20221219_114028,56
20221219_114028,59
20221219_114028,58
20221219_114028,54
20221219_114028,51
20221219_114028,50
20221219_114028,59
20221219_114028,50
20221219_114028,63
20221219_114029,63
20221219_114029,61
20221219_114029,54
20221219_114029,53
20221219_114029,65
20221219_114029,58
20221219_114029,63
20221219_114029,59
20221219_114029,47
20221219_114029,53
20221219_114029,57
20221219_114029,51
20221219_114029,61
20221219_114029,51
20221219_114029,52
20221219_114029,57
20221219_114029,55
20221219_114029,53
20221219_114030,59
20221219_114030,61
20221219_114030,57
20221219_114030,62
20221219_114030,52
20221219_114030,59
20221219_114030,62
20221219_114030,54
20221219_114030,62
20221219_114030,53
20221219_114030,61
20221219_114030,51
20221219_114030,48
20221219_114030,56
20221219_114030,66
20221219_114030,51
20221219_114030,57
20221219_114030,55
20221219_114031,62
20221219_114031,61
20221219_114031,47
20221219_114031,56
20221219_114031,55
20221219_114031,50
20221219_114031,57
20221219_114031,56
20221219_114031,55
20221219_114031,55
20221219_114031,52
20221219_114031,59
20221219_114031,54
20221219_114031,52
20221219_114031,55
20221219_114031,62
20221219_114031,53
20221219_114032,45
20221219_114032,51
20221219_114032,62
20221219_114032,56
20221219_114032,54
20221219_114032,51
20221219_114032,51
20221219_114032,54
20221219_114032,59
20221219_114032,48
20221219_114032,59
20221219_114032,57
20221219_114032,59
20221219_114032,53
20221219_114032,53
20221219_114032,55
20221219_114032,54
20221219_114032,49
20221219_114033,54
20221219_114033,61
20221219_114033,54
20221219_114033,54
20221219_114033,50
20221219_114033,53
20221219_114033,61
20221219_114033,58
20221219_114033,54
20221219_114033,58
20221219_114033,54
20221219_114033,56
20221219_114033,50
20221219_114033,51
20221219_114033,59
20221219_114033,55
20221219_114033,57
20221219_114033,49
20221219_114034,57
20221219_114034,55
20221219_114034,52
20221219_114034,54
20221219_114034,54
20221219_114034,58
20221219_114034,54
20221219_114034,55
20221219_114034,53
20221219_114034,52
20221219_114034,61
20221219_114034,54
20221219_114034,58
20221219_114034,58
20221219_114034,58
20221219_114034,53
20221219_114034,53
20221219_114034,59
20221219_114035,55
20221219_114035,56
20221219_114035,64
