Time,CameraA Max
20221219_112721,7
20221219_112722,5
20221219_112722,4
20221219_112722,6
20221219_112722,6
20221219_112722,6
20221219_112722,9
20221219_112722,6
20221219_112722,5
20221219_112722,9
20221219_112722,9
20221219_112722,8
20221219_112722,5
20221219_112722,7
20221219_112722,9
20221219_112722,7
20221219_112722,8
20221219_112722,6
20221219_112722,8
20221219_112723,2
20221219_112723,6
20221219_112723,8
20221219_112723,4
20221219_112723,5
20221219_112723,7
20221219_112723,5
20221219_112723,7
20221219_112723,6
20221219_112723,9
20221219_112723,7
20221219_112723,6
20221219_112723,5
20221219_112723,6
20221219_112723,11
20221219_112723,9
20221219_112723,9
20221219_112723,6
20221219_112724,5
20221219_112724,7
20221219_112724,8
20221219_112724,7
20221219_112724,8
20221219_112724,6
20221219_112724,9
20221219_112724,8
20221219_112724,7
20221219_112724,6
20221219_112724,9
20221219_112724,8
20221219_112724,6
20221219_112724,9
20221219_112724,9
20221219_112724,6
20221219_112724,4
20221219_112724,7
20221219_112725,9
20221219_112725,10
20221219_112725,7
20221219_112725,4
20221219_112725,7
20221219_112725,7
20221219_112725,8
20221219_112725,6
20221219_112725,6
20221219_112725,7
20221219_112725,6
20221219_112725,6
20221219_112725,7
20221219_112725,7
20221219_112725,7
20221219_112725,7
20221219_112725,7
20221219_112725,5
20221219_112726,9
20221219_112726,9
20221219_112726,5
20221219_112726,5
20221219_112726,8
20221219_112726,6
20221219_112726,7
20221219_112726,7
20221219_112726,8
20221219_112726,8
20221219_112726,10
20221219_112726,7
20221219_112726,7
20221219_112726,10
20221219_112726,8
20221219_112726,6
20221219_112726,4
20221219_112727,7
20221219_112727,6
20221219_112727,8
20221219_112727,7
20221219_112727,6
20221219_112727,5
20221219_112727,8
20221219_112727,6
20221219_112727,5
20221219_112727,5
20221219_112727,4
20221219_112727,7
20221219_112727,5
20221219_112727,4
20221219_112727,12
20221219_112727,6
20221219_112727,7
20221219_112727,9
20221219_112728,7
20221219_112728,6
20221219_112728,7
20221219_112728,7
20221219_112728,7
20221219_112728,6
20221219_112728,7
20221219_112728,7
20221219_112728,9
20221219_112728,7
20221219_112728,7
20221219_112728,4
20221219_112728,8
20221219_112728,7
20221219_112728,8
20221219_112728,6
20221219_112728,7
20221219_112728,4
20221219_112729,6
20221219_112729,7
20221219_112729,8
20221219_112729,8
20221219_112729,10
20221219_112729,6
20221219_112729,6
20221219_112729,8
20221219_112729,7
20221219_112729,6
20221219_112729,9
20221219_112729,9
20221219_112729,5
20221219_112729,8
20221219_112729,8
20221219_112729,4
20221219_112729,10
20221219_112729,5
20221219_112730,6
20221219_112730,7
20221219_112730,5
20221219_112730,8
20221219_112730,7
20221219_112730,7
20221219_112730,7
20221219_112730,6
20221219_112730,9
20221219_112730,8
20221219_112730,7
20221219_112730,7
20221219_112730,7
20221219_112730,7
20221219_112730,7
20221219_112730,8
20221219_112730,7
20221219_112730,9
20221219_112731,5
20221219_112731,6
20221219_112731,6
20221219_112731,8
20221219_112731,6
20221219_112731,8
20221219_112731,9
20221219_112731,10
20221219_112731,6
20221219_112731,5
20221219_112731,5
20221219_112731,7
20221219_112731,8
20221219_112731,7
20221219_112731,6
20221219_112731,8
20221219_112731,6
20221219_112732,9
20221219_112732,5
20221219_112732,6
20221219_112732,7
20221219_112732,7
20221219_112732,6
20221219_112732,5
20221219_112732,4
20221219_112732,6
20221219_112732,6
20221219_112732,7
20221219_112732,8
20221219_112732,8
20221219_112732,7
20221219_112732,8
20221219_112732,6
20221219_112732,8
20221219_112732,7
20221219_112733,7
20221219_112733,8
20221219_112733,4
20221219_112733,8
20221219_112733,3
20221219_112733,7
20221219_112733,9
20221219_112733,8
20221219_112733,10
20221219_112733,5
