Time,CameraA Max,CameraA Mean,CameraB Max,CameraB Mean
20221022_120709,73,73,135,135
20221022_120709,70,71,138,136
20221022_120709,71,71,138,137
20221022_120710,76,72,153,141
20221022_120710,72,72,132,139
20221022_120710,67,71,140,139
20221022_120710,70,71,144,140
20221022_120710,70,71,146,140
20221022_120710,75,71,141,140
20221022_120710,79,72,143,141
20221022_120710,73,72,134,140
20221022_120710,72,72,144,140
20221022_120710,78,72,134,140
20221022_120710,74,72,141,140
20221022_120711,69,72,143,140
20221022_120711,76,72,141,140
20221022_120711,76,73,134,140
20221022_120711,70,72,137,139
20221022_120711,77,73,145,140
20221022_120711,67,72,151,140
20221022_120711,75,72,153,141
20221022_120711,70,72,138,141
20221022_120711,78,72,144,141
20221022_120711,71,72,143,141
20221022_120711,71,72,135,141
20221022_120712,68,72,141,141
20221022_120712,72,72,159,141
20221022_120712,74,72,147,141
20221022_120712,69,72,157,142
20221022_120712,74,72,147,142
20221022_120712,72,72,147,142
20221022_120712,79,72,150,142
20221022_120712,75,72,152,143
20221022_120712,68,72,145,143
20221022_120712,69,72,148,143
20221022_120713,75,72,143,143
20221022_120713,76,72,141,143
20221022_120713,68,72,141,143
20221022_120713,73,72,144,143
20221022_120713,71,72,146,143
20221022_120713,74,72,144,143
20221022_120713,76,72,144,143
20221022_120713,72,72,154,143
20221022_120713,65,72,147,143
20221022_120713,66,72,139,143
20221022_120713,66,72,139,143
20221022_120714,76,72,144,143
20221022_120714,88,72,137,143
20221022_120714,77,72,140,143
20221022_120714,75,72,138,143
20221022_120714,75,72,149,143
20221022_120714,73,72,140,143
20221022_120714,71,72,149,143
20221022_120714,73,72,150,143
20221022_120714,69,72,141,143
20221022_120714,74,72,153,144
20221022_120714,76,72,150,144
20221022_120715,76,73,138,144
20221022_120715,74,73,149,144
20221022_120715,83,73,141,144
20221022_120715,78,73,141,144
20221022_120715,74,73,147,144
20221022_120715,67,73,145,144
20221022_120715,74,73,133,144
20221022_120715,76,73,139,144
20221022_120715,73,73,143,144
20221022_120715,80,73,145,144
20221022_120715,76,73,138,144
20221022_120716,71,73,149,144
20221022_120716,76,73,151,144
20221022_120716,76,73,144,144
20221022_120716,71,73,149,144
20221022_120716,71,73,160,145
20221022_120716,74,73,148,145
20221022_120716,70,73,140,145
20221022_120716,77,73,136,145
20221022_120716,75,73,145,145
20221022_120716,74,73,146,144
20221022_120716,84,73,156,145
20221022_120717,73,73,138,144
20221022_120717,69,73,154,144
20221022_120717,70,73,138,144
20221022_120717,79,73,144,144
20221022_120717,73,73,146,144
20221022_120717,77,73,147,144
20221022_120717,75,74,144,144
20221022_120717,70,73,144,144
20221022_120717,74,73,149,144
20221022_120717,77,74,143,144
20221022_120718,78,74,145,144
20221022_120718,75,74,147,144
20221022_120718,84,74,137,144
20221022_120718,74,74,147,144
20221022_120718,83,74,147,144
20221022_120718,76,74,148,144
20221022_120718,80,75,161,144
20221022_120718,78,75,155,145
20221022_120718,75,75,150,145
20221022_120718,73,75,150,145
20221022_120718,76,75,164,146
20221022_120719,77,75,157,146
20221022_120719,71,74,148,146
20221022_120719,79,75,145,146
20221022_120719,75,75,154,146
20221022_120719,65,75,154,146
20221022_120719,78,75,144,146
20221022_120719,84,75,137,146
20221022_120719,79,75,147,146
20221022_120719,74,75,148,146
20221022_120719,74,75,152,146
20221022_120719,80,75,152,146
20221022_120720,71,75,155,147
20221022_120720,72,75,139,147
20221022_120720,85,75,145,147
20221022_120720,77,75,132,146
20221022_120720,75,75,139,146
20221022_120720,82,75,149,147
20221022_120720,79,75,151,147
20221022_120720,78,75,153,147
20221022_120720,69,75,150,147
20221022_120720,77,75,137,147
20221022_120720,71,75,149,147
20221022_120721,73,75,143,147
20221022_120721,83,75,146,146
20221022_120721,77,75,156,147
20221022_120721,70,75,156,147
20221022_120721,77,75,148,147
20221022_120721,82,76,163,148
20221022_120721,84,76,148,148
20221022_120721,77,76,148,147
20221022_120721,73,76,138,147
20221022_120721,78,76,155,147
20221022_120721,75,76,149,148
20221022_120722,75,76,155,148
20221022_120722,78,76,137,148
20221022_120722,74,76,151,148
20221022_120722,72,76,136,148
20221022_120722,80,76,155,148
20221022_120722,83,76,150,148
20221022_120722,74,76,146,148
20221022_120722,78,76,155,148
20221022_120722,75,76,151,148
20221022_120722,73,76,129,148
20221022_120723,76,76,145,148
20221022_120723,79,76,148,148
20221022_120723,79,76,148,148
20221022_120723,74,76,154,148
20221022_120723,74,76,149,148
20221022_120723,79,76,149,148
20221022_120723,73,76,159,148
20221022_120723,74,76,153,148
20221022_120723,82,76,143,147
20221022_120723,72,76,153,148
20221022_120723,79,76,149,148
20221022_120724,77,76,151,148
20221022_120724,64,76,149,147
20221022_120724,75,76,141,147
20221022_120724,83,76,148,148
20221022_120724,76,76,144,148
20221022_120724,78,76,147,148
20221022_120724,65,76,153,148
20221022_120724,82,76,153,148
20221022_120724,74,76,150,147
20221022_120724,87,76,144,148
20221022_120724,65,76,160,148
20221022_120725,78,76,151,148
20221022_120725,78,76,149,148
20221022_120725,70,76,151,148
20221022_120725,71,75,154,149
20221022_120725,85,76,147,148
20221022_120725,68,76,145,148
20221022_120725,74,75,152,149
20221022_120725,74,76,145,149
20221022_120725,72,75,151,149
20221022_120725,70,75,153,149
20221022_120725,76,75,153,149
20221022_120726,77,75,153,149
20221022_120726,76,75,157,149
20221022_120726,76,75,155,149
20221022_120726,77,75,151,149
20221022_120726,80,75,144,149
20221022_120726,68,75,139,149
20221022_120726,77,75,151,149
20221022_120726,76,75,148,149
20221022_120726,75,75,149,148
20221022_120726,70,75,158,149
20221022_120726,75,75,140,149
20221022_120727,73,75,140,149
20221022_120727,79,75,146,149
20221022_120727,73,75,154,149
20221022_120727,77,75,152,149
20221022_120727,73,75,151,149
20221022_120727,84,75,145,149
20221022_120727,79,75,144,149
20221022_120727,76,75,153,149
20221022_120727,71,75,153,149
20221022_120727,78,75,148,149
20221022_120727,80,75,152,149
20221022_120728,75,75,137,149
20221022_120728,83,75,150,149
20221022_120728,70,75,136,148
20221022_120728,71,75,139,148
20221022_120728,74,75,153,148
20221022_120728,78,75,149,148
20221022_120728,80,75,147,148
20221022_120728,72,75,149,148
20221022_120728,80,75,153,148
20221022_120729,82,87,159,149
20221022_120729,74,87,145,149
20221022_120729,73,87,156,149
20221022_120729,82,87,146,149
20221022_120729,78,87,140,148
20221022_120729,83,87,153,149
20221022_120729,80,87,141,148
20221022_120729,76,87,152,148
20221022_120729,82,87,147,148
20221022_120729,82,87,155,148
20221022_120729,78,88,153,148
20221022_120730,76,88,135,148
20221022_120730,83,88,154,148
20221022_120730,80,88,145,148
20221022_120730,70,88,151,148
20221022_120730,78,88,145,148
20221022_120730,85,88,149,148
20221022_120730,79,88,150,148
20221022_120730,78,88,153,148
20221022_120730,76,88,141,148
20221022_120730,74,88,141,147
20221022_120730,79,88,145,147
20221022_120731,78,88,146,147
20221022_120731,69,88,151,147
20221022_120731,73,88,136,147
20221022_120731,70,88,143,147
20221022_120731,79,88,152,147
20221022_120731,68,88,135,147
20221022_120731,75,88,141,147
20221022_120731,74,88,152,147
20221022_120731,84,88,156,147
20221022_120731,80,88,151,147
20221022_120731,76,88,145,147
20221022_120732,72,88,153,147
20221022_120732,83,89,157,147
20221022_120732,74,88,148,147
20221022_120732,78,88,144,147
20221022_120732,83,88,141,147
20221022_120732,71,88,157,147
20221022_120732,82,89,157,147
20221022_120732,74,88,154,147
20221022_120732,77,88,154,148
20221022_120732,76,88,144,148
20221022_120733,78,88,147,148
20221022_120733,79,89,145,148
20221022_120733,90,89,148,148
20221022_120733,79,89,145,148
20221022_120733,82,89,155,148
20221022_120733,75,89,150,148
20221022_120733,73,89,151,148
20221022_120733,84,77,149,148
20221022_120733,79,77,155,148
20221022_120733,77,77,154,148
20221022_120733,79,77,149,148
20221022_120734,70,77,141,148
20221022_120734,84,77,144,148
20221022_120734,78,77,136,147
20221022_120734,84,77,150,148
20221022_120734,70,77,145,147
20221022_120734,76,77,148,147
20221022_120734,75,77,152,147
20221022_120734,80,77,152,147
20221022_120734,70,77,144,148
20221022_120734,72,77,153,148
20221022_120734,80,77,154,148
20221022_120735,82,77,147,148
20221022_120735,79,77,156,148
20221022_120735,74,77,151,148
20221022_120735,80,77,151,148
20221022_120735,79,77,151,148
20221022_120735,75,77,158,148
20221022_120735,76,77,137,148
20221022_120735,76,77,156,148
20221022_120735,82,77,152,148
20221022_120735,73,77,155,149
20221022_120735,74,77,164,149
20221022_120736,72,77,161,149
20221022_120736,74,77,152,149
20221022_120736,70,77,153,150
20221022_120736,76,77,152,150
20221022_120736,77,77,163,150
20221022_120736,78,77,155,150
20221022_120736,87,77,156,150
20221022_120736,75,77,149,150
20221022_120736,75,77,152,150
20221022_120736,80,77,138,150
20221022_120736,76,77,154,150
20221022_120737,84,77,146,150
20221022_120737,88,77,151,150
20221022_120737,74,77,148,150
20221022_120737,84,77,152,150
20221022_120737,73,77,158,150
20221022_120737,84,77,157,150
20221022_120737,79,77,149,150
20221022_120737,74,77,153,150
20221022_120737,84,77,152,151
20221022_120737,77,77,156,151
20221022_120738,68,77,158,151
20221022_120738,71,77,157,151
20221022_120738,74,77,156,151
20221022_120738,72,77,143,151
20221022_120738,75,76,150,151
20221022_120738,80,76,164,151
20221022_120738,76,76,158,151
20221022_120738,75,76,154,151
20221022_120738,72,76,154,152
20221022_120738,80,76,145,152
20221022_120738,76,76,151,152
20221022_120739,78,76,150,152
20221022_120739,73,76,146,152
20221022_120739,82,76,153,152
20221022_120739,76,76,149,152
20221022_120739,83,76,147,152
20221022_120739,79,77,147,152
20221022_120739,76,77,149,152
20221022_120739,80,77,152,152
20221022_120739,76,77,161,152
20221022_120739,84,77,159,152
20221022_120739,80,77,146,152
20221022_120740,87,77,150,152
20221022_120740,79,77,151,152
20221022_120740,78,77,149,152
20221022_120740,70,77,158,152
20221022_120740,82,77,156,152
20221022_120740,75,77,155,152
20221022_120740,77,77,159,152
20221022_120740,84,77,154,152
20221022_120740,84,77,137,152
20221022_120740,78,77,137,151
20221022_120740,79,78,150,151
20221022_120741,71,78,148,151
20221022_120741,78,78,153,151
20221022_120741,80,78,151,151
20221022_120741,80,77,155,151
20221022_120741,84,78,153,151
20221022_120741,78,78,152,151
20221022_120741,75,78,155,151
20221022_120741,84,78,153,151
20221022_120741,87,78,153,152
20221022_120741,83,78,153,152
20221022_120741,83,78,139,151
20221022_120742,84,78,148,151
20221022_120742,72,78,164,151
20221022_120742,73,78,148,151
20221022_120742,76,78,154,151
20221022_120742,75,78,148,151
20221022_120742,78,77,152,151
20221022_120742,78,78,151,151
20221022_120742,78,78,152,151
20221022_120742,77,78,156,151
20221022_120742,75,78,156,151
20221022_120743,82,78,157,151
20221022_120743,72,78,159,151
20221022_120743,78,78,147,151
20221022_120743,78,78,149,151
20221022_120743,80,78,149,151
20221022_120743,74,78,165,151
20221022_120743,79,78,152,151
20221022_120743,86,78,149,151
20221022_120743,75,78,154,151
20221022_120743,79,78,158,152
20221022_120743,76,78,154,152
20221022_120744,73,78,140,151
20221022_120744,74,78,153,151
20221022_120744,75,78,152,152
20221022_120744,83,78,164,152
20221022_120744,83,78,148,152
20221022_120744,74,78,161,152
20221022_120744,79,78,152,152
20221022_120744,83,78,144,152
20221022_120744,79,78,148,152
20221022_120744,79,78,150,152
20221022_120744,73,78,159,152
20221022_120745,76,78,150,152
20221022_120745,76,78,148,151
20221022_120745,85,78,159,152
20221022_120745,79,78,160,152
20221022_120745,79,78,146,151
20221022_120745,85,78,157,152
20221022_120745,86,78,164,152
20221022_120745,77,78,153,152
20221022_120745,78,78,153,152
20221022_120745,80,78,161,153
20221022_120745,82,78,150,153
20221022_120746,85,78,159,153
20221022_120746,89,78,152,153
20221022_120746,74,78,165,153
20221022_120746,76,78,136,153
20221022_120746,75,78,158,153
20221022_120746,84,78,153,153
20221022_120746,72,78,154,153
20221022_120746,75,78,160,153
20221022_120746,75,78,149,153
20221022_120746,80,78,161,153
20221022_120746,84,78,154,153
20221022_120747,77,78,151,153
20221022_120747,74,78,155,153
20221022_120747,77,78,154,153
20221022_120747,82,78,155,153
20221022_120747,75,78,154,153
20221022_120747,77,78,148,153
20221022_120747,76,78,156,153
20221022_120747,80,78,153,153
20221022_120747,87,78,157,153
20221022_120747,77,78,149,153
20221022_120748,83,78,151,153
20221022_120748,85,78,153,153
20221022_120748,79,79,147,153
20221022_120748,75,78,160,153
20221022_120748,79,78,155,153
20221022_120748,67,78,156,153
20221022_120748,89,78,152,153
20221022_120748,86,79,149,153
20221022_120748,76,79,151,153
20221022_120748,82,79,150,153
20221022_120748,79,79,152,153
20221022_120749,80,79,153,153
20221022_120749,77,79,160,153
20221022_120749,84,79,147,153
20221022_120749,78,79,155,153
20221022_120749,85,79,140,153
20221022_120749,88,79,151,153
20221022_120749,71,79,147,153
20221022_120749,86,79,146,153
20221022_120749,75,79,151,153
20221022_120749,76,79,148,153
20221022_120749,75,79,148,152
20221022_120750,79,79,157,152
20221022_120750,72,79,160,153
20221022_120750,82,79,148,152
20221022_120750,84,79,145,152
20221022_120750,75,79,149,152
20221022_120750,83,79,153,152
20221022_120750,82,79,164,152
20221022_120750,78,79,157,152
20221022_120750,85,79,152,152
20221022_120750,76,78,157,152
20221022_120750,77,79,157,152
20221022_120751,82,79,156,152
20221022_120751,76,79,150,152
20221022_120751,75,79,147,152
20221022_120751,82,79,141,152
20221022_120751,86,79,152,152
20221022_120751,76,79,154,152
20221022_120751,78,79,153,152
20221022_120751,83,79,156,152
20221022_120751,82,79,147,152
20221022_120751,86,79,156,152
20221022_120751,74,79,154,152
20221022_120752,73,79,147,151
20221022_120752,70,79,152,151
20221022_120752,79,79,146,151
20221022_120752,73,79,152,151
20221022_120752,71,79,159,151
20221022_120752,80,79,159,151
20221022_120752,77,79,147,151
20221022_120752,72,78,151,151
20221022_120752,82,78,160,152
20221022_120752,73,78,152,152
20221022_120753,79,78,148,151
20221022_120753,83,78,155,151
20221022_120753,80,79,154,151
20221022_120753,80,78,152,151
20221022_120753,74,78,157,152
20221022_120753,75,78,150,152
20221022_120753,68,78,156,152
20221022_120753,74,78,155,152
20221022_120753,72,78,141,151
20221022_120753,80,78,156,151
20221022_120753,78,78,150,151
20221022_120754,76,78,155,151
20221022_120754,71,77,155,152
20221022_120754,76,77,151,152
20221022_120754,70,77,155,152
20221022_120754,78,77,153,152
20221022_120754,76,77,154,152
20221022_120754,80,77,151,152
20221022_120754,78,77,156,152
20221022_120754,82,77,164,152
20221022_120754,79,77,150,152
20221022_120754,86,77,150,152
20221022_120755,79,77,155,153
20221022_120755,82,77,153,153
20221022_120755,77,77,153,153
20221022_120755,80,77,158,152
20221022_120755,74,77,151,152
20221022_120755,84,77,145,152
20221022_120755,70,77,156,152
20221022_120755,86,77,158,152
20221022_120755,77,77,154,152
20221022_120755,80,77,156,152
20221022_120755,75,77,147,152
20221022_120756,80,77,151,152
20221022_120756,86,77,155,153
20221022_120756,75,77,146,152
20221022_120756,80,77,158,152
20221022_120756,73,77,149,152
20221022_120756,79,77,155,153
20221022_120756,69,76,152,152
20221022_120756,82,77,154,152
20221022_120756,76,77,152,153
20221022_120756,84,77,156,153
20221022_120757,79,77,155,153
20221022_120757,79,77,154,153
20221022_120757,84,77,156,153
20221022_120757,78,77,154,153
20221022_120757,86,77,155,153
20221022_120757,79,78,158,153
20221022_120757,79,78,155,153
20221022_120757,82,78,148,153
20221022_120757,71,78,154,153
20221022_120757,71,77,151,153
20221022_120757,80,77,155,153
20221022_120758,82,77,150,153
20221022_120758,80,77,151,153
20221022_120758,76,78,155,153
20221022_120758,75,78,161,153
20221022_120758,77,78,159,153
20221022_120758,74,78,155,153
20221022_120758,80,78,145,153
20221022_120758,72,78,153,153
20221022_120758,79,78,148,153
20221022_120758,80,78,148,153
20221022_120758,85,78,153,153
20221022_120759,86,78,156,153
20221022_120759,84,78,165,153
20221022_120759,75,78,149,153
20221022_120759,82,78,151,153
20221022_120759,84,79,154,153
20221022_120759,77,79,150,153
20221022_120759,89,79,163,153
20221022_120759,83,79,150,153
20221022_120759,79,79,155,153
20221022_120759,83,79,160,153
20221022_120759,76,79,154,153
20221022_120800,71,78,152,153
20221022_120800,84,79,151,153
20221022_120800,87,79,150,153
20221022_120800,84,79,151,153
20221022_120800,78,79,161,153
20221022_120800,74,79,154,153
20221022_120800,85,79,152,153
20221022_120800,76,79,161,153
20221022_120800,84,79,155,153
20221022_120800,79,79,155,153
20221022_120801,89,79,152,153
20221022_120801,87,79,158,153
20221022_120801,85,79,152,153
20221022_120801,75,79,147,153
20221022_120801,82,80,153,153
20221022_120801,78,80,147,153
20221022_120801,85,80,166,153
20221022_120801,66,79,158,154
20221022_120801,82,79,155,154
20221022_120801,82,80,150,153
20221022_120801,78,79,150,153
20221022_120802,76,79,161,153
20221022_120802,84,79,160,154
20221022_120802,88,80,160,154
20221022_120802,82,80,151,154
20221022_120802,76,79,152,154
20221022_120802,67,79,151,154
20221022_120802,84,80,157,154
20221022_120802,76,80,145,153
20221022_120802,87,80,156,154
20221022_120802,80,80,152,154
20221022_120802,78,80,149,153
20221022_120803,76,80,156,153
20221022_120803,79,80,152,153
20221022_120803,77,80,155,153
20221022_120803,86,80,164,154
20221022_120803,74,80,148,154
20221022_120803,79,80,163,154
20221022_120803,78,80,152,154
20221022_120803,70,80,155,154
20221022_120803,84,80,160,154
20221022_120803,80,80,147,154
20221022_120803,78,80,154,154
20221022_120804,80,80,156,154
20221022_120804,74,79,159,154
20221022_120804,90,80,159,154
20221022_120804,80,79,152,154
20221022_120804,78,79,159,154
20221022_120804,68,79,150,154
20221022_120804,76,79,148,154
20221022_120804,72,79,158,154
20221022_120804,79,79,150,154
20221022_120804,75,79,160,154
20221022_120804,82,79,150,154
20221022_120805,76,79,147,154
20221022_120805,80,79,165,154
20221022_120805,78,79,151,154
20221022_120805,86,79,160,154
20221022_120805,80,79,145,154
20221022_120805,79,79,151,154
20221022_120805,87,79,154,154
20221022_120805,76,79,155,154
20221022_120805,87,79,160,154
20221022_120805,80,79,163,154
20221022_120806,73,78,157,154
20221022_120806,83,79,154,154
20221022_120806,86,79,164,155
20221022_120806,76,78,168,155
20221022_120806,83,79,153,154
20221022_120806,79,79,170,155
20221022_120806,79,79,156,155
20221022_120806,76,79,156,155
20221022_120806,85,79,161,155
20221022_120806,82,79,146,155
20221022_120806,80,79,150,155
20221022_120807,79,79,153,155
20221022_120807,77,79,159,155
20221022_120807,78,79,153,155
20221022_120807,85,79,152,155
20221022_120807,84,79,149,155
20221022_120807,78,79,154,155
20221022_120807,83,79,151,155
20221022_120807,77,79,159,155
20221022_120807,82,79,164,155
20221022_120807,86,79,150,155
20221022_120807,76,79,165,155
20221022_120808,83,79,153,155
20221022_120808,84,79,154,155
20221022_120808,88,79,146,155
20221022_120808,83,80,154,155
20221022_120808,75,80,168,155
20221022_120808,77,79,161,155
20221022_120808,88,80,155,155
20221022_120808,80,80,164,155
20221022_120808,79,80,149,155
20221022_120808,80,80,155,155
20221022_120808,73,79,147,155
20221022_120809,73,79,156,155
20221022_120809,77,79,143,155
20221022_120809,84,80,147,155
20221022_120809,84,80,157,155
20221022_120809,88,80,160,155
20221022_120809,75,80,161,155
20221022_120809,83,80,150,155
20221022_120809,91,80,161,155
20221022_120809,74,80,149,155
20221022_120809,78,80,155,155
20221022_120809,80,80,158,155
20221022_120810,75,80,155,155
20221022_120810,83,80,160,155
20221022_120810,78,80,160,155
20221022_120810,77,80,163,156
20221022_120810,79,80,156,156
20221022_120810,78,80,160,156
20221022_120810,79,80,156,156
20221022_120810,80,80,158,156
20221022_120810,77,80,158,156
20221022_120810,78,80,150,155
20221022_120810,82,80,156,155
20221022_120811,79,80,158,155
20221022_120811,76,80,149,155
20221022_120811,78,80,152,155
20221022_120811,76,80,159,155
20221022_120811,82,80,164,155
20221022_120811,85,80,163,155
20221022_120811,76,80,158,155
20221022_120811,82,80,154,155
20221022_120811,78,80,155,155
20221022_120811,77,80,146,155
20221022_120812,79,79,157,155
20221022_120812,82,79,150,155
20221022_120812,77,79,161,155
20221022_120812,85,79,168,156
20221022_120812,86,80,157,156
20221022_120812,82,80,149,155
20221022_120812,84,80,148,155
20221022_120812,76,80,166,155
20221022_120812,84,80,164,156
20221022_120812,83,80,157,156
20221022_120812,79,79,152,156
20221022_120813,72,79,151,156
20221022_120813,88,79,156,155
20221022_120813,85,80,164,156
20221022_120813,86,80,150,155
20221022_120813,79,80,155,155
20221022_120813,86,80,150,155
20221022_120813,88,80,153,155
20221022_120813,86,80,156,155
20221022_120813,77,80,159,155
20221022_120813,80,80,157,156
20221022_120813,77,80,155,156
20221022_120814,77,80,150,156
20221022_120814,80,80,155,156
20221022_120814,78,80,154,156
20221022_120814,76,80,159,156
20221022_120814,78,79,156,156
20221022_120814,77,80,153,156
20221022_120814,75,79,158,156
20221022_120814,76,79,150,156
20221022_120814,79,79,152,156
20221022_120814,82,79,148,155
20221022_120814,75,79,160,155
20221022_120815,79,79,157,155
20221022_120815,87,80,156,155
20221022_120815,79,80,153,155
20221022_120815,72,79,158,155
20221022_120815,76,79,164,155
20221022_120815,75,79,146,155
20221022_120815,82,79,155,155
20221022_120815,75,79,159,155
20221022_120815,87,79,158,155
20221022_120815,86,80,168,155
20221022_120815,86,80,174,156
20221022_120816,80,80,150,156
20221022_120816,79,80,149,155
20221022_120816,75,80,170,156
20221022_120816,82,80,154,156
20221022_120816,85,80,156,156
20221022_120816,83,80,146,155
20221022_120816,74,80,159,156
20221022_120816,87,80,166,156
20221022_120816,82,80,154,156
20221022_120816,78,80,151,156
20221022_120817,85,80,156,155
20221022_120817,82,80,147,155
20221022_120817,80,80,156,155
20221022_120817,83,80,156,156
20221022_120817,77,80,167,156
20221022_120817,89,80,155,155
20221022_120817,77,80,159,155
20221022_120817,83,80,157,156
20221022_120817,78,80,150,156
20221022_120817,83,80,153,155
20221022_120817,83,80,149,155
20221022_120818,73,80,150,155
20221022_120818,87,80,154,155
20221022_120818,75,80,160,155
20221022_120818,77,79,154,155
20221022_120818,84,79,163,155
20221022_120818,75,79,151,155
20221022_120818,84,79,151,155
20221022_120818,84,80,148,155
20221022_120818,85,80,143,155
20221022_120818,86,80,156,155
20221022_120818,83,80,143,155
20221022_120819,71,80,149,155
20221022_120819,78,80,158,155
20221022_120819,86,80,149,155
20221022_120819,83,80,163,155
20221022_120819,79,80,153,155
20221022_120819,75,80,157,155
20221022_120819,72,80,153,155
20221022_120819,77,80,159,155
20221022_120819,79,80,163,155
20221022_120819,82,80,155,155
20221022_120819,80,80,159,155
20221022_120820,84,80,154,155
20221022_120820,77,80,158,155
20221022_120820,75,80,149,155
20221022_120820,89,80,161,155
20221022_120820,86,80,155,155
20221022_120820,83,80,152,155
20221022_120820,71,80,158,155
20221022_120820,84,80,146,154
20221022_120820,83,80,160,154
20221022_120820,91,80,147,154
20221022_120820,79,80,153,154
20221022_120821,72,80,157,154
20221022_120821,90,80,159,154
20221022_120821,84,80,157,154
20221022_120821,77,80,152,154
20221022_120821,83,80,150,154
20221022_120821,87,80,158,154
20221022_120821,86,81,148,154
20221022_120821,75,80,160,154
20221022_120821,80,80,158,154
20221022_120821,85,80,151,154
20221022_120822,79,80,163,154
20221022_120822,74,80,158,154
20221022_120822,79,80,158,154
20221022_120822,88,80,157,154
20221022_120822,82,80,151,154
20221022_120822,82,80,157,154
20221022_120822,87,80,150,154
20221022_120822,86,81,160,154
20221022_120822,87,81,158,154
20221022_120822,84,81,159,154
20221022_120822,74,81,169,155
20221022_120823,84,81,151,155
20221022_120823,77,81,160,154
20221022_120823,74,81,167,155
20221022_120823,75,81,149,155
20221022_120823,85,81,150,155
20221022_120823,85,81,164,155
20221022_120823,73,80,147,155
20221022_120823,86,80,152,155
20221022_120823,79,81,148,155
20221022_120823,76,80,163,155
20221022_120823,80,80,153,155
20221022_120824,87,80,154,155
20221022_120824,79,80,154,155
20221022_120824,86,81,157,155
20221022_120824,80,81,150,155
20221022_120824,82,81,164,155
20221022_120824,85,81,159,155
20221022_120824,78,81,151,155
20221022_120824,77,81,158,155
20221022_120824,79,81,153,155
20221022_120824,85,81,167,155
20221022_120824,84,81,157,155
20221022_120825,86,81,154,155
20221022_120825,82,81,166,155
20221022_120825,79,81,155,156
20221022_120825,73,81,150,155
20221022_120825,78,81,167,156
20221022_120825,85,81,166,156
20221022_120825,77,81,161,156
20221022_120825,80,81,151,156
20221022_120825,84,81,156,156
20221022_120825,85,81,160,156
20221022_120825,71,81,165,156
20221022_120826,88,81,171,157
20221022_120826,84,81,155,157
20221022_120826,84,81,163,157
20221022_120826,83,81,164,157
20221022_120826,75,81,154,157
20221022_120826,82,81,148,157
20221022_120826,73,80,147,157
20221022_120826,75,80,159,157
20221022_120826,79,80,150,157
20221022_120826,79,80,153,156
20221022_120826,79,80,158,156
20221022_120827,84,80,151,156
20221022_120827,84,80,169,157
20221022_120827,78,80,158,157
20221022_120827,85,80,164,157
20221022_120827,84,80,163,157
20221022_120827,78,80,159,157
20221022_120827,82,80,161,157
20221022_120827,85,80,157,157
20221022_120827,85,80,151,157
20221022_120827,79,80,170,157
20221022_120828,89,81,155,157
20221022_120828,73,80,154,157
20221022_120828,89,81,156,157
20221022_120828,87,81,144,157
20221022_120828,79,81,157,157
20221022_120828,76,81,152,157
20221022_120828,82,81,161,157
20221022_120828,75,81,158,157
20221022_120828,79,80,163,157
20221022_120828,83,81,156,157
20221022_120828,79,80,159,157
20221022_120829,76,80,148,157
20221022_120829,76,80,158,157
20221022_120829,79,80,159,157
20221022_120829,71,80,163,157
20221022_120829,76,80,146,157
20221022_120829,73,80,158,157
20221022_120829,83,80,148,157
20221022_120829,87,80,156,157
20221022_120829,80,80,159,157
20221022_120829,83,80,159,157
