Time,CameraA Max,CameraA Mean,CameraB Max,CameraB Mean
20221022_104643,247,247,4095,4095
20221022_104643,240,243,4095,4095
20221022_104643,250,245,4095,4095
20221022_104643,238,243,4095,4095
20221022_104643,239,242,4095,4095
20221022_104643,245,243,4095,4095
20221022_104643,248,243,4095,4095
20221022_104643,242,243,4095,4095
20221022_104643,246,243,4095,4095
20221022_104643,250,244,4095,4095
20221022_104643,240,244,4095,4095
20221022_104644,255,245,4095,4095
20221022_104644,239,244,4095,4095
20221022_104644,250,244,4095,4095
20221022_104644,250,245,4095,4095
20221022_104644,251,245,4095,4095
20221022_104644,251,245,4095,4095
20221022_104644,249,246,4095,4095
20221022_104644,251,246,4095,4095
20221022_104644,246,246,4095,4095
20221022_104644,248,246,4095,4095
20221022_104645,251,246,4095,4095
20221022_104645,242,246,4095,4095
20221022_104645,242,246,4095,4095
20221022_104645,245,246,4095,4095
20221022_104645,256,246,4095,4095
20221022_104645,250,246,4095,4095
20221022_104645,256,247,4095,4095
20221022_104645,266,247,4095,4095
20221022_104645,242,247,4095,4095
20221022_104645,254,247,4095,4095
20221022_104646,250,247,4095,4095
20221022_104646,242,247,4095,4095
20221022_104646,253,247,4095,4095
20221022_104646,251,247,4095,4095
20221022_104646,249,247,4095,4095
20221022_104646,254,248,4095,4095
20221022_104646,257,248,4095,4095
20221022_104646,259,248,4095,4095
20221022_104646,244,248,4095,4095
20221022_104646,259,248,4095,4095
20221022_104647,255,248,4095,4095
20221022_104647,250,248,4095,4095
20221022_104647,242,248,4095,4095
20221022_104647,244,248,4095,4095
20221022_104647,262,248,4095,4095
20221022_104647,244,248,4095,4095
20221022_104647,248,248,4095,4095
20221022_104647,247,248,4095,4095
20221022_104647,242,248,4095,4095
20221022_104647,238,248,4095,4095
20221022_104648,239,248,4095,4095
20221022_104648,249,248,4095,4095
20221022_104648,241,248,4095,4095
20221022_104648,255,248,4095,4095
20221022_104648,241,248,4095,4095
20221022_104648,242,248,4095,4095
20221022_104648,252,248,4095,4095
20221022_104648,238,248,4095,4095
20221022_104648,251,248,4095,4095
20221022_104648,251,248,4095,4095
20221022_104649,240,248,4095,4095
20221022_104649,245,248,4095,4095
20221022_104649,246,248,4095,4095
20221022_104649,253,248,4095,4095
20221022_104649,250,248,4095,4095
20221022_104649,242,248,4095,4095
20221022_104649,255,248,4095,4095
20221022_104649,247,248,4095,4095
20221022_104649,254,248,4095,4095
20221022_104649,255,248,4095,4095
20221022_104650,246,248,4095,4095
20221022_104650,261,248,4095,4095
20221022_104650,253,249,4095,4095
20221022_104650,262,249,4095,4095
20221022_104650,252,249,4095,4095
20221022_104650,245,249,4095,4095
20221022_104650,249,249,4095,4095
20221022_104650,269,249,4095,4095
20221022_104650,241,249,4095,4095
20221022_104650,257,249,4095,4095
20221022_104651,250,249,4095,4095
20221022_104651,252,249,4095,4095
20221022_104651,246,249,4095,4095
20221022_104651,259,249,4095,4095
20221022_104651,248,249,4095,4095
20221022_104651,257,249,4095,4095
20221022_104651,253,249,4095,4095
20221022_104651,253,249,4095,4095
20221022_104651,260,249,4095,4095
20221022_104651,254,249,4095,4095
20221022_104652,245,249,4095,4095
20221022_104652,254,249,4095,4095
20221022_104652,237,249,4095,4095
20221022_104652,247,249,4095,4095
20221022_104652,258,249,4095,4095
20221022_104652,260,249,4095,4095
20221022_104652,249,249,4095,4095
20221022_104652,254,249,4095,4095
20221022_104652,250,249,4095,4095
20221022_104652,250,250,4095,4095
20221022_104653,238,250,4095,4095
20221022_104653,255,250,4095,4095
20221022_104653,244,250,4095,4095
20221022_104653,256,250,4095,4095
20221022_104653,248,250,4095,4095
20221022_104653,246,250,4095,4095
20221022_104653,259,250,4095,4095
20221022_104653,260,251,4095,4095
20221022_104653,256,251,4095,4095
20221022_104653,246,251,4095,4095
20221022_104654,261,251,4095,4095
20221022_104654,261,251,4095,4095
20221022_104654,257,252,4095,4095
20221022_104654,248,252,4095,4095
20221022_104654,257,252,4095,4095
20221022_104654,252,252,4095,4095
20221022_104654,255,252,4095,4095
20221022_104654,245,252,4095,4095
20221022_104654,258,252,4095,4095
20221022_104654,241,252,4095,4095
20221022_104655,256,252,4095,4095
20221022_104655,258,252,4095,4095
20221022_104655,242,252,4095,4095
20221022_104655,249,252,4095,4095
20221022_104655,253,251,4095,4095
20221022_104655,263,252,4095,4095
20221022_104655,254,252,4095,4095
20221022_104655,252,252,4095,4095
20221022_104655,237,251,4095,4095
20221022_104655,250,251,4095,4095
20221022_104656,265,252,4095,4095
20221022_104656,251,252,4095,4095
20221022_104656,255,252,4095,4095
20221022_104656,271,252,4095,4095
20221022_104656,252,252,4095,4095
20221022_104656,262,252,4095,4095
20221022_104656,257,252,4095,4095
20221022_104656,254,252,4095,4095
20221022_104656,256,252,4095,4095
20221022_104657,242,252,4095,4095
20221022_104657,247,252,4095,4095
20221022_104657,252,252,4095,4095
20221022_104657,267,252,4095,4095
20221022_104657,263,253,4095,4095
20221022_104657,248,253,4095,4095
20221022_104657,254,253,4095,4095
20221022_104657,247,253,4095,4095
20221022_104657,245,252,4095,4095
20221022_104657,253,252,4095,4095
20221022_104657,251,252,4095,4095
20221022_104658,262,253,4095,4095
20221022_104658,253,253,4095,4095
20221022_104658,251,253,4095,4095
20221022_104658,247,253,4095,4095
20221022_104658,249,253,4095,4095
20221022_104658,255,253,4095,4095
20221022_104658,257,253,4095,4095
20221022_104658,258,253,4095,4095
20221022_104658,263,253,4095,4095
20221022_104659,252,253,4095,4095
20221022_104659,261,253,4095,4095
20221022_104659,265,253,4095,4095
20221022_104659,246,253,4095,4095
20221022_104659,259,253,4095,4095
20221022_104659,253,253,4095,4095
20221022_104659,255,253,4095,4095
20221022_104659,245,253,4095,4095
20221022_104659,244,253,4095,4095
20221022_104659,255,253,4095,4095
20221022_104700,267,253,4095,4095
20221022_104700,255,254,4095,4095
20221022_104700,254,254,4095,4095
20221022_104700,241,253,4095,4095
20221022_104700,250,253,4095,4095
20221022_104700,250,253,4095,4095
20221022_104700,263,254,4095,4095
20221022_104700,251,253,4095,4095
20221022_104700,251,253,4095,4095
20221022_104700,266,254,4095,4095
20221022_104701,255,254,4095,4095
20221022_104701,245,254,4095,4095
20221022_104701,253,254,4095,4095
20221022_104701,252,254,4095,4095
20221022_104701,260,254,4095,4095
20221022_104701,267,254,4095,4095
20221022_104701,254,254,4095,4095
20221022_104701,260,254,4095,4095
20221022_104701,254,254,4095,4095
20221022_104701,252,254,4095,4095
20221022_104702,255,254,4095,4095
20221022_104702,251,254,4095,4095
20221022_104702,258,254,4095,4095
20221022_104702,258,254,4095,4095
20221022_104702,266,254,4095,4095
20221022_104702,253,254,4095,4095
20221022_104702,251,254,4095,4095
20221022_104702,259,254,4095,4095
20221022_104702,239,254,4095,4095
20221022_104702,257,254,4095,4095
20221022_104703,258,254,4095,4095
20221022_104703,267,254,4095,4095
20221022_104703,262,254,4095,4095
20221022_104703,262,255,4095,4095
20221022_104703,250,255,4095,4095
20221022_104703,263,255,4095,4095
20221022_104703,270,255,4095,4095
20221022_104703,245,255,4095,4095
20221022_104703,262,255,4095,4095
20221022_104703,258,255,4095,4095
20221022_104704,247,255,4095,4095
20221022_104704,258,255,4095,4095
20221022_104704,256,255,4095,4095
20221022_104704,247,255,4095,4095
20221022_104704,255,255,4095,4095
20221022_104704,239,254,4095,4095
20221022_104704,250,254,4095,4095
20221022_104704,269,255,4095,4095
20221022_104704,250,255,4095,4095
20221022_104704,248,255,4095,4095
20221022_104705,266,255,4095,4095
20221022_104705,253,255,4095,4095
20221022_104705,251,255,4095,4095
20221022_104705,258,255,4095,4095
20221022_104705,256,255,4095,4095
20221022_104705,250,255,4095,4095
20221022_104705,262,255,4095,4095
20221022_104705,253,255,4095,4095
20221022_104705,259,255,4095,4095
20221022_104705,248,255,4095,4095
20221022_104706,252,255,4095,4095
20221022_104706,262,255,4095,4095
20221022_104706,259,255,4095,4095
20221022_104706,268,256,4095,4095
20221022_104706,250,256,4095,4095
20221022_104706,251,255,4095,4095
20221022_104706,253,255,4095,4095
20221022_104706,259,255,4095,4095
20221022_104706,248,255,4095,4095
20221022_104706,260,255,4095,4095
20221022_104707,252,255,4095,4095
20221022_104707,254,255,4095,4095
20221022_104707,265,255,4095,4095
20221022_104707,247,255,4095,4095
20221022_104707,265,255,4095,4095
20221022_104707,248,255,4095,4095
20221022_104707,267,255,4095,4095
20221022_104707,257,255,4095,4095
20221022_104707,258,255,4095,4095
20221022_104707,257,256,4095,4095
20221022_104708,266,256,4095,4095
20221022_104708,247,256,4095,4095
20221022_104708,254,255,4095,4095
20221022_104708,247,255,4095,4095
20221022_104708,248,255,4095,4095
20221022_104708,256,255,4095,4095
20221022_104708,250,255,4095,4095
20221022_104708,255,254,4095,4095
20221022_104708,252,254,4095,4095
20221022_104708,249,254,4095,4095
20221022_104709,251,254,4095,4095
20221022_104709,262,254,4095,4095
20221022_104709,250,254,4095,4095
20221022_104709,258,254,4095,4095
20221022_104709,254,254,4095,4095
20221022_104709,257,254,4095,4095
20221022_104709,263,255,4095,4095
20221022_104709,265,255,4095,4095
20221022_104709,257,255,4095,4095
20221022_104709,248,255,4095,4095
20221022_104710,252,255,4095,4095
20221022_104710,265,255,4095,4095
20221022_104710,254,255,4095,4095
20221022_104710,260,255,4095,4095
20221022_104710,263,255,4095,4095
20221022_104710,248,255,4095,4095
20221022_104710,257,255,4095,4095
20221022_104710,250,255,4095,4095
20221022_104710,262,255,4095,4095
