Time,CameraA Max,CameraA Mean,CameraB Max,CameraB Mean
20221101_214917,19,56,13,62
20221101_214917,21,56,12,62
20221101_214917,17,56,12,62
20221101_214917,19,56,11,62
20221101_214918,19,56,10,62
20221101_214918,18,56,12,62
20221101_214918,22,56,10,62
20221101_214918,15,56,11,62
20221101_214918,17,56,11,62
20221101_214918,22,56,10,62
20221101_214918,18,56,11,62
20221101_214918,19,56,12,62
20221101_214918,17,56,10,62
20221101_214918,18,56,11,62
20221101_214918,22,56,9,62
20221101_214919,19,56,11,62
20221101_214919,17,56,11,62
20221101_214919,22,56,10,62
20221101_214919,22,56,12,62
20221101_214919,21,56,10,62
20221101_214919,26,56,12,62
20221101_214919,18,56,12,62
20221101_214919,15,56,13,62
20221101_214919,19,56,12,62
20221101_214919,16,56,12,62
20221101_214920,18,56,10,62
20221101_214920,18,56,13,62
20221101_214920,19,56,10,62
20221101_214920,19,56,11,62
20221101_214920,19,56,13,62
20221101_214920,25,56,11,62
20221101_214920,18,56,10,62
20221101_214920,16,56,13,62
20221101_214920,21,56,10,62
20221101_214920,22,56,10,62
20221101_214920,23,56,12,62
20221101_214921,21,56,12,62
20221101_214921,21,56,11,62
20221101_214921,18,56,11,62
20221101_214921,21,56,11,62
20221101_214921,18,56,14,62
20221101_214921,19,56,9,62
20221101_214921,27,57,9,62
20221101_214921,22,57,11,62
20221101_214921,19,57,12,62
20221101_214921,18,57,11,62
20221101_214921,16,57,10,62
20221101_214922,21,57,12,62
20221101_214922,16,56,14,62
20221101_214922,18,56,9,61
20221101_214922,18,56,12,59
20221101_214922,23,54,11,57
20221101_214922,16,52,14,54
20221101_214922,13,50,12,51
20221101_214922,22,48,9,48
20221101_214922,22,45,13,44
20221101_214922,18,42,11,41
20221101_214923,17,39,13,37
20221101_214923,18,36,11,33
20221101_214923,16,33,10,29
20221101_214923,18,30,14,25
20221101_214923,17,27,11,21
20221101_214923,21,24,9,17
20221101_214923,19,21,11,13
20221101_214923,21,19,12,11
20221101_214923,24,19,10,11
20221101_214923,21,19,13,11
20221101_214923,19,19,11,11
20221101_214924,19,19,9,11
20221101_214924,18,19,11,11
20221101_214924,22,19,11,11
20221101_214924,19,19,10,11
20221101_214924,19,19,12,11
20221101_214924,21,19,15,11
20221101_214924,19,19,9,11
20221101_214924,19,19,12,11
20221101_214924,18,19,11,11
20221101_214924,19,19,11,11
20221101_214924,21,19,10,11
20221101_214925,21,19,10,11
20221101_214925,19,19,12,11
20221101_214925,21,19,14,11
20221101_214925,23,19,14,11
20221101_214925,18,19,12,11
20221101_214925,21,19,12,11
20221101_214925,17,19,12,11
20221101_214925,18,19,10,11
20221101_214925,16,19,11,11
20221101_214925,22,19,12,11
20221101_214925,19,19,10,11
20221101_214926,23,19,11,11
20221101_214926,24,19,11,11
20221101_214926,17,19,11,11
20221101_214926,17,19,10,11
20221101_214926,17,19,13,11
20221101_214926,19,19,13,11
20221101_214926,21,19,13,11
20221101_214926,22,19,11,11
20221101_214926,17,19,10,11
20221101_214927,17,19,9,11
20221101_214927,16,19,12,11
20221101_214927,22,19,12,11
20221101_214927,21,19,11,11
20221101_214927,19,19,11,11
20221101_214927,21,19,13,11
20221101_214927,18,19,11,11
20221101_214927,23,19,14,11
20221101_214927,18,19,11,11
20221101_214927,19,19,10,11
20221101_214928,18,19,12,11
20221101_214928,23,19,12,11
20221101_214928,22,19,12,11
20221101_214928,25,19,10,11
20221101_214928,17,19,12,11
20221101_214928,17,19,10,11
20221101_214928,23,19,10,11
20221101_214928,18,19,12,11
20221101_214928,19,19,10,11
20221101_214929,24,19,9,11
20221101_214929,17,19,11,11
20221101_214929,23,19,12,11
20221101_214929,16,19,12,11
20221101_214929,19,19,12,11
20221101_214929,23,19,11,11
20221101_214929,22,19,12,11
20221101_214929,24,19,10,11
20221101_214929,18,19,13,11
20221101_214929,24,19,11,11
20221101_214930,18,19,12,11
20221101_214930,21,19,12,11
20221101_214930,21,19,10,11
20221101_214930,21,19,11,11
20221101_214930,21,19,13,11
20221101_214930,21,19,11,11
20221101_214930,21,19,13,11
20221101_214930,22,19,10,11
20221101_214930,19,19,11,11
20221101_214930,18,19,11,11
20221101_214930,17,19,12,11
20221101_214931,18,19,11,11
20221101_214931,19,19,12,11
20221101_214931,22,19,10,11
20221101_214931,22,19,12,11
20221101_214931,17,19,12,11
20221101_214931,18,19,11,11
20221101_214931,21,19,13,11
20221101_214931,22,19,11,11
20221101_214931,22,19,9,11
20221101_214931,15,19,11,11
20221101_214932,17,19,11,11
20221101_214932,19,19,11,11
20221101_214932,17,19,11,11
20221101_214932,19,19,12,11
20221101_214932,17,19,12,11
20221101_214932,18,19,14,11
20221101_214933,16,19,11,11
20221101_214933,22,19,11,11
20221101_214933,17,19,13,11
20221101_214933,21,19,11,11
20221101_214933,17,19,10,11
20221101_214933,23,19,12,11
20221101_214935,21,19,12,11
20221101_214935,19,19,11,11
20221101_214935,21,19,12,11
20221101_214935,21,19,10,11
20221101_214935,23,19,11,11
20221101_214935,19,19,11,11
20221101_214935,19,19,13,11
20221101_214935,24,19,10,11
20221101_214935,18,19,11,11
20221101_214935,15,19,12,11
20221101_214936,18,19,14,11
20221101_214936,16,19,11,11
20221101_214936,19,19,11,11
20221101_214936,24,19,12,11
20221101_214936,23,19,11,11
20221101_214936,19,19,10,11
20221101_214937,19,19,12,11
20221101_214937,23,19,11,11
20221101_214937,18,19,11,11
20221101_214937,18,19,11,11
20221101_214937,22,19,11,11
20221101_214937,19,19,12,11
20221101_214937,16,19,9,11
20221101_214938,17,19,12,11
20221101_214938,23,19,12,11
20221101_214938,23,19,12,11
20221101_214938,22,19,12,11
20221101_214938,14,19,13,11
20221101_214938,22,19,12,11
20221101_214938,21,19,10,11
20221101_214938,19,19,14,11
20221101_214938,21,19,10,11
20221101_214938,22,19,11,11
20221101_214938,22,19,11,11
20221101_214939,22,19,12,11
20221101_214939,22,19,10,11
20221101_214939,21,19,11,11
20221101_214939,22,19,11,11
20221101_214940,19,19,12,11
20221101_214940,21,19,12,11
20221101_214940,17,19,12,11
20221101_214940,15,19,12,11
20221101_214940,23,19,12,11
20221101_214940,17,19,10,11
20221101_214940,19,19,10,11
20221101_214940,18,19,13,11
20221101_214940,22,19,15,11
20221101_214940,21,19,13,11
20221101_214940,21,19,12,11
20221101_214941,24,19,10,11
20221101_214941,16,19,11,11
20221101_214941,22,19,11,11
20221101_214941,24,19,12,11
20221101_214941,16,19,13,11
20221101_214941,17,19,11,11
20221101_214941,21,19,14,11
20221101_214941,18,19,14,11
20221101_214941,19,19,12,11
20221101_214941,19,19,11,11
20221101_214942,23,19,10,11
20221101_214942,21,19,10,11
20221101_214942,23,19,11,11
20221101_214942,19,19,14,11
20221101_214942,18,19,12,11
20221101_214942,23,19,13,11
20221101_214942,16,19,13,11
20221101_214942,23,19,10,11
20221101_214942,21,19,9,11
20221101_214942,19,19,12,11
20221101_214942,18,19,12,11
20221101_214943,19,19,10,11
20221101_214943,17,19,14,11
20221101_214943,22,19,9,11
20221101_214943,19,19,14,11
20221101_214943,18,19,11,11
20221101_214943,25,19,11,11
20221101_214943,16,19,14,11
20221101_214943,18,19,11,11
20221101_214943,22,19,13,11
20221101_214943,19,19,10,11
20221101_214943,19,19,9,11
20221101_214944,19,19,15,11
20221101_214944,19,19,16,11
20221101_214944,23,19,11,11
20221101_214944,15,19,11,11
20221101_214944,17,19,12,11
20221101_214944,25,19,12,11
20221101_214944,18,19,10,11
20221101_214944,17,19,11,11
20221101_214944,24,19,11,11
20221101_214944,19,19,11,11
20221101_214944,19,19,11,11
20221101_214945,19,19,11,11
20221101_214945,23,19,15,11
20221101_214945,19,19,11,11
20221101_214945,22,19,13,11
20221101_214945,23,19,10,11
20221101_214945,22,19,13,11
20221101_214945,22,19,10,11
20221101_214945,23,20,10,11
20221101_214945,18,20,12,11
20221101_214945,27,20,10,11
20221101_214945,16,20,10,11
20221101_214946,21,20,11,11
20221101_214946,17,19,11,11
20221101_214946,18,19,13,11
20221101_214946,23,19,12,11
20221101_214946,23,20,12,11
20221101_214946,18,19,12,11
20221101_214946,19,19,13,11
20221101_214946,17,19,13,11
20221101_214946,24,20,10,11
20221101_214946,24,20,10,11
20221101_214947,17,20,10,11
20221101_214947,22,20,15,11
20221101_214947,23,20,11,11
20221101_214947,17,20,12,11
20221101_214947,18,20,13,11
20221101_214947,23,20,13,11
20221101_214947,21,20,11,11
20221101_214947,19,20,12,11
20221101_214947,18,20,10,11
20221101_214947,16,20,12,11
20221101_214947,21,20,9,11
20221101_214948,19,20,12,11
20221101_214948,21,20,13,11
20221101_214948,19,20,11,11
20221101_214948,22,20,9,11
20221101_214948,22,20,11,11
20221101_214948,15,20,12,11
20221101_214948,25,20,11,11
20221101_214948,15,20,11,11
20221101_214948,27,20,13,11
20221101_214948,23,20,11,11
20221101_214948,21,20,13,11
20221101_214949,16,20,12,11
20221101_214949,22,20,11,11
20221101_214949,25,20,11,11
20221101_214949,23,20,13,11
20221101_214949,22,20,13,11
20221101_214949,21,20,12,11
20221101_214949,23,20,11,11
20221101_214949,23,20,11,11
20221101_214949,24,20,11,11
20221101_214949,18,20,11,11
20221101_214949,18,20,10,11
20221101_214950,26,20,12,11
20221101_214950,15,20,12,11
20221101_214950,18,20,15,11
20221101_214950,21,20,10,11
20221101_214950,21,20,12,11
20221101_214950,18,20,10,11
20221101_214950,18,20,12,11
20221101_214950,15,20,12,11
20221101_214950,22,20,14,11
20221101_214950,19,20,13,11
20221101_214951,23,20,12,11
20221101_214951,23,20,10,11
20221101_214951,22,20,11,11
20221101_214951,18,20,11,11
20221101_214951,16,20,11,11
20221101_214951,21,20,11,11
20221101_214951,23,20,12,11
20221101_214951,22,20,12,11
20221101_214951,15,20,11,11
20221101_214951,17,20,11,11
20221101_214951,21,20,9,11
20221101_214952,18,20,11,11
20221101_214952,23,20,12,11
20221101_214952,24,20,10,11
20221101_214952,21,20,11,11
20221101_214952,21,20,11,11
20221101_214952,21,20,11,11
20221101_214952,23,20,16,11
20221101_214952,18,20,11,11
20221101_214952,18,20,10,11
20221101_214953,17,20,11,11
20221101_214953,22,20,14,11
20221101_214953,23,20,12,11
20221101_214953,21,20,11,11
20221101_214953,21,20,11,11
20221101_214953,21,20,19,11
20221101_214953,63,20,48,11
20221101_214953,77,21,72,12
20221101_214953,76,21,76,13
20221101_214954,77,22,78,13
20221101_214954,74,23,77,14
20221101_214954,75,23,88,15
20221101_214954,79,24,92,16
20221101_214954,83,24,87,16
20221101_214954,89,25,90,17
20221101_214954,84,26,88,18
20221101_214954,83,26,94,19
20221101_214954,84,27,95,20
20221101_214954,88,28,90,20
20221101_214954,91,28,90,21
20221101_214955,91,29,89,22
20221101_214955,87,30,89,23
20221101_214955,84,30,97,23
20221101_214955,88,31,90,24
20221101_214955,87,31,93,25
20221101_214955,93,32,96,26
20221101_214955,88,33,94,27
20221101_214955,90,34,96,28
20221101_214955,89,34,12,28
20221101_214955,90,35,10,28
20221101_214955,93,36,9,27
20221101_214956,86,36,15,28
20221101_214956,97,37,12,28
20221101_214956,88,38,12,28
20221101_214956,96,39,11,28
20221101_214956,92,39,12,27
20221101_214956,95,40,12,28
20221101_214956,95,41,10,28
20221101_214956,93,41,11,28
20221101_214956,95,42,11,27
20221101_214956,98,43,9,27
20221101_214957,109,44,11,27
20221101_214957,96,45,10,27
20221101_214957,104,45,15,27
20221101_214957,98,46,13,27
20221101_214957,97,47,11,27
20221101_214957,99,48,11,27
20221101_214957,105,49,11,27
20221101_214957,100,49,11,27
20221101_214957,111,50,107,28
20221101_214957,100,51,108,29
20221101_214957,106,52,112,30
20221101_214957,104,53,107,31
20221101_214958,104,54,109,32
20221101_214958,100,54,107,33
20221101_214958,100,55,111,34
20221101_214958,105,56,111,35
20221101_214958,104,57,115,36
20221101_214958,98,58,114,37
20221101_214958,109,58,116,38
20221101_214958,104,59,115,39
20221101_214958,105,60,118,40
20221101_214958,107,61,113,41
20221101_214959,105,62,111,42
20221101_214959,111,63,113,43
20221101_214959,112,63,115,44
20221101_214959,109,64,113,45
20221101_214959,106,65,113,46
20221101_214959,107,66,117,47
20221101_214959,107,67,108,48
20221101_214959,107,68,124,49
20221101_214959,106,69,114,51
20221101_214959,113,70,111,51
20221101_214959,109,70,116,52
20221101_215000,115,71,104,53
20221101_215000,84,72,75,54
20221101_215000,64,72,54,54
20221101_215000,54,73,52,55
20221101_215000,43,73,41,55
20221101_215000,42,73,39,55
20221101_215000,38,73,36,56
20221101_215000,29,74,26,56
20221101_215000,25,74,19,56
20221101_215000,19,73,13,56
20221101_215000,18,73,14,56
20221101_215001,18,74,12,56
20221101_215001,21,74,13,56
20221101_215001,21,73,11,56
20221101_215001,22,73,10,56
20221101_215001,18,74,12,56
20221101_215001,21,74,13,56
20221101_215001,19,74,13,56
20221101_215001,21,74,12,56
20221101_215001,18,74,14,56
20221101_215001,16,73,11,56
20221101_215001,23,73,15,56
20221101_215002,21,73,10,56
20221101_215002,24,73,12,56
20221101_215002,17,73,14,56
20221101_215002,22,73,11,56
20221101_215002,21,74,10,56
20221101_215002,22,74,12,56
20221101_215002,19,74,10,56
20221101_215002,21,74,11,56
20221101_215002,22,74,10,56
20221101_215002,21,74,14,56
20221101_215002,22,74,12,56
20221101_215003,18,73,11,56
20221101_215003,19,73,15,55
20221101_215003,22,72,11,54
20221101_215003,19,71,13,54
20221101_215003,23,71,13,53
20221101_215003,21,70,13,52
20221101_215003,23,70,13,52
20221101_215003,21,69,10,51
20221101_215003,19,68,12,50
20221101_215003,17,68,12,49
20221101_215003,24,67,11,48
20221101_215004,26,67,11,48
20221101_215004,21,66,10,47
20221101_215004,18,65,13,46
20221101_215004,21,65,11,45
20221101_215004,21,64,12,45
20221101_215004,18,63,11,44
20221101_215004,21,63,13,43
20221101_215004,21,62,12,42
20221101_215004,24,61,10,41
20221101_215004,25,61,9,40
20221101_215005,19,60,11,40
20221101_215005,22,59,12,40
20221101_215005,15,59,11,40
20221101_215005,21,58,13,40
20221101_215005,19,57,12,40
20221101_215005,16,56,12,40
20221101_215005,27,56,11,40
20221101_215005,17,55,11,40
20221101_215005,22,54,12,40
20221101_215005,18,54,13,40
20221101_215005,15,53,12,40
20221101_215006,21,52,12,40
20221101_215006,23,51,11,40
20221101_215006,22,51,10,40
20221101_215006,24,50,10,40
20221101_215006,19,49,12,40
20221101_215006,19,48,10,40
20221101_215006,22,47,12,40
20221101_215006,23,47,14,40
20221101_215006,24,46,12,40
20221101_215006,17,45,14,40
20221101_215006,18,44,11,40
20221101_215007,19,43,13,39
20221101_215007,23,43,11,38
20221101_215007,23,42,11,37
20221101_215007,25,41,14,36
20221101_215007,19,40,10,35
20221101_215007,21,39,10,34
20221101_215007,22,39,11,33
20221101_215007,22,38,11,32
20221101_215007,22,37,13,31
20221101_215007,15,36,12,30
20221101_215007,21,35,15,29
20221101_215008,22,34,10,28
20221101_215008,18,34,13,27
20221101_215008,27,33,12,26
20221101_215008,24,32,11,25
20221101_215008,23,31,11,24
20221101_215008,17,30,11,23
20221101_215008,23,29,11,22
20221101_215008,22,28,11,21
20221101_215008,19,28,13,20
20221101_215008,23,27,10,19
20221101_215008,16,26,14,18
20221101_215009,21,25,11,17
20221101_215009,22,24,11,16
20221101_215009,18,23,13,15
20221101_215009,19,22,12,14
20221101_215009,25,22,12,13
20221101_215009,26,21,11,13
20221101_215009,19,21,13,12
20221101_215009,19,21,14,12
20221101_215009,19,20,11,12
20221101_215009,21,20,12,12
20221101_215010,21,20,11,11
20221101_215010,23,20,14,11
20221101_215010,21,20,12,11
20221101_215010,24,20,14,11
20221101_215010,24,20,17,11
20221101_215010,21,20,15,11
20221101_215010,19,20,17,11
20221101_215010,21,20,16,12
20221101_215010,24,20,18,12
20221101_215010,23,20,21,12
20221101_215010,23,20,18,12
20221101_215011,24,20,22,12
20221101_215011,25,21,24,12
20221101_215011,25,21,28,12
20221101_215011,27,21,24,12
20221101_215011,27,21,26,12
20221101_215011,25,21,21,12
20221101_215011,30,21,29,13
20221101_215011,30,21,27,13
20221101_215011,27,21,29,13
20221101_215011,28,21,25,13
20221101_215011,30,21,27,13
20221101_215012,32,21,26,13
20221101_215012,32,21,31,14
20221101_215012,34,22,31,14
20221101_215012,34,22,32,14
20221101_215012,37,22,34,14
20221101_215012,38,22,39,14
20221101_215012,42,22,37,15
20221101_215012,43,22,38,15
20221101_215012,43,23,39,15
20221101_215012,46,23,38,15
20221101_215012,39,23,39,16
20221101_215013,46,23,42,16
20221101_215013,41,24,39,16
20221101_215013,39,24,41,17
20221101_215013,41,24,43,17
20221101_215013,47,24,42,17
20221101_215013,42,24,43,17
20221101_215013,43,25,44,18
20221101_215013,45,25,43,18
20221101_215013,42,25,44,18
20221101_215013,44,25,41,19
20221101_215014,49,26,48,19
20221101_215014,50,26,46,19
20221101_215014,46,26,42,20
20221101_215014,46,26,49,20
20221101_215014,48,27,45,20
20221101_215014,47,27,49,21
20221101_215014,51,27,47,21
20221101_215014,48,27,47,22
20221101_215014,51,28,49,22
20221101_215014,47,28,47,22
20221101_215014,55,28,47,23
20221101_215015,53,29,47,23
20221101_215015,45,29,50,23
20221101_215015,46,29,48,24
20221101_215015,48,29,46,24
20221101_215015,44,30,45,24
20221101_215015,51,30,44,25
20221101_215015,48,30,44,25
20221101_215015,44,30,49,25
20221101_215015,47,31,45,26
20221101_215015,45,31,45,26
20221101_215015,45,31,41,26
20221101_215016,47,31,41,27
20221101_215016,46,32,43,27
20221101_215016,46,32,43,27
20221101_215016,44,32,41,27
20221101_215016,45,32,44,28
20221101_215016,45,33,45,28
20221101_215016,44,33,47,28
20221101_215016,43,33,42,29
20221101_215016,46,33,41,29
20221101_215016,45,34,44,29
20221101_215016,43,34,39,30
20221101_215017,44,34,43,30
20221101_215017,44,34,45,30
20221101_215017,45,35,47,31
20221101_215017,45,35,47,31
20221101_215017,44,35,39,31
20221101_215017,43,35,41,32
20221101_215017,44,35,39,32
20221101_215017,44,36,39,32
20221101_215017,45,36,41,32
20221101_215017,42,36,39,33
20221101_215018,44,36,39,33
20221101_215018,42,36,41,33
20221101_215018,41,37,42,34
20221101_215018,41,37,41,34
20221101_215018,42,37,37,34
20221101_215018,43,37,41,34
20221101_215018,43,38,37,35
20221101_215018,47,38,38,35
20221101_215018,47,38,37,35
20221101_215018,44,38,43,35
20221101_215018,45,38,44,36
20221101_215019,41,39,37,36
20221101_215019,47,39,38,36
20221101_215019,45,39,42,37
20221101_215019,43,39,35,37
20221101_215019,39,40,41,37
20221101_215019,42,40,38,37
20221101_215019,41,40,41,38
20221101_215019,38,40,43,38
20221101_215019,44,40,38,38
20221101_215020,45,41,39,38
20221101_215020,42,41,37,39
20221101_215020,42,41,43,39
20221101_215020,42,41,37,39
20221101_215020,39,41,46,39
20221101_215020,46,42,36,39
20221101_215020,43,42,43,40
20221101_215020,42,42,38,40
20221101_215020,41,42,42,40
20221101_215020,43,42,39,40
20221101_215020,41,42,39,40
20221101_215021,43,43,39,40
20221101_215021,48,43,43,40
20221101_215021,44,43,43,41
20221101_215021,42,43,42,41
20221101_215021,46,43,38,41
20221101_215021,43,43,41,41
20221101_215021,45,43,42,41
20221101_215021,44,44,45,41
20221101_215021,44,44,43,41
20221101_215021,42,44,39,42
20221101_215022,46,44,39,42
20221101_215022,43,44,44,42
20221101_215022,50,44,43,42
20221101_215022,47,44,42,42
20221101_215022,44,44,43,42
20221101_215022,45,44,42,42
20221101_215022,47,44,46,42
20221101_215022,49,44,46,42
20221101_215022,44,44,45,42
20221101_215023,49,44,47,42
20221101_215023,47,44,52,42
20221101_215023,44,44,46,42
20221101_215023,48,44,44,42
20221101_215023,45,44,42,42
20221101_215023,46,44,43,42
20221101_215023,51,44,42,42
20221101_215023,49,45,44,42
20221101_215023,46,45,43,42
20221101_215023,44,44,42,42
20221101_215024,49,44,41,42
20221101_215024,45,44,43,42
20221101_215024,47,44,45,42
20221101_215024,48,44,45,42
20221101_215024,55,45,44,42
20221101_215024,48,45,48,42
20221101_215024,48,44,43,42
20221101_215024,46,44,42,42
20221101_215024,43,44,50,42
20221101_215024,43,44,43,42
20221101_215024,45,44,42,42
20221101_215025,49,44,42,42
20221101_215025,45,44,44,42
20221101_215025,51,44,42,42
20221101_215025,49,44,44,42
20221101_215025,44,44,43,42
20221101_215025,44,44,41,42
20221101_215025,48,44,44,42
20221101_215025,46,44,45,42
20221101_215025,48,44,47,42
20221101_215025,47,44,45,42
20221101_215025,45,44,46,42
20221101_215026,46,44,47,42
20221101_215026,45,44,49,42
20221101_215026,48,44,43,42
20221101_215026,51,44,46,42
20221101_215026,47,44,42,42
20221101_215026,49,44,46,42
20221101_215026,49,45,48,42
20221101_215026,47,45,44,42
20221101_215026,47,45,41,42
20221101_215026,49,45,46,42
20221101_215026,43,45,48,42
20221101_215027,47,45,45,42
20221101_215027,44,45,44,42
20221101_215027,47,45,44,42
20221101_215027,48,45,44,42
20221101_215027,46,45,46,42
20221101_215027,46,45,44,42
20221101_215027,46,45,44,42
20221101_215027,50,45,48,42
20221101_215027,46,45,49,42
20221101_215027,44,45,42,42
20221101_215028,49,45,45,42
20221101_215028,47,45,43,42
20221101_215028,51,45,46,42
20221101_215028,42,45,47,42
20221101_215028,50,45,45,43
20221101_215028,49,45,44,43
20221101_215028,45,45,43,43
20221101_215028,46,45,41,43
20221101_215028,46,45,44,43
20221101_215028,47,45,46,43
20221101_215028,46,45,47,43
20221101_215029,46,45,42,43
20221101_215029,48,45,44,43
20221101_215029,44,45,44,43
20221101_215029,46,45,41,43
20221101_215029,43,45,47,43
20221101_215029,51,46,44,43
20221101_215029,46,46,46,43
20221101_215029,47,46,47,43
20221101_215029,47,46,45,43
20221101_215029,49,46,48,43
20221101_215029,49,46,49,43
20221101_215030,45,46,42,43
20221101_215030,43,46,44,44
20221101_215030,47,46,44,44
20221101_215030,48,46,43,44
20221101_215030,48,46,49,44
20221101_215030,49,46,47,44
20221101_215030,44,46,48,44
20221101_215030,50,46,48,44
20221101_215030,49,46,49,44
20221101_215030,51,46,48,44
20221101_215030,51,46,44,44
20221101_215031,52,46,46,44
20221101_215031,47,46,48,44
20221101_215031,50,46,52,44
20221101_215031,51,47,47,44
20221101_215031,52,47,50,44
20221101_215031,49,47,47,44
20221101_215031,53,47,49,45
20221101_215031,55,47,50,45
20221101_215031,53,47,54,45
20221101_215031,51,47,53,45
20221101_215031,53,47,47,45
20221101_215032,52,47,50,45
20221101_215032,55,47,49,45
20221101_215032,55,47,51,45
20221101_215032,50,47,54,45
20221101_215032,54,47,47,45
20221101_215032,51,47,59,45
20221101_215032,56,47,50,45
20221101_215032,51,48,56,45
20221101_215032,49,48,50,45
20221101_215032,53,48,55,46
20221101_215033,52,48,49,46
20221101_215033,51,48,51,46
20221101_215033,50,48,53,46
20221101_215033,54,48,48,46
20221101_215033,51,48,47,46
20221101_215033,52,48,50,46
20221101_215033,64,48,62,46
20221101_215033,68,48,74,46
20221101_215033,78,48,76,47
20221101_215033,80,49,85,47
20221101_215033,83,49,83,47
20221101_215034,84,50,92,48
20221101_215034,86,50,87,48
20221101_215034,98,50,92,49
20221101_215034,85,51,89,49
20221101_215034,90,51,84,50
20221101_215034,87,52,95,50
20221101_215034,91,52,84,51
20221101_215034,80,52,91,51
20221101_215034,84,53,82,51
20221101_215034,84,53,80,52
20221101_215034,77,53,78,52
20221101_215035,77,54,84,53
20221101_215035,75,54,77,53
20221101_215035,75,54,78,53
20221101_215035,75,55,77,54
20221101_215035,75,55,73,54
20221101_215035,79,55,80,54
20221101_215035,73,55,80,54
20221101_215035,78,56,83,55
20221101_215035,78,56,80,55
20221101_215035,77,56,80,56
20221101_215035,79,57,86,56
20221101_215036,74,57,82,56
20221101_215036,84,57,79,57
20221101_215036,83,58,80,57
20221101_215036,77,58,80,57
20221101_215036,82,58,85,58
20221101_215036,79,59,79,58
20221101_215036,77,59,77,58
20221101_215036,73,59,79,59
20221101_215036,76,59,87,59
20221101_215036,82,60,80,59
20221101_215037,79,60,75,60
20221101_215037,77,60,74,60
20221101_215037,75,61,83,60
20221101_215037,77,61,76,61
20221101_215037,74,61,76,61
20221101_215037,80,62,79,61
20221101_215037,83,62,77,62
20221101_215037,73,62,71,62
20221101_215037,78,63,77,62
20221101_215037,79,63,84,63
20221101_215037,79,63,82,63
20221101_215038,77,63,84,63
20221101_215038,86,64,79,64
20221101_215038,74,64,79,64
20221101_215038,78,64,74,64
20221101_215038,80,65,79,65
20221101_215038,73,65,75,65
20221101_215038,75,65,84,65
20221101_215038,76,66,84,66
20221101_215038,74,66,83,66
20221101_215038,71,66,80,67
20221101_215038,75,66,77,67
20221101_215039,76,67,79,67
